task_id,received_at,category,subcategory,province,city,channel,priority,external_lookup_scenario,routing_queue,evidence_complete,allegation_verified,aggregate_anchor,aggregate_share,data_nature
CN-TEL-2025Q2-0486,2025-07-05T00:55:00,服务争议,宽带装移机,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0487,2025-07-05T01:06:00,服务争议,人工客服接续,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0488,2025-07-05T01:17:00,服务争议,销户退订,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0489,2025-07-05T01:28:00,服务争议,宽带装移机,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0490,2025-07-05T01:39:00,服务争议,人工客服接续,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0491,2025-07-05T01:50:00,服务争议,销户退订,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0492,2025-07-05T02:01:00,服务争议,宽带装移机,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0493,2025-07-05T02:12:00,服务争议,人工客服接续,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0494,2025-07-05T02:23:00,服务争议,销户退订,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0495,2025-07-05T02:34:00,服务争议,宽带装移机,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0496,2025-07-05T02:45:00,服务争议,人工客服接续,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0497,2025-07-05T02:56:00,服务争议,销户退订,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0498,2025-07-05T03:07:00,服务争议,宽带装移机,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0499,2025-07-05T03:18:00,服务争议,人工客服接续,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0500,2025-07-05T03:29:00,服务争议,销户退订,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0501,2025-07-05T03:40:00,服务争议,宽带装移机,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0502,2025-07-05T03:51:00,服务争议,人工客服接续,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0503,2025-07-05T04:02:00,服务争议,销户退订,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0504,2025-07-05T04:13:00,服务争议,宽带装移机,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0505,2025-07-05T04:24:00,服务争议,人工客服接续,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0506,2025-07-05T04:35:00,服务争议,销户退订,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0507,2025-07-05T04:46:00,服务争议,宽带装移机,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0508,2025-07-05T04:57:00,服务争议,人工客服接续,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0509,2025-07-05T05:08:00,服务争议,销户退订,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0510,2025-07-05T05:19:00,服务争议,宽带装移机,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0511,2025-07-05T05:30:00,服务争议,人工客服接续,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0512,2025-07-05T05:41:00,服务争议,销户退订,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0513,2025-07-05T05:52:00,服务争议,宽带装移机,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0514,2025-07-05T06:03:00,服务争议,人工客服接续,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0515,2025-07-05T06:14:00,服务争议,销户退订,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0516,2025-07-05T06:25:00,服务争议,宽带装移机,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0517,2025-07-05T06:36:00,服务争议,人工客服接续,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0518,2025-07-05T06:47:00,服务争议,销户退订,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0519,2025-07-05T06:58:00,服务争议,宽带装移机,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0520,2025-07-05T07:09:00,服务争议,人工客服接续,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0521,2025-07-05T07:20:00,服务争议,销户退订,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0522,2025-07-05T07:31:00,服务争议,宽带装移机,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0523,2025-07-05T07:42:00,服务争议,人工客服接续,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0524,2025-07-05T07:53:00,服务争议,销户退订,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0525,2025-07-05T08:04:00,服务争议,宽带装移机,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0526,2025-07-05T08:15:00,服务争议,人工客服接续,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0527,2025-07-05T08:26:00,服务争议,销户退订,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0528,2025-07-05T08:37:00,服务争议,宽带装移机,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0529,2025-07-05T08:48:00,服务争议,人工客服接续,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0530,2025-07-05T08:59:00,服务争议,销户退订,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0531,2025-07-05T09:10:00,服务争议,宽带装移机,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0532,2025-07-05T09:21:00,服务争议,人工客服接续,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0533,2025-07-05T09:32:00,服务争议,销户退订,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0534,2025-07-05T09:43:00,服务争议,宽带装移机,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0535,2025-07-05T09:54:00,服务争议,人工客服接续,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0536,2025-07-05T10:05:00,服务争议,销户退订,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0537,2025-07-05T10:16:00,服务争议,宽带装移机,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0538,2025-07-05T10:27:00,服务争议,人工客服接续,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0539,2025-07-05T10:38:00,服务争议,销户退订,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0540,2025-07-05T10:49:00,服务争议,宽带装移机,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0541,2025-07-05T11:00:00,服务争议,人工客服接续,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0542,2025-07-05T11:11:00,服务争议,销户退订,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0543,2025-07-05T11:22:00,服务争议,宽带装移机,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0544,2025-07-05T11:33:00,服务争议,人工客服接续,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0545,2025-07-05T11:44:00,服务争议,销户退订,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0546,2025-07-05T11:55:00,服务争议,宽带装移机,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0547,2025-07-05T12:06:00,服务争议,人工客服接续,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0548,2025-07-05T12:17:00,服务争议,销户退订,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0549,2025-07-05T12:28:00,服务争议,宽带装移机,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0550,2025-07-05T12:39:00,服务争议,人工客服接续,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0551,2025-07-05T12:50:00,服务争议,销户退订,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0552,2025-07-05T13:01:00,服务争议,宽带装移机,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0553,2025-07-05T13:12:00,服务争议,人工客服接续,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0554,2025-07-05T13:23:00,服务争议,销户退订,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0555,2025-07-05T13:34:00,服务争议,宽带装移机,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0556,2025-07-05T13:45:00,服务争议,人工客服接续,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0557,2025-07-05T13:56:00,服务争议,销户退订,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0558,2025-07-05T14:07:00,服务争议,宽带装移机,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0559,2025-07-05T14:18:00,服务争议,人工客服接续,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0560,2025-07-05T14:29:00,服务争议,销户退订,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0561,2025-07-05T14:40:00,服务争议,宽带装移机,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0562,2025-07-05T14:51:00,服务争议,人工客服接续,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0563,2025-07-05T15:02:00,服务争议,销户退订,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0564,2025-07-05T15:13:00,服务争议,宽带装移机,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0565,2025-07-05T15:24:00,服务争议,人工客服接续,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0566,2025-07-05T15:35:00,服务争议,销户退订,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0567,2025-07-05T15:46:00,服务争议,宽带装移机,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0568,2025-07-05T15:57:00,服务争议,人工客服接续,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0569,2025-07-05T16:08:00,服务争议,销户退订,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0570,2025-07-05T16:19:00,服务争议,宽带装移机,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0571,2025-07-05T16:30:00,服务争议,人工客服接续,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0572,2025-07-05T16:41:00,服务争议,销户退订,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0573,2025-07-05T16:52:00,服务争议,宽带装移机,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0574,2025-07-05T17:03:00,服务争议,人工客服接续,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0575,2025-07-05T17:14:00,服务争议,销户退订,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0576,2025-07-05T17:25:00,服务争议,宽带装移机,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0577,2025-07-05T17:36:00,服务争议,人工客服接续,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0578,2025-07-05T17:47:00,服务争议,销户退订,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0579,2025-07-05T17:58:00,服务争议,宽带装移机,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0580,2025-07-05T18:09:00,服务争议,人工客服接续,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0581,2025-07-05T18:20:00,服务争议,销户退订,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0582,2025-07-05T18:31:00,服务争议,宽带装移机,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0583,2025-07-05T18:42:00,服务争议,人工客服接续,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0584,2025-07-05T18:53:00,服务争议,销户退订,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0585,2025-07-05T19:04:00,服务争议,宽带装移机,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0586,2025-07-05T19:15:00,服务争议,人工客服接续,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0587,2025-07-05T19:26:00,服务争议,销户退订,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0588,2025-07-05T19:37:00,服务争议,宽带装移机,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0589,2025-07-05T19:48:00,服务争议,人工客服接续,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0590,2025-07-05T19:59:00,服务争议,销户退订,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0591,2025-07-05T20:10:00,服务争议,宽带装移机,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0592,2025-07-05T20:21:00,服务争议,人工客服接续,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0593,2025-07-05T20:32:00,服务争议,销户退订,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0594,2025-07-05T20:43:00,服务争议,宽带装移机,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0595,2025-07-05T20:54:00,服务争议,人工客服接续,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0596,2025-07-05T21:05:00,服务争议,销户退订,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0597,2025-07-05T21:16:00,服务争议,宽带装移机,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0598,2025-07-05T21:27:00,服务争议,人工客服接续,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0599,2025-07-05T21:38:00,服务争议,销户退订,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0600,2025-07-05T21:49:00,服务争议,宽带装移机,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0601,2025-07-05T22:00:00,服务争议,人工客服接续,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0602,2025-07-05T22:11:00,服务争议,销户退订,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0603,2025-07-05T22:22:00,服务争议,宽带装移机,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0604,2025-07-05T22:33:00,服务争议,人工客服接续,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0605,2025-07-05T22:44:00,服务争议,销户退订,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0606,2025-07-05T22:55:00,服务争议,宽带装移机,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0607,2025-07-05T23:06:00,服务争议,人工客服接续,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0608,2025-07-05T23:17:00,服务争议,销户退订,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0609,2025-07-05T23:28:00,服务争议,宽带装移机,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0610,2025-07-05T23:39:00,服务争议,人工客服接续,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0611,2025-07-05T23:50:00,服务争议,销户退订,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
