application_id,application_at,observation_cutoff,province_code,province_name,city_code,city_name,customer_segment,channel,requested_amount_fen,declared_income_band,identity_verification_status,income_evidence_status,consent_status,application_consistency,internal_repayment_months,recent_overdue_days,debt_service_ratio_bps,data_nature
CR20260000579,2026-04-20T05:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,4273101,12000+,verified,complete,confirmed,consistent,,,3693,deterministic_synthetic
CR20260000580,2026-04-20T06:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,4353020,3000-4999,verified,complete,confirmed,consistent,,,3694,deterministic_synthetic
CR20260000581,2026-04-20T07:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,4432939,5000-7999,verified,complete,confirmed,consistent,,,3695,deterministic_synthetic
CR20260000582,2026-04-20T07:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,4512858,8000-11999,verified,complete,confirmed,consistent,,,3696,deterministic_synthetic
CR20260000583,2026-04-20T08:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,4592777,12000+,verified,complete,confirmed,consistent,,,3697,deterministic_synthetic
CR20260000584,2026-04-20T09:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4672696,3000-4999,verified,complete,confirmed,consistent,,,3698,deterministic_synthetic
CR20260000585,2026-04-20T10:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,4752615,5000-7999,verified,complete,confirmed,consistent,,,3699,deterministic_synthetic
CR20260000586,2026-04-20T11:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,4832534,8000-11999,verified,complete,confirmed,consistent,,,3700,deterministic_synthetic
CR20260000587,2026-04-20T11:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,4912453,12000+,verified,complete,confirmed,consistent,,,3701,deterministic_synthetic
CR20260000588,2026-04-20T12:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,4992372,3000-4999,verified,complete,confirmed,consistent,,,3702,deterministic_synthetic
CR20260000589,2026-04-20T13:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,372291,5000-7999,verified,complete,confirmed,consistent,,,3703,deterministic_synthetic
CR20260000590,2026-04-20T14:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,452210,8000-11999,verified,complete,confirmed,consistent,,,3704,deterministic_synthetic
CR20260000591,2026-04-20T14:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,532129,12000+,verified,complete,confirmed,consistent,,,3705,deterministic_synthetic
CR20260000592,2026-04-20T15:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,612048,3000-4999,verified,complete,confirmed,consistent,,,3706,deterministic_synthetic
CR20260000593,2026-04-20T16:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,691967,5000-7999,verified,complete,confirmed,consistent,,,3707,deterministic_synthetic
CR20260000594,2026-04-20T17:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,771886,8000-11999,verified,complete,confirmed,consistent,,,3708,deterministic_synthetic
CR20260000595,2026-04-20T18:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,851805,12000+,verified,complete,confirmed,consistent,,,3709,deterministic_synthetic
CR20260000596,2026-04-20T18:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,931724,3000-4999,verified,complete,confirmed,consistent,,,3710,deterministic_synthetic
CR20260000597,2026-04-20T19:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,1011643,5000-7999,verified,complete,confirmed,consistent,,,3711,deterministic_synthetic
CR20260000598,2026-04-20T20:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,1091562,8000-11999,verified,complete,confirmed,consistent,,,3712,deterministic_synthetic
CR20260000599,2026-04-20T21:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,1171481,12000+,verified,complete,confirmed,consistent,,,3713,deterministic_synthetic
CR20260000600,2026-04-20T22:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,1251400,3000-4999,verified,complete,confirmed,consistent,,,3714,deterministic_synthetic
CR20260000601,2026-04-20T22:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1331319,5000-7999,verified,complete,confirmed,consistent,7,10,3715,deterministic_synthetic
CR20260000602,2026-04-20T23:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1411238,8000-11999,verified,complete,confirmed,consistent,8,10,3716,deterministic_synthetic
CR20260000603,2026-04-21T00:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1491157,12000+,verified,complete,confirmed,consistent,9,10,3717,deterministic_synthetic
CR20260000604,2026-04-21T01:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1571076,3000-4999,verified,complete,confirmed,consistent,10,10,3718,deterministic_synthetic
CR20260000605,2026-04-21T01:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1650995,5000-7999,verified,complete,confirmed,consistent,11,10,3719,deterministic_synthetic
CR20260000606,2026-04-21T02:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1730914,8000-11999,verified,complete,confirmed,consistent,12,10,3720,deterministic_synthetic
CR20260000607,2026-04-21T03:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1810833,12000+,verified,complete,confirmed,consistent,13,10,3721,deterministic_synthetic
CR20260000608,2026-04-21T04:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1890752,3000-4999,verified,complete,confirmed,consistent,14,10,3722,deterministic_synthetic
CR20260000609,2026-04-21T05:03:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1970671,5000-7999,verified,complete,confirmed,consistent,15,10,3723,deterministic_synthetic
CR20260000610,2026-04-21T05:50:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2050590,8000-11999,verified,complete,confirmed,consistent,16,10,3724,deterministic_synthetic
CR20260000611,2026-04-21T06:37:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2130509,12000+,verified,complete,confirmed,consistent,17,10,3725,deterministic_synthetic
CR20260000612,2026-04-21T07:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2210428,3000-4999,verified,complete,confirmed,consistent,18,10,3726,deterministic_synthetic
CR20260000613,2026-04-21T08:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2290347,5000-7999,verified,complete,confirmed,consistent,19,10,3727,deterministic_synthetic
CR20260000614,2026-04-21T08:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2370266,8000-11999,verified,complete,confirmed,consistent,20,10,3728,deterministic_synthetic
CR20260000615,2026-04-21T09:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2450185,12000+,verified,complete,confirmed,consistent,21,10,3729,deterministic_synthetic
CR20260000616,2026-04-21T10:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2530104,3000-4999,verified,complete,confirmed,consistent,22,10,3730,deterministic_synthetic
CR20260000617,2026-04-21T11:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2610023,5000-7999,verified,complete,confirmed,consistent,23,10,3731,deterministic_synthetic
CR20260000618,2026-04-21T12:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2689942,8000-11999,verified,complete,confirmed,consistent,24,10,3732,deterministic_synthetic
CR20260000619,2026-04-21T12:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2769861,12000+,verified,complete,confirmed,consistent,25,10,3733,deterministic_synthetic
CR20260000620,2026-04-21T13:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2849780,3000-4999,verified,complete,confirmed,consistent,26,10,3734,deterministic_synthetic
CR20260000621,2026-04-21T14:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2929699,5000-7999,verified,complete,confirmed,consistent,27,10,3735,deterministic_synthetic
CR20260000622,2026-04-21T15:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3009618,8000-11999,verified,complete,confirmed,consistent,28,10,3736,deterministic_synthetic
CR20260000623,2026-04-21T16:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3089537,12000+,verified,complete,confirmed,consistent,29,10,3737,deterministic_synthetic
CR20260000624,2026-04-21T16:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3169456,3000-4999,verified,complete,confirmed,consistent,30,10,3738,deterministic_synthetic
CR20260000625,2026-04-21T17:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3249375,5000-7999,verified,complete,confirmed,consistent,31,10,3739,deterministic_synthetic
CR20260000626,2026-04-21T18:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3329294,8000-11999,verified,complete,confirmed,consistent,32,10,3740,deterministic_synthetic
CR20260000627,2026-04-21T19:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3409213,12000+,verified,complete,confirmed,consistent,33,10,3741,deterministic_synthetic
CR20260000628,2026-04-21T19:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3489132,3000-4999,verified,complete,confirmed,consistent,34,10,3742,deterministic_synthetic
CR20260000629,2026-04-21T20:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3569051,5000-7999,verified,complete,confirmed,consistent,35,10,3743,deterministic_synthetic
CR20260000630,2026-04-21T21:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3648970,8000-11999,verified,complete,confirmed,consistent,36,10,3744,deterministic_synthetic
CR20260000631,2026-04-21T22:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3728889,12000+,verified,complete,confirmed,consistent,37,10,3745,deterministic_synthetic
CR20260000632,2026-04-21T23:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3808808,3000-4999,verified,complete,confirmed,consistent,38,10,3746,deterministic_synthetic
CR20260000633,2026-04-21T23:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3888727,5000-7999,verified,complete,confirmed,consistent,39,10,3747,deterministic_synthetic
CR20260000634,2026-04-22T00:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3968646,8000-11999,verified,complete,confirmed,consistent,40,10,3748,deterministic_synthetic
CR20260000635,2026-04-22T01:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4048565,12000+,verified,complete,confirmed,consistent,41,10,3749,deterministic_synthetic
CR20260000636,2026-04-22T02:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4128484,3000-4999,verified,complete,confirmed,consistent,42,10,3750,deterministic_synthetic
CR20260000637,2026-04-22T02:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4208403,5000-7999,verified,complete,confirmed,consistent,43,0,6500,deterministic_synthetic
CR20260000638,2026-04-22T03:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4288322,8000-11999,verified,complete,confirmed,consistent,44,0,6500,deterministic_synthetic
CR20260000639,2026-04-22T04:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4368241,12000+,verified,complete,confirmed,consistent,45,0,6500,deterministic_synthetic
CR20260000640,2026-04-22T05:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4448160,3000-4999,verified,complete,confirmed,consistent,46,0,6500,deterministic_synthetic
CR20260000641,2026-04-22T06:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4528079,5000-7999,verified,complete,confirmed,consistent,47,0,6500,deterministic_synthetic
CR20260000642,2026-04-22T06:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4607998,8000-11999,verified,complete,confirmed,consistent,48,0,6500,deterministic_synthetic
CR20260000643,2026-04-22T07:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4687917,12000+,verified,complete,confirmed,consistent,6,0,6500,deterministic_synthetic
CR20260000644,2026-04-22T08:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4767836,3000-4999,verified,complete,confirmed,consistent,7,0,6500,deterministic_synthetic
CR20260000645,2026-04-22T09:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4847755,5000-7999,verified,complete,confirmed,consistent,8,0,6500,deterministic_synthetic
CR20260000646,2026-04-22T10:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4927674,8000-11999,verified,complete,confirmed,consistent,9,0,6500,deterministic_synthetic
CR20260000647,2026-04-22T10:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,307593,12000+,verified,complete,confirmed,consistent,10,0,6500,deterministic_synthetic
CR20260000648,2026-04-22T11:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,387512,3000-4999,verified,complete,confirmed,consistent,11,0,6500,deterministic_synthetic
CR20260000649,2026-04-22T12:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,467431,5000-7999,verified,complete,confirmed,consistent,12,0,6500,deterministic_synthetic
CR20260000650,2026-04-22T13:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,547350,8000-11999,verified,complete,confirmed,consistent,13,0,6500,deterministic_synthetic
CR20260000651,2026-04-22T13:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,627269,12000+,verified,complete,confirmed,consistent,14,0,6500,deterministic_synthetic
CR20260000652,2026-04-22T14:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,707188,3000-4999,verified,complete,confirmed,consistent,15,0,6500,deterministic_synthetic
CR20260000653,2026-04-22T15:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,787107,5000-7999,verified,complete,confirmed,consistent,16,0,6500,deterministic_synthetic
CR20260000654,2026-04-22T16:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,867026,8000-11999,verified,complete,confirmed,consistent,17,0,6500,deterministic_synthetic
CR20260000655,2026-04-22T17:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,946945,12000+,verified,complete,confirmed,consistent,18,0,6500,deterministic_synthetic
CR20260000656,2026-04-22T17:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1026864,3000-4999,verified,complete,confirmed,consistent,19,0,6500,deterministic_synthetic
CR20260000657,2026-04-22T18:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1106783,5000-7999,verified,complete,confirmed,consistent,20,0,6500,deterministic_synthetic
CR20260000658,2026-04-22T19:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1186702,8000-11999,verified,complete,confirmed,consistent,21,0,6500,deterministic_synthetic
CR20260000659,2026-04-22T20:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1266621,12000+,verified,complete,confirmed,consistent,22,0,6500,deterministic_synthetic
CR20260000660,2026-04-22T21:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1346540,3000-4999,verified,complete,confirmed,consistent,23,0,6500,deterministic_synthetic
CR20260000661,2026-04-22T21:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1426459,5000-7999,verified,missing,confirmed,consistent,24,0,3775,deterministic_synthetic
CR20260000662,2026-04-22T22:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1506378,8000-11999,verified,missing,confirmed,consistent,25,0,3776,deterministic_synthetic
CR20260000663,2026-04-22T23:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1586297,12000+,verified,missing,confirmed,consistent,26,0,3777,deterministic_synthetic
CR20260000664,2026-04-23T00:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1666216,3000-4999,verified,missing,confirmed,consistent,27,0,3778,deterministic_synthetic
CR20260000665,2026-04-23T00:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1746135,5000-7999,verified,missing,confirmed,consistent,28,0,3779,deterministic_synthetic
CR20260000666,2026-04-23T01:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1826054,8000-11999,verified,missing,confirmed,consistent,29,0,3780,deterministic_synthetic
CR20260000667,2026-04-23T02:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1905973,12000+,verified,missing,confirmed,consistent,30,0,3781,deterministic_synthetic
CR20260000668,2026-04-23T03:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1985892,3000-4999,verified,missing,confirmed,consistent,31,0,3782,deterministic_synthetic
CR20260000669,2026-04-23T04:03:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2065811,5000-7999,verified,missing,confirmed,consistent,32,0,3783,deterministic_synthetic
CR20260000670,2026-04-23T04:50:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2145730,8000-11999,verified,missing,confirmed,consistent,33,0,3784,deterministic_synthetic
CR20260000671,2026-04-23T05:37:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2225649,12000+,verified,missing,confirmed,consistent,34,0,3785,deterministic_synthetic
CR20260000672,2026-04-23T06:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2305568,3000-4999,verified,missing,confirmed,consistent,35,0,3786,deterministic_synthetic
CR20260000673,2026-04-23T07:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2385487,5000-7999,verified,missing,confirmed,consistent,36,0,3787,deterministic_synthetic
CR20260000674,2026-04-23T07:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2465406,8000-11999,verified,missing,confirmed,consistent,37,0,3788,deterministic_synthetic
CR20260000675,2026-04-23T08:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2545325,12000+,verified,missing,confirmed,consistent,38,0,3789,deterministic_synthetic
CR20260000676,2026-04-23T09:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2625244,3000-4999,verified,missing,confirmed,consistent,39,0,3790,deterministic_synthetic
CR20260000677,2026-04-23T10:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2705163,5000-7999,verified,missing,confirmed,consistent,40,0,3791,deterministic_synthetic
CR20260000678,2026-04-23T11:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2785082,8000-11999,verified,missing,confirmed,consistent,41,0,3792,deterministic_synthetic
CR20260000679,2026-04-23T11:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2865001,12000+,verified,missing,confirmed,consistent,42,0,3793,deterministic_synthetic
CR20260000680,2026-04-23T12:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2944920,3000-4999,verified,missing,confirmed,consistent,43,0,3794,deterministic_synthetic
CR20260000681,2026-04-23T13:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3024839,5000-7999,verified,missing,confirmed,consistent,44,0,3795,deterministic_synthetic
CR20260000682,2026-04-23T14:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3104758,8000-11999,verified,missing,confirmed,consistent,45,0,3796,deterministic_synthetic
CR20260000683,2026-04-23T15:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3184677,12000+,verified,missing,confirmed,consistent,46,0,3797,deterministic_synthetic
CR20260000684,2026-04-23T15:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3264596,3000-4999,verified,missing,confirmed,consistent,47,0,3798,deterministic_synthetic
CR20260000685,2026-04-23T16:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3344515,5000-7999,pending,complete,confirmed,consistent,48,0,3799,deterministic_synthetic
CR20260000686,2026-04-23T17:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3424434,8000-11999,pending,complete,confirmed,consistent,6,0,3800,deterministic_synthetic
CR20260000687,2026-04-23T18:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3504353,12000+,pending,complete,confirmed,consistent,7,0,3801,deterministic_synthetic
CR20260000688,2026-04-23T18:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3584272,3000-4999,pending,complete,confirmed,consistent,8,0,3802,deterministic_synthetic
CR20260000689,2026-04-23T19:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3664191,5000-7999,pending,complete,confirmed,consistent,9,0,3803,deterministic_synthetic
CR20260000690,2026-04-23T20:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3744110,8000-11999,pending,complete,confirmed,consistent,10,0,3804,deterministic_synthetic
CR20260000691,2026-04-23T21:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3824029,12000+,pending,complete,confirmed,consistent,11,0,3805,deterministic_synthetic
CR20260000692,2026-04-23T22:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3903948,3000-4999,pending,complete,confirmed,consistent,12,0,3806,deterministic_synthetic
CR20260000693,2026-04-23T22:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3983867,5000-7999,pending,complete,confirmed,consistent,13,0,3807,deterministic_synthetic
CR20260000694,2026-04-23T23:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4063786,8000-11999,pending,complete,confirmed,consistent,14,0,3808,deterministic_synthetic
CR20260000695,2026-04-24T00:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4143705,12000+,pending,complete,confirmed,consistent,15,0,3809,deterministic_synthetic
CR20260000696,2026-04-24T01:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4223624,3000-4999,pending,complete,confirmed,consistent,16,0,3810,deterministic_synthetic
CR20260000697,2026-04-24T01:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4303543,5000-7999,verified,complete,confirmed,consistent,17,0,3811,deterministic_synthetic
CR20260000698,2026-04-24T02:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4383462,8000-11999,verified,complete,confirmed,consistent,18,0,3812,deterministic_synthetic
CR20260000699,2026-04-24T03:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4463381,12000+,verified,complete,confirmed,consistent,19,0,3813,deterministic_synthetic
CR20260000700,2026-04-24T04:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4543300,3000-4999,verified,complete,confirmed,consistent,20,0,3814,deterministic_synthetic
CR20260000701,2026-04-24T05:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4623219,5000-7999,verified,complete,confirmed,consistent,21,0,3815,deterministic_synthetic
CR20260000702,2026-04-24T05:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4703138,8000-11999,verified,complete,confirmed,consistent,22,0,3816,deterministic_synthetic
CR20260000703,2026-04-24T06:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4783057,12000+,verified,complete,confirmed,consistent,23,0,3817,deterministic_synthetic
CR20260000704,2026-04-24T07:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4862976,3000-4999,verified,complete,confirmed,consistent,24,0,3818,deterministic_synthetic
CR20260000705,2026-04-24T08:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4942895,5000-7999,verified,complete,confirmed,consistent,25,0,3819,deterministic_synthetic
CR20260000706,2026-04-24T09:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,322814,8000-11999,verified,complete,confirmed,consistent,26,0,3820,deterministic_synthetic
CR20260000707,2026-04-24T09:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,402733,12000+,verified,complete,confirmed,consistent,27,0,3821,deterministic_synthetic
CR20260000708,2026-04-24T10:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,482652,3000-4999,verified,complete,confirmed,consistent,28,0,3822,deterministic_synthetic
