store_id,category_id,transaction_count,units_sold,sales_amount_cny,active_days,sales_velocity_units_per_day,sales_pressure_rank,recommended_action,data_nature
CDLG,931010101,2,2,15.04,2,1.0,456,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931010103,2,2,13.04,2,1.0,457,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931010400,2,2,30.64,2,1.0,458,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931020000,2,2,8.44,2,1.0,459,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931050100,2,2,71.04,2,1.0,460,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931050304,2,2,31.04,2,1.0,461,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931060300,2,2,11.04,2,1.0,462,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931060302,2,2,5.8,2,1.0,463,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931070100,2,2,11.04,2,1.0,464,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931080000,2,2,7.04,2,1.0,465,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931080103,2,2,9.64,2,1.0,466,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,935011001,2,2,45.04,2,1.0,467,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,935020101,2,2,59.04,2,1.0,468,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,936000101,2,2,98.84,2,1.0,469,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,936000501,2,2,26.84,2,1.0,470,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,936030100,2,2,77.24,2,1.0,471,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,936050100,2,2,58.84,2,1.0,472,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,936080103,2,2,8.24,2,1.0,473,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,938030000,2,2,25.04,2,1.0,474,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910010301,2,2,90.84,2,1.0,475,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910010400,2,2,18.64,2,1.0,476,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910020000,2,2,1.6,2,1.0,477,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910020204,2,2,19.04,2,1.0,478,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910020208,2,2,24.24,2,1.0,479,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910020302,2,2,5.24,2,1.0,480,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910030103,2,2,6.64,2,1.0,481,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910030104,2,2,7.64,2,1.0,482,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910030201,2,2,18.04,2,1.0,483,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,911010300,2,2,15.04,2,1.0,484,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912000100,2,2,10.84,2,1.0,485,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912000104,2,2,11.44,2,1.0,486,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912020101,2,2,17.44,2,1.0,487,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912020103,2,2,10.64,2,1.0,488,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912020200,2,2,9.64,2,1.0,489,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912020201,2,2,13.64,2,1.0,490,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912030004,2,2,32.64,2,1.0,491,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912030006,2,2,6.04,2,1.0,492,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912030007,2,2,6.64,2,1.0,493,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912030200,2,2,6.4,2,1.0,494,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912030601,2,2,13.44,2,1.0,495,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040001,2,2,7.04,2,1.0,496,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040002,2,2,9.64,2,1.0,497,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040005,2,2,2.4,2,1.0,498,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040006,2,2,18.64,2,1.0,499,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040007,2,2,8.64,2,1.0,500,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040105,2,2,15.44,2,1.0,501,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040107,2,2,15.44,2,1.0,502,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040201,2,2,11.24,2,1.0,503,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912040202,2,2,29.04,2,1.0,504,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912500204,2,2,58.84,2,1.0,505,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,913020000,2,2,33.24,2,1.0,506,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,913020003,2,2,47.24,2,1.0,507,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,913050002,2,2,75.64,2,1.0,508,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914000001,6,2,19.04,5,0.4,509,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914000002,2,2,19.04,2,1.0,510,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914000504,2,2,25.84,2,1.0,511,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914020000,2,2,9.04,2,1.0,512,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914020201,2,2,5.64,2,1.0,513,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914020403,2,2,17.04,2,1.0,514,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914030002,2,2,10.64,2,1.0,515,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914040100,2,2,19.44,2,1.0,516,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914040401,2,2,6.2,2,1.0,517,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914050008,2,2,7.44,2,1.0,518,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914070100,2,2,20.84,2,1.0,519,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914080001,2,2,19.04,2,1.0,520,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914090006,2,2,151.04,2,1.0,521,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914100003,2,2,11.24,2,1.0,522,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914100004,2,2,29.64,2,1.0,523,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914110004,2,2,12.24,2,1.0,524,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914120204,2,2,29.24,2,1.0,525,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915000003,10,2,50.44,6,0.33,526,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915000100,12,2,94.78,8,0.25,527,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915000103,8,2,26.84,5,0.4,528,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915020001,2,2,15.16,2,1.0,529,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915020002,2,2,12.84,2,1.0,530,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915030000,2,2,119.04,2,1.0,531,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915030001,2,2,105.24,2,1.0,532,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915030202,2,2,21.96,2,1.0,533,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915030300,4,2,24.76,3,0.67,534,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915030303,2,2,27.16,2,1.0,535,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915030402,2,2,13.96,2,1.0,536,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,916020301,2,2,14.24,2,1.0,537,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,923010000,2,2,58.8,2,1.0,538,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,924030000,2,2,31.2,2,1.0,539,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930000000,2,2,8.24,2,1.0,540,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930000301,2,2,7.04,2,1.0,541,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930020102,2,2,21.04,2,1.0,542,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930040002,2,2,19.04,2,1.0,543,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930040206,2,2,45.04,2,1.0,544,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931000003,2,2,16.24,2,1.0,545,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931000200,2,2,9.04,2,1.0,546,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931000301,2,2,28.24,2,1.0,547,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931000503,2,2,7.04,2,1.0,548,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931020303,2,2,13.84,2,1.0,549,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931050304,2,2,9.04,2,1.0,550,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931060101,2,2,54.44,2,1.0,551,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931060107,2,2,23.04,2,1.0,552,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931060119,2,2,31.04,2,1.0,553,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931060302,2,2,13.04,2,1.0,554,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931070003,2,2,59.04,2,1.0,555,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931070100,2,2,11.04,2,1.0,556,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931080001,2,2,36.24,2,1.0,557,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931080004,2,2,15.04,2,1.0,558,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931080202,2,2,5.0,2,1.0,559,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931080205,2,2,10.24,2,1.0,560,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931080401,2,2,52.24,2,1.0,561,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,932010109,2,2,5.0,2,1.0,562,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,936000500,2,2,36.84,2,1.0,563,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910010002,2,2,5.0,2,1.0,564,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910020104,2,2,7.64,2,1.0,565,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910020105,2,2,6.24,2,1.0,566,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910020202,2,2,19.04,2,1.0,567,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910020208,2,2,24.24,2,1.0,568,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910020404,2,2,15.64,2,1.0,569,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910030007,2,2,9.24,2,1.0,570,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,911010002,2,2,35.24,2,1.0,571,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,911010500,2,2,39.24,2,1.0,572,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912000103,4,2,25.24,4,0.5,573,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912000104,2,2,5.4,2,1.0,574,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912000109,2,2,11.44,2,1.0,575,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912020100,2,2,9.84,2,1.0,576,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912020104,2,2,12.64,2,1.0,577,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912020107,2,2,21.24,2,1.0,578,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912020300,2,2,10.84,2,1.0,579,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912030006,2,2,12.04,2,1.0,580,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912030207,2,2,6.24,2,1.0,581,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912030602,2,2,27.24,2,1.0,582,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912040002,2,2,4.0,2,1.0,583,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912040003,2,2,10.44,2,1.0,584,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912040005,2,2,10.64,2,1.0,585,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912040008,2,2,10.44,2,1.0,586,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912040106,2,2,15.44,2,1.0,587,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912040107,2,2,46.24,2,1.0,588,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912040202,2,2,19.04,2,1.0,589,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912060003,2,2,62.4,2,1.0,590,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912060403,14,2,38.84,9,0.22,591,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912500201,2,2,12.24,2,1.0,592,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912500301,2,2,13.24,2,1.0,593,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,913020003,2,2,44.84,2,1.0,594,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,913020100,2,2,33.24,2,1.0,595,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,913030100,2,2,13.44,2,1.0,596,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,913050103,2,2,6.64,2,1.0,597,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000000,2,2,14.84,2,1.0,598,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000004,2,2,10.24,2,1.0,599,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000200,2,2,15.24,2,1.0,600,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000201,2,2,11.04,2,1.0,601,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000300,2,2,19.04,2,1.0,602,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914020401,2,2,6.24,2,1.0,603,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914020402,2,2,17.24,2,1.0,604,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914030000,2,2,7.64,2,1.0,605,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914040005,2,2,11.44,2,1.0,606,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914040100,2,2,19.44,2,1.0,607,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914040302,2,2,13.44,2,1.0,608,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914040401,2,2,7.64,2,1.0,609,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914060000,2,2,28.84,2,1.0,610,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914100002,2,2,15.64,2,1.0,611,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914120302,2,2,11.64,2,1.0,612,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915000101,4,2,94.84,4,0.5,613,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915020001,2,2,15.16,2,1.0,614,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915020002,4,2,12.24,4,0.5,615,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915020003,2,2,14.24,2,1.0,616,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915030100,2,2,10.68,2,1.0,617,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915030305,2,2,19.56,2,1.0,618,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,921000000,2,2,25.04,2,1.0,619,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,923000008,2,2,13.6,2,1.0,620,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,923000010,4,2,15.18,3,0.67,621,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930000202,2,2,19.04,2,1.0,622,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930020101,2,2,14.24,2,1.0,623,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930020700,2,2,33.04,2,1.0,624,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930040005,2,2,17.04,2,1.0,625,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930040006,2,2,7.04,2,1.0,626,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930040007,2,2,9.04,2,1.0,627,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930040104,2,2,39.04,2,1.0,628,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930040204,2,2,15.04,2,1.0,629,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930040206,2,2,45.04,2,1.0,630,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931010003,2,2,10.64,2,1.0,631,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931010103,2,2,13.04,2,1.0,632,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931030500,2,2,99.04,2,1.0,633,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931050100,2,2,29.04,2,1.0,634,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931050202,2,2,21.04,2,1.0,635,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931060121,2,2,7.04,2,1.0,636,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931060126,2,2,11.04,2,1.0,637,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931060301,2,2,12.24,2,1.0,638,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931060402,2,2,21.04,2,1.0,639,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931060403,2,2,10.24,2,1.0,640,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931060404,2,2,7.8,2,1.0,641,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931060505,2,2,53.84,2,1.0,642,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931070003,2,2,26.24,2,1.0,643,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931080104,2,2,19.04,2,1.0,644,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,932010300,2,2,3.8,2,1.0,645,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,933040501,2,2,4.0,2,1.0,646,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,936010000,2,2,13.04,2,1.0,647,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
,,266,0,0.0,1,0.0,648,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912000103,2,0,0.0,2,0.0,649,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060001,2,0,0.0,2,0.0,650,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060003,2,0,0.0,2,0.0,651,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060004,4,0,0.0,4,0.0,652,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060008,2,0,0.0,2,0.0,653,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060103,2,0,0.0,2,0.0,654,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060200,2,0,0.0,2,0.0,655,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060302,2,0,0.0,2,0.0,656,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060304,4,0,0.0,3,0.0,657,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060503,2,0,0.0,2,0.0,658,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915000003,6,0,0.0,5,0.0,659,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915000100,8,0,0.0,6,0.0,660,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915000101,6,0,0.0,5,0.0,661,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915000106,18,0,0.0,12,0.0,662,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915030202,2,0,0.0,2,0.0,663,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915030204,2,0,0.0,2,0.0,664,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915030301,2,0,0.0,2,0.0,665,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915030304,2,0,0.0,2,0.0,666,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915030305,2,0,0.0,2,0.0,667,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,922000004,2,0,0.0,2,0.0,668,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,922000200,2,0,0.0,2,0.0,669,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,923000004,2,0,0.0,2,0.0,670,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,924010200,4,0,0.0,4,0.0,671,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912000103,2,0,0.0,2,0.0,672,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912060005,2,0,0.0,2,0.0,673,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912060006,2,0,0.0,2,0.0,674,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912060008,6,0,0.0,4,0.0,675,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912060302,4,0,0.0,3,0.0,676,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912060304,2,0,0.0,2,0.0,677,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915000101,2,0,0.0,2,0.0,678,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915030304,4,0,0.0,3,0.0,679,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,920000202,2,0,0.0,2,0.0,680,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,922000004,2,0,0.0,2,0.0,681,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,924000005,2,0,0.0,2,0.0,682,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,924020000,12,0,0.0,8,0.0,683,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
