event_id,transport_id,flow_token,event_version,event_time,received_at,source_system,from_department,to_department,bed_request_id,role,actor_id,event_type,co_sign_status,privacy_scope,clinical_decision_allowed,conflict_type,late_event
TRN-0410-01,TRN-0410,FLOW-0410,1,2026-07-05T07:50:00+08:00,2026-07-05T07:51:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-171,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0410-02,TRN-0410,FLOW-0410,2,2026-07-05T07:54:00+08:00,2026-07-05T07:56:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-171,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0410-03,TRN-0410,FLOW-0410,3,2026-07-05T07:58:00+08:00,2026-07-05T08:00:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-171,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0410-04,TRN-0410,FLOW-0410,4,2026-07-05T08:02:00+08:00,2026-07-05T08:04:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-171,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0410-05,TRN-0410,FLOW-0410,5,2026-07-05T08:06:00+08:00,2026-07-05T08:08:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-171,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0410-06,TRN-0410,FLOW-0410,6,2026-07-05T07:55:00+08:00,2026-07-05T08:15:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-171,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,out_of_order,False
TRN-0411-01,TRN-0411,FLOW-0411,1,2026-07-05T07:57:00+08:00,2026-07-05T07:58:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-178,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0411-02,TRN-0411,FLOW-0411,2,2026-07-05T08:01:00+08:00,2026-07-05T08:03:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-178,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0411-03,TRN-0411,FLOW-0411,3,2026-07-05T08:05:00+08:00,2026-07-05T08:07:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-178,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0411-04,TRN-0411,FLOW-0411,4,2026-07-05T08:09:00+08:00,2026-07-05T08:11:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-178,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0411-05,TRN-0411,FLOW-0411,5,2026-07-05T08:13:00+08:00,2026-07-05T08:15:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-178,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0411-06,TRN-0411,FLOW-0411,6,2026-07-05T08:17:00+08:00,2026-07-05T08:19:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-178,coordination_lead,COORD-01,handoff_received,pending,operational_only,False,duplicate,False
TRN-0412-01,TRN-0412,FLOW-0412,1,2026-07-05T08:04:00+08:00,2026-07-05T08:05:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-005,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0412-02,TRN-0412,FLOW-0412,2,2026-07-05T08:08:00+08:00,2026-07-05T08:10:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-005,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0412-03,TRN-0412,FLOW-0412,3,2026-07-05T08:12:00+08:00,2026-07-05T08:14:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-005,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0412-04,TRN-0412,FLOW-0412,4,2026-07-05T08:16:00+08:00,2026-07-05T08:18:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-005,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0412-05,TRN-0412,FLOW-0412,5,2026-07-05T08:20:00+08:00,2026-07-05T08:22:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-005,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0412-06,TRN-0412,FLOW-0412,6,2026-07-05T08:24:00+08:00,2026-07-05T08:26:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-005,coordination_lead,COORD-01,correction_appended,missing,operational_only,False,missing,False
TRN-0413-01,TRN-0413,FLOW-0413,1,2026-07-05T08:11:00+08:00,2026-07-05T08:12:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-012,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0413-02,TRN-0413,FLOW-0413,2,2026-07-05T08:15:00+08:00,2026-07-05T08:17:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-012,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0413-03,TRN-0413,FLOW-0413,3,2026-07-05T08:19:00+08:00,2026-07-05T08:21:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-012,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0413-04,TRN-0413,FLOW-0413,4,2026-07-05T08:23:00+08:00,2026-07-05T08:25:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-012,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0413-05,TRN-0413,FLOW-0413,5,2026-07-05T08:27:00+08:00,2026-07-05T08:29:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-012,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0413-06,TRN-0413,FLOW-0413,6,2026-07-05T08:31:00+08:00,2026-07-05T08:33:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-012,coordination_lead,COORD-01,correction_appended,confirmed_and_cancelled,operational_only,False,mutually_exclusive,False
TRN-0414-01,TRN-0414,FLOW-0414,1,2026-07-05T08:18:00+08:00,2026-07-05T08:19:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-019,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0414-02,TRN-0414,FLOW-0414,2,2026-07-05T08:22:00+08:00,2026-07-05T08:24:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-019,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0414-03,TRN-0414,FLOW-0414,3,2026-07-05T08:26:00+08:00,2026-07-05T08:28:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-019,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0414-04,TRN-0414,FLOW-0414,4,2026-07-05T08:30:00+08:00,2026-07-05T08:32:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-019,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0414-05,TRN-0414,FLOW-0414,5,2026-07-05T08:34:00+08:00,2026-07-05T08:36:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-019,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0414-06,TRN-0414,FLOW-0414,6,2026-07-05T08:27:00+08:00,2026-07-05T09:06:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-019,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_reopen,True
TRN-0415-01,TRN-0415,FLOW-0415,1,2026-07-05T08:25:00+08:00,2026-07-05T08:26:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-026,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0415-02,TRN-0415,FLOW-0415,2,2026-07-05T08:29:00+08:00,2026-07-05T08:31:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-026,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0415-03,TRN-0415,FLOW-0415,3,2026-07-05T08:33:00+08:00,2026-07-05T08:35:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-026,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0415-04,TRN-0415,FLOW-0415,4,2026-07-05T08:37:00+08:00,2026-07-05T08:39:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-026,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0415-05,TRN-0415,FLOW-0415,5,2026-07-05T08:41:00+08:00,2026-07-05T08:43:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-026,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0415-06,TRN-0415,FLOW-0415,6,2026-07-05T08:45:00+08:00,2026-07-05T09:27:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-026,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_event,True
TRN-0416-01,TRN-0416,FLOW-0416,1,2026-07-05T08:32:00+08:00,2026-07-05T08:33:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-033,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0416-02,TRN-0416,FLOW-0416,2,2026-07-05T08:36:00+08:00,2026-07-05T08:38:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-033,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0416-03,TRN-0416,FLOW-0416,3,2026-07-05T08:40:00+08:00,2026-07-05T08:42:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-033,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0416-04,TRN-0416,FLOW-0416,4,2026-07-05T08:44:00+08:00,2026-07-05T08:46:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-033,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0416-05,TRN-0416,FLOW-0416,5,2026-07-05T08:48:00+08:00,2026-07-05T08:50:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-033,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0416-06,TRN-0416,FLOW-0416,6,2026-07-05T08:37:00+08:00,2026-07-05T08:57:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-033,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,out_of_order,False
TRN-0417-01,TRN-0417,FLOW-0417,1,2026-07-05T08:39:00+08:00,2026-07-05T08:40:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-040,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0417-02,TRN-0417,FLOW-0417,2,2026-07-05T08:43:00+08:00,2026-07-05T08:45:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-040,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0417-03,TRN-0417,FLOW-0417,3,2026-07-05T08:47:00+08:00,2026-07-05T08:49:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-040,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0417-04,TRN-0417,FLOW-0417,4,2026-07-05T08:51:00+08:00,2026-07-05T08:53:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-040,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0417-05,TRN-0417,FLOW-0417,5,2026-07-05T08:55:00+08:00,2026-07-05T08:57:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-040,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0417-06,TRN-0417,FLOW-0417,6,2026-07-05T08:59:00+08:00,2026-07-05T09:01:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-040,coordination_lead,COORD-01,handoff_received,pending,operational_only,False,duplicate,False
TRN-0418-01,TRN-0418,FLOW-0418,1,2026-07-05T08:46:00+08:00,2026-07-05T08:47:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-047,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0418-02,TRN-0418,FLOW-0418,2,2026-07-05T08:50:00+08:00,2026-07-05T08:52:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-047,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0418-03,TRN-0418,FLOW-0418,3,2026-07-05T08:54:00+08:00,2026-07-05T08:56:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-047,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0418-04,TRN-0418,FLOW-0418,4,2026-07-05T08:58:00+08:00,2026-07-05T09:00:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-047,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0418-05,TRN-0418,FLOW-0418,5,2026-07-05T09:02:00+08:00,2026-07-05T09:04:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-047,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0418-06,TRN-0418,FLOW-0418,6,2026-07-05T09:06:00+08:00,2026-07-05T09:08:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-047,coordination_lead,COORD-01,correction_appended,missing,operational_only,False,missing,False
TRN-0419-01,TRN-0419,FLOW-0419,1,2026-07-05T08:53:00+08:00,2026-07-05T08:54:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-054,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0419-02,TRN-0419,FLOW-0419,2,2026-07-05T08:57:00+08:00,2026-07-05T08:59:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-054,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0419-03,TRN-0419,FLOW-0419,3,2026-07-05T09:01:00+08:00,2026-07-05T09:03:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-054,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0419-04,TRN-0419,FLOW-0419,4,2026-07-05T09:05:00+08:00,2026-07-05T09:07:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-054,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0419-05,TRN-0419,FLOW-0419,5,2026-07-05T09:09:00+08:00,2026-07-05T09:11:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-054,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0419-06,TRN-0419,FLOW-0419,6,2026-07-05T09:13:00+08:00,2026-07-05T09:15:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-054,coordination_lead,COORD-01,correction_appended,confirmed_and_cancelled,operational_only,False,mutually_exclusive,False
TRN-0420-01,TRN-0420,FLOW-0420,1,2026-07-05T09:00:00+08:00,2026-07-05T09:01:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-061,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0420-02,TRN-0420,FLOW-0420,2,2026-07-05T09:04:00+08:00,2026-07-05T09:06:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-061,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0420-03,TRN-0420,FLOW-0420,3,2026-07-05T09:08:00+08:00,2026-07-05T09:10:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-061,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0420-04,TRN-0420,FLOW-0420,4,2026-07-05T09:12:00+08:00,2026-07-05T09:14:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-061,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0420-05,TRN-0420,FLOW-0420,5,2026-07-05T09:16:00+08:00,2026-07-05T09:18:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-061,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0420-06,TRN-0420,FLOW-0420,6,2026-07-05T09:09:00+08:00,2026-07-05T09:48:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-061,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_reopen,True
TRN-0421-01,TRN-0421,FLOW-0421,1,2026-07-05T09:07:00+08:00,2026-07-05T09:08:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-068,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0421-02,TRN-0421,FLOW-0421,2,2026-07-05T09:11:00+08:00,2026-07-05T09:13:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-068,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0421-03,TRN-0421,FLOW-0421,3,2026-07-05T09:15:00+08:00,2026-07-05T09:17:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-068,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0421-04,TRN-0421,FLOW-0421,4,2026-07-05T09:19:00+08:00,2026-07-05T09:21:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-068,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0421-05,TRN-0421,FLOW-0421,5,2026-07-05T09:23:00+08:00,2026-07-05T09:25:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-068,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0421-06,TRN-0421,FLOW-0421,6,2026-07-05T09:27:00+08:00,2026-07-05T10:09:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-068,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_event,True
TRN-0422-01,TRN-0422,FLOW-0422,1,2026-07-05T09:14:00+08:00,2026-07-05T09:15:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-075,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0422-02,TRN-0422,FLOW-0422,2,2026-07-05T09:18:00+08:00,2026-07-05T09:20:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-075,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0422-03,TRN-0422,FLOW-0422,3,2026-07-05T09:22:00+08:00,2026-07-05T09:24:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-075,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0422-04,TRN-0422,FLOW-0422,4,2026-07-05T09:26:00+08:00,2026-07-05T09:28:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-075,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0422-05,TRN-0422,FLOW-0422,5,2026-07-05T09:30:00+08:00,2026-07-05T09:32:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-075,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0422-06,TRN-0422,FLOW-0422,6,2026-07-05T09:19:00+08:00,2026-07-05T09:39:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-075,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,out_of_order,False
TRN-0423-01,TRN-0423,FLOW-0423,1,2026-07-05T09:21:00+08:00,2026-07-05T09:22:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-082,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0423-02,TRN-0423,FLOW-0423,2,2026-07-05T09:25:00+08:00,2026-07-05T09:27:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-082,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0423-03,TRN-0423,FLOW-0423,3,2026-07-05T09:29:00+08:00,2026-07-05T09:31:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-082,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0423-04,TRN-0423,FLOW-0423,4,2026-07-05T09:33:00+08:00,2026-07-05T09:35:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-082,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0423-05,TRN-0423,FLOW-0423,5,2026-07-05T09:37:00+08:00,2026-07-05T09:39:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-082,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0423-06,TRN-0423,FLOW-0423,6,2026-07-05T09:41:00+08:00,2026-07-05T09:43:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-082,coordination_lead,COORD-01,handoff_received,pending,operational_only,False,duplicate,False
TRN-0424-01,TRN-0424,FLOW-0424,1,2026-07-05T09:28:00+08:00,2026-07-05T09:29:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-089,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0424-02,TRN-0424,FLOW-0424,2,2026-07-05T09:32:00+08:00,2026-07-05T09:34:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-089,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0424-03,TRN-0424,FLOW-0424,3,2026-07-05T09:36:00+08:00,2026-07-05T09:38:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-089,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0424-04,TRN-0424,FLOW-0424,4,2026-07-05T09:40:00+08:00,2026-07-05T09:42:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-089,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0424-05,TRN-0424,FLOW-0424,5,2026-07-05T09:44:00+08:00,2026-07-05T09:46:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-089,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0424-06,TRN-0424,FLOW-0424,6,2026-07-05T09:48:00+08:00,2026-07-05T09:50:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-089,coordination_lead,COORD-01,correction_appended,missing,operational_only,False,missing,False
TRN-0425-01,TRN-0425,FLOW-0425,1,2026-07-05T09:35:00+08:00,2026-07-05T09:36:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-096,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0425-02,TRN-0425,FLOW-0425,2,2026-07-05T09:39:00+08:00,2026-07-05T09:41:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-096,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0425-03,TRN-0425,FLOW-0425,3,2026-07-05T09:43:00+08:00,2026-07-05T09:45:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-096,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0425-04,TRN-0425,FLOW-0425,4,2026-07-05T09:47:00+08:00,2026-07-05T09:49:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-096,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0425-05,TRN-0425,FLOW-0425,5,2026-07-05T09:51:00+08:00,2026-07-05T09:53:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-096,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0425-06,TRN-0425,FLOW-0425,6,2026-07-05T09:55:00+08:00,2026-07-05T09:57:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-096,coordination_lead,COORD-01,correction_appended,confirmed_and_cancelled,operational_only,False,mutually_exclusive,False
TRN-0426-01,TRN-0426,FLOW-0426,1,2026-07-05T09:42:00+08:00,2026-07-05T09:43:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-103,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0426-02,TRN-0426,FLOW-0426,2,2026-07-05T09:46:00+08:00,2026-07-05T09:48:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-103,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0426-03,TRN-0426,FLOW-0426,3,2026-07-05T09:50:00+08:00,2026-07-05T09:52:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-103,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0426-04,TRN-0426,FLOW-0426,4,2026-07-05T09:54:00+08:00,2026-07-05T09:56:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-103,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0426-05,TRN-0426,FLOW-0426,5,2026-07-05T09:58:00+08:00,2026-07-05T10:00:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-103,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0426-06,TRN-0426,FLOW-0426,6,2026-07-05T09:51:00+08:00,2026-07-05T10:30:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-103,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_reopen,True
TRN-0427-01,TRN-0427,FLOW-0427,1,2026-07-05T09:49:00+08:00,2026-07-05T09:50:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-110,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0427-02,TRN-0427,FLOW-0427,2,2026-07-05T09:53:00+08:00,2026-07-05T09:55:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-110,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0427-03,TRN-0427,FLOW-0427,3,2026-07-05T09:57:00+08:00,2026-07-05T09:59:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-110,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0427-04,TRN-0427,FLOW-0427,4,2026-07-05T10:01:00+08:00,2026-07-05T10:03:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-110,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0427-05,TRN-0427,FLOW-0427,5,2026-07-05T10:05:00+08:00,2026-07-05T10:07:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-110,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0427-06,TRN-0427,FLOW-0427,6,2026-07-05T10:09:00+08:00,2026-07-05T10:51:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-110,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_event,True
TRN-0428-01,TRN-0428,FLOW-0428,1,2026-07-05T09:56:00+08:00,2026-07-05T09:57:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-117,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0428-02,TRN-0428,FLOW-0428,2,2026-07-05T10:00:00+08:00,2026-07-05T10:02:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-117,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
