unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,borough
60470047,2025-09-24,2025-12-08,HPD,Illegal Parking,Pothole,Closed,MANHATTAN
65947571,2025-09-19,2025-12-09,DSNY,Heat/Hot Water,Loud Music,Closed,QUEENS
68526739,2025-10-14,2025-12-04,DSNY,Illegal Parking,Pothole,Closed,STATEN ISLAND
60285215,2025-10-09,2025-12-29,DEP,Illegal Parking,Blocked Driveway,Closed,QUEENS
62850357,2025-11-05,2025-12-19,NYPD,Water System,Blocked Driveway,Closed,BRONX
67295063,2025-09-30,2025-12-29,DOT,Street Condition,Loud Music,Closed,QUEENS
61321122,2025-11-15,,HPD,Street Condition,Blocked Driveway,Open,QUEENS
66409613,2025-11-28,,HPD,Illegal Parking,Leak,Open,BRONX
68857493,2025-10-13,2025-11-08,DSNY,Heat/Hot Water,Loud Music,Closed,BRONX
68898657,2025-10-23,2025-11-13,DOT,Noise,Leak,Closed,QUEENS
60435316,2025-11-13,2025-11-23,HPD,Water System,Leak,Closed,QUEENS
67276366,2025-11-29,,HPD,Water System,Loud Music,Open,MANHATTAN
62188461,2025-12-30,2025-12-18,DOT,Heat/Hot Water,Loud Music,Closed,BROOKLYN
67622981,2025-11-13,2025-11-05,DOT,Street Condition,Pothole,Closed,BRONX
67599374,2025-09-23,,DOT,Water System,Loud Music,Open,MANHATTAN
65581549,2025-11-23,2025-12-19,DSNY,Street Condition,Blocked Driveway,Closed,STATEN ISLAND
64746114,2025-11-15,2025-11-06,DSNY,Illegal Parking,No Heat,Closed,BROOKLYN
65597446,2025-12-09,2025-12-26,DEP,Heat/Hot Water,Blocked Driveway,Closed,BROOKLYN
69442264,2025-11-27,2025-11-08,DEP,Heat/Hot Water,Pothole,Closed,BROOKLYN
68067751,2025-10-27,2025-11-06,DEP,Heat/Hot Water,Loud Music,Closed,BRONX
61000852,2025-10-16,2025-11-04,DOT,Noise,Blocked Driveway,Closed,BRONX
62487362,2025-10-11,,DSNY,Heat/Hot Water,No Heat,Open,MANHATTAN
63600072,2025-12-17,,DOT,Street Condition,Leak,Open,BROOKLYN
63970874,2025-09-14,2025-11-21,DEP,Heat/Hot Water,Blocked Driveway,Closed,STATEN ISLAND
62690159,2025-11-01,2025-11-16,DEP,Street Condition,Loud Music,Closed,MANHATTAN
65452495,2025-12-25,2025-12-23,DOT,Water System,No Heat,Closed,BRONX
62784697,2025-11-20,,DOT,Heat/Hot Water,Loud Music,Open,BROOKLYN
67998165,2025-09-18,2025-11-16,DSNY,Street Condition,No Heat,Closed,QUEENS
65406267,2025-12-25,,DEP,Noise,Blocked Driveway,Open,BRONX
62350107,2025-09-24,2025-11-28,HPD,Noise,Pothole,Closed,BRONX
61342427,2025-11-05,2025-12-12,DSNY,Heat/Hot Water,No Heat,Closed,STATEN ISLAND
61894354,2025-12-11,,DSNY,Heat/Hot Water,Leak,Open,BRONX
66830714,2025-11-14,,DEP,Street Condition,Loud Music,Open,MANHATTAN
63737214,2025-11-13,2025-12-09,DEP,Heat/Hot Water,No Heat,Closed,BRONX
61854902,2025-10-20,,DEP,Illegal Parking,No Heat,Open,MANHATTAN
60739153,2025-11-15,2025-11-20,NYPD,Water System,No Heat,Closed,STATEN ISLAND
61219310,2025-10-24,2025-11-18,DEP,Noise,Leak,Closed,BROOKLYN
69562592,2025-09-10,,DOT,Illegal Parking,Leak,Open,BRONX
64920415,2025-10-12,2025-12-10,DEP,Illegal Parking,Blocked Driveway,Closed,QUEENS
63740424,2025-11-08,,DOT,Street Condition,Pothole,Open,STATEN ISLAND
63373924,2025-10-26,2025-11-14,DSNY,Noise,Blocked Driveway,Closed,QUEENS
62319275,2025-09-16,2025-12-02,DSNY,Illegal Parking,Leak,Closed,BROOKLYN
67517674,2025-10-20,,HPD,Noise,Blocked Driveway,Open,BROOKLYN
65022608,2025-10-02,2025-11-14,NYPD,Street Condition,Leak,Closed,BROOKLYN
64002171,2025-12-13,2025-11-07,DOT,Heat/Hot Water,Blocked Driveway,Closed,STATEN ISLAND
60329210,2025-10-01,2025-12-11,DEP,Noise,Pothole,Closed,BROOKLYN
68623319,2025-09-07,2025-12-25,DOT,Noise,Pothole,Closed,QUEENS
63424178,2025-10-15,2025-12-09,DEP,Water System,Pothole,Closed,QUEENS
66115773,2025-10-02,2025-12-24,DEP,Water System,Leak,Closed,QUEENS
67323005,2025-10-26,2025-12-05,NYPD,Illegal Parking,Pothole,Closed,STATEN ISLAND
61264022,2025-09-27,,DSNY,Noise,Pothole,Open,MANHATTAN
69209700,2025-12-26,2025-12-05,HPD,Water System,Pothole,Closed,MANHATTAN
62271007,2025-11-27,2025-11-17,NYPD,Noise,Loud Music,Closed,QUEENS
63078091,2025-11-06,,DSNY,Illegal Parking,Pothole,Open,MANHATTAN
64122452,2025-11-05,2025-11-08,HPD,Heat/Hot Water,Blocked Driveway,Closed,BRONX
60263787,2025-12-12,,DOT,Street Condition,Blocked Driveway,Open,STATEN ISLAND
63117959,2025-10-18,2025-12-17,NYPD,Illegal Parking,Blocked Driveway,Closed,QUEENS
67060755,2025-12-11,2025-11-19,DSNY,Illegal Parking,No Heat,Closed,STATEN ISLAND
64641081,2025-10-10,2025-12-01,HPD,Illegal Parking,No Heat,Closed,MANHATTAN
62384620,2025-11-30,2025-11-03,NYPD,Heat/Hot Water,No Heat,Closed,MANHATTAN
61666013,2025-09-19,2025-12-31,HPD,Illegal Parking,Leak,Closed,QUEENS
62808669,2025-09-27,,DEP,Heat/Hot Water,No Heat,Open,BROOKLYN
61492214,2025-09-30,2025-11-10,DOT,Illegal Parking,Pothole,Closed,MANHATTAN
65568374,2025-09-06,2025-11-09,DEP,Heat/Hot Water,Loud Music,Closed,BROOKLYN
62579660,2025-12-09,2025-11-04,DOT,Water System,Loud Music,Closed,QUEENS
61240868,2025-09-15,,DEP,Illegal Parking,No Heat,Open,BROOKLYN
69514574,2026-01-01,,DOT,Noise,Blocked Driveway,Open,QUEENS
61150629,2025-11-11,2025-11-07,HPD,Water System,Loud Music,Closed,MANHATTAN
68268988,2025-12-23,,DEP,Water System,Leak,Open,STATEN ISLAND
64107740,2025-12-07,2025-11-08,NYPD,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
63207462,2025-09-15,,DSNY,Heat/Hot Water,Leak,Open,BROOKLYN
69809949,2025-10-25,2025-12-30,HPD,Street Condition,Blocked Driveway,Closed,MANHATTAN
65640609,2025-10-11,2025-12-05,DSNY,Street Condition,Blocked Driveway,Closed,BRONX
64181374,2025-12-02,2025-12-28,DEP,Heat/Hot Water,Pothole,Closed,BRONX
64626629,2025-11-16,2025-12-10,DEP,Street Condition,Leak,Closed,BRONX
68809214,2026-01-01,2025-12-23,DSNY,Street Condition,Leak,Closed,BRONX
64425512,2025-11-06,,DOT,Noise,Loud Music,Open,STATEN ISLAND
64637287,2025-10-25,,DSNY,Illegal Parking,Loud Music,Open,MANHATTAN
67101198,2025-12-07,2025-11-23,DOT,Illegal Parking,Pothole,Closed,BROOKLYN
62405392,2025-12-22,2025-12-04,DEP,Illegal Parking,Loud Music,Closed,BROOKLYN
60434193,2025-10-25,2025-12-24,DEP,Water System,Loud Music,Closed,BROOKLYN
62607690,2025-09-11,2025-12-25,DEP,Illegal Parking,Loud Music,Closed,QUEENS
65146741,2025-12-12,2025-11-19,DOT,Street Condition,Leak,Closed,BROOKLYN
66205188,2025-09-22,,NYPD,Noise,Blocked Driveway,Open,QUEENS
61140456,2025-10-18,,DEP,Street Condition,Leak,Open,BROOKLYN
60934985,2025-09-20,,DOT,Heat/Hot Water,Leak,Open,QUEENS
62735045,2025-11-13,2025-12-31,HPD,Water System,No Heat,Closed,BROOKLYN
69830421,2025-10-30,,DSNY,Noise,Loud Music,Open,STATEN ISLAND
67807603,2025-11-13,2025-12-03,DSNY,Water System,Loud Music,Closed,QUEENS
64022260,2025-12-12,2025-12-10,DEP,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
69675045,2025-10-05,2025-12-19,NYPD,Street Condition,Pothole,Closed,MANHATTAN
62117389,2025-11-03,2025-12-13,DOT,Street Condition,No Heat,Closed,BROOKLYN
62513344,2025-11-12,2025-12-21,DOT,Illegal Parking,No Heat,Closed,BROOKLYN
60060108,2025-10-15,2025-11-27,DOT,Noise,Blocked Driveway,Closed,MANHATTAN
69483664,2025-09-06,2025-12-10,HPD,Street Condition,Loud Music,Closed,BRONX
60604106,2025-09-21,2025-11-09,NYPD,Water System,Blocked Driveway,Closed,MANHATTAN
63455390,2025-12-23,,DSNY,Noise,Blocked Driveway,Open,BRONX
62172624,2025-10-14,2025-11-22,DOT,Street Condition,Pothole,Closed,BRONX
60673478,2025-10-19,2025-12-19,NYPD,Water System,Blocked Driveway,Closed,QUEENS
64154719,2025-10-20,2025-11-23,DEP,Water System,No Heat,Closed,STATEN ISLAND
60420045,2025-12-25,,DEP,Noise,Loud Music,Open,QUEENS
67423543,2025-09-18,2025-11-23,HPD,Illegal Parking,Leak,Closed,MANHATTAN
68807041,2025-09-13,2025-12-04,DEP,Street Condition,No Heat,Closed,QUEENS
61396094,2025-09-27,2025-11-20,NYPD,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
68030186,2025-11-04,,DOT,Water System,No Heat,Open,QUEENS
61766962,2025-11-07,2025-11-14,DEP,Water System,Pothole,Closed,MANHATTAN
66518139,2025-11-24,2025-12-30,HPD,Street Condition,Blocked Driveway,Closed,STATEN ISLAND
63843074,2025-10-20,2025-12-29,DOT,Heat/Hot Water,Leak,Closed,STATEN ISLAND
61469857,2025-10-11,2025-12-18,DEP,Noise,Blocked Driveway,Closed,QUEENS
61111361,2025-12-17,2025-11-11,NYPD,Illegal Parking,Pothole,Closed,STATEN ISLAND
69071434,2025-09-17,2025-12-19,HPD,Heat/Hot Water,Pothole,Closed,BROOKLYN
67180147,2025-09-14,2025-12-06,HPD,Water System,Leak,Closed,STATEN ISLAND
67842738,2025-09-04,,DEP,Water System,No Heat,Open,BRONX
61439042,2025-11-06,2025-11-04,DEP,Heat/Hot Water,No Heat,Closed,BRONX
60466436,2025-10-29,,DEP,Water System,Loud Music,Open,BROOKLYN
63453746,2025-11-19,,DEP,Street Condition,Leak,Open,BROOKLYN
67192026,2025-12-10,2025-11-25,DEP,Noise,Blocked Driveway,Closed,STATEN ISLAND
64625853,2025-09-05,2025-12-31,DSNY,Water System,Pothole,Closed,BRONX
69494647,2025-11-06,2025-11-20,DOT,Illegal Parking,Leak,Closed,STATEN ISLAND
68488510,2025-12-10,2025-11-20,HPD,Illegal Parking,Blocked Driveway,Closed,QUEENS
68581555,2025-10-18,,NYPD,Water System,Loud Music,Open,QUEENS
65591583,2025-11-22,2025-11-13,NYPD,Noise,Pothole,Closed,BRONX
64064492,2025-09-21,2025-11-18,DEP,Street Condition,Blocked Driveway,Closed,BRONX
63857622,2025-11-30,2025-11-04,DOT,Noise,No Heat,Closed,MANHATTAN
63949105,2025-10-20,2025-12-03,DSNY,Heat/Hot Water,No Heat,Closed,BROOKLYN
66721378,2025-10-11,,DOT,Illegal Parking,No Heat,Open,BRONX
63559372,2025-12-19,2026-01-01,DOT,Water System,Loud Music,Closed,BRONX
66449608,2025-09-23,2025-11-04,NYPD,Water System,No Heat,Closed,BRONX
67556532,2025-12-29,,DSNY,Water System,Pothole,Open,QUEENS
62739221,2025-10-11,,DEP,Street Condition,Pothole,Open,QUEENS
64761072,2025-12-04,2025-11-30,DEP,Illegal Parking,Leak,Closed,BROOKLYN
61297099,2025-09-19,2026-01-01,DEP,Street Condition,Pothole,Closed,MANHATTAN
62035052,2025-09-08,2025-12-12,DOT,Noise,Blocked Driveway,Closed,STATEN ISLAND
67585687,2025-12-09,2025-11-16,DSNY,Noise,Blocked Driveway,Closed,BROOKLYN
65406166,2025-11-19,2025-12-09,NYPD,Heat/Hot Water,No Heat,Closed,BRONX
65975402,2025-12-29,2025-11-15,DOT,Street Condition,Leak,Closed,BRONX
68214009,2025-11-10,2025-12-31,DSNY,Noise,Blocked Driveway,Closed,BRONX
68107336,2025-10-24,2025-12-24,DSNY,Noise,Blocked Driveway,Closed,QUEENS
60313021,2025-10-19,2025-11-09,DSNY,Noise,Blocked Driveway,Closed,STATEN ISLAND
67077891,2025-10-25,2025-12-10,NYPD,Street Condition,Loud Music,Closed,STATEN ISLAND
62729861,2025-12-27,2025-11-09,DOT,Noise,No Heat,Closed,BRONX
61149350,2025-10-19,2025-12-12,DEP,Noise,Pothole,Closed,STATEN ISLAND
66221240,2025-10-18,,HPD,Illegal Parking,Blocked Driveway,Open,STATEN ISLAND
69400128,2025-12-06,,DSNY,Water System,Loud Music,Open,BROOKLYN
62838751,2025-12-14,2025-11-08,NYPD,Street Condition,Pothole,Closed,QUEENS
60040675,2025-12-27,,HPD,Water System,Blocked Driveway,Open,STATEN ISLAND
68336546,2025-11-05,2025-12-02,DOT,Heat/Hot Water,Pothole,Closed,BROOKLYN
69621381,2025-10-21,2025-12-27,HPD,Water System,Leak,Closed,MANHATTAN
68999176,2025-12-07,,NYPD,Water System,Pothole,Open,MANHATTAN
69790953,2025-11-18,2025-12-30,NYPD,Street Condition,Pothole,Closed,STATEN ISLAND
62378914,2025-09-25,2025-11-29,DEP,Street Condition,Loud Music,Closed,MANHATTAN
69704274,2025-11-12,2026-01-01,DOT,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
69827502,2025-09-05,,HPD,Heat/Hot Water,Blocked Driveway,Open,BRONX
64631539,2025-10-10,,DSNY,Water System,Pothole,Open,QUEENS
64171159,2025-09-16,,HPD,Street Condition,Loud Music,Open,QUEENS
65841240,2026-01-01,2025-11-19,DSNY,Illegal Parking,No Heat,Closed,QUEENS
68515594,2025-11-30,,NYPD,Illegal Parking,Blocked Driveway,Open,BROOKLYN
65430918,2025-10-30,,DEP,Heat/Hot Water,Pothole,Open,MANHATTAN
66217806,2025-09-16,2025-12-04,NYPD,Street Condition,No Heat,Closed,MANHATTAN
67856049,2025-12-03,2025-11-03,DSNY,Water System,No Heat,Closed,MANHATTAN
67588588,2025-10-26,2025-12-01,DEP,Heat/Hot Water,Blocked Driveway,Closed,STATEN ISLAND
60400642,2025-12-11,2025-12-30,HPD,Street Condition,Loud Music,Closed,MANHATTAN
60487747,2025-12-01,2025-11-17,DOT,Water System,No Heat,Closed,BRONX
62332513,2025-12-31,2025-11-19,DEP,Noise,Loud Music,Closed,BROOKLYN
67299523,2025-09-17,2025-12-15,DOT,Noise,Pothole,Closed,MANHATTAN
66121693,2025-10-19,2025-11-28,DOT,Street Condition,Blocked Driveway,Closed,BROOKLYN
63439458,2025-11-09,2025-12-30,NYPD,Street Condition,Leak,Closed,STATEN ISLAND
64964041,2025-10-09,2025-11-13,NYPD,Water System,Pothole,Closed,BRONX
65128520,2025-12-15,,HPD,Illegal Parking,Blocked Driveway,Open,QUEENS
63621433,2025-09-03,2025-12-05,NYPD,Noise,Pothole,Closed,STATEN ISLAND
62596326,2025-10-14,2025-12-27,NYPD,Heat/Hot Water,Pothole,Closed,BRONX
66688515,2025-09-16,2025-11-28,DSNY,Illegal Parking,Pothole,Closed,BROOKLYN
60618142,2025-10-16,2025-11-20,DOT,Illegal Parking,Leak,Closed,QUEENS
61514629,2025-09-19,2025-11-05,DSNY,Heat/Hot Water,No Heat,Closed,BROOKLYN
62916821,2025-09-22,,DSNY,Water System,Leak,Open,BRONX
69900510,2025-09-25,2025-11-18,DEP,Illegal Parking,Leak,Closed,BROOKLYN
61722816,2025-10-25,2025-11-22,DOT,Noise,Blocked Driveway,Closed,STATEN ISLAND
64485612,2025-10-12,2025-11-06,NYPD,Illegal Parking,Loud Music,Closed,STATEN ISLAND
68279998,2025-11-03,,DOT,Illegal Parking,Blocked Driveway,Open,BROOKLYN
62606388,2025-10-30,2025-12-04,DSNY,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
69233238,2025-11-18,,NYPD,Noise,No Heat,Open,STATEN ISLAND
65336224,2025-10-03,2025-12-02,DEP,Heat/Hot Water,Leak,Closed,QUEENS
66783896,2025-11-02,,DEP,Street Condition,No Heat,Open,STATEN ISLAND
63916103,2025-09-25,2025-12-21,DSNY,Heat/Hot Water,Pothole,Closed,QUEENS
68754651,2025-10-18,2025-12-22,DEP,Noise,No Heat,Closed,BRONX
60154439,2025-09-30,2025-11-12,DEP,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
61015468,2025-11-21,2025-12-22,DOT,Water System,Blocked Driveway,Closed,BROOKLYN
60232764,2025-12-02,2025-12-23,DSNY,Heat/Hot Water,Leak,Closed,BRONX
69298711,2025-09-24,2025-12-10,DOT,Street Condition,Pothole,Closed,QUEENS
60809302,2025-09-16,2025-12-07,DEP,Heat/Hot Water,Loud Music,Closed,BROOKLYN
64394538,2025-10-01,2025-11-26,NYPD,Water System,No Heat,Closed,BROOKLYN
69704265,2025-11-14,2025-12-27,DOT,Illegal Parking,Blocked Driveway,Closed,QUEENS
60716309,2025-09-19,,DSNY,Water System,No Heat,Open,STATEN ISLAND
69457454,2025-10-22,2025-12-02,DOT,Noise,Pothole,Closed,BROOKLYN
61805748,2025-11-14,2025-12-28,HPD,Street Condition,Pothole,Closed,BROOKLYN
68157809,2025-09-05,,NYPD,Illegal Parking,Loud Music,Open,QUEENS
68382751,2025-10-23,2025-11-19,NYPD,Street Condition,Pothole,Closed,QUEENS
63689670,2025-12-12,2025-11-10,DSNY,Water System,No Heat,Closed,STATEN ISLAND
66874740,2025-10-13,2025-12-16,DEP,Water System,Loud Music,Closed,MANHATTAN
66454797,2025-09-12,2025-12-02,NYPD,Street Condition,No Heat,Closed,BRONX
61170736,2025-09-21,,DEP,Illegal Parking,No Heat,Open,BROOKLYN
65007606,2025-12-21,2025-11-04,DOT,Illegal Parking,No Heat,Closed,BROOKLYN
62544665,2025-12-29,2025-11-28,HPD,Heat/Hot Water,No Heat,Closed,BRONX
61263462,2025-10-17,,NYPD,Street Condition,Pothole,Open,BRONX
65887206,2025-12-13,,DOT,Water System,No Heat,Open,BROOKLYN
64205555,2025-11-24,2025-12-11,HPD,Heat/Hot Water,Pothole,Closed,MANHATTAN
61044118,2025-12-12,2025-12-21,HPD,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
69662671,2025-11-29,,DEP,Street Condition,Blocked Driveway,Open,BROOKLYN
64747402,2025-11-17,2025-11-20,DOT,Noise,Loud Music,Closed,STATEN ISLAND
66710209,2025-11-18,2025-12-24,NYPD,Water System,No Heat,Closed,QUEENS
69390091,2025-11-29,2025-11-20,HPD,Water System,Leak,Closed,MANHATTAN
61198909,2025-10-20,2025-11-19,NYPD,Illegal Parking,Pothole,Closed,QUEENS
62005854,2025-12-31,2025-12-29,DOT,Illegal Parking,No Heat,Closed,BRONX
62575151,2025-12-31,,DEP,Water System,No Heat,Open,BROOKLYN
60627426,2025-09-24,2025-11-07,HPD,Illegal Parking,Loud Music,Closed,STATEN ISLAND
60136123,2025-09-28,2025-11-14,HPD,Illegal Parking,No Heat,Closed,BROOKLYN
64120049,2025-11-26,2025-12-13,DOT,Illegal Parking,No Heat,Closed,BRONX
63390127,2025-12-29,2025-11-19,DOT,Noise,Pothole,Closed,STATEN ISLAND
64088591,2025-10-15,2025-12-31,DSNY,Street Condition,Loud Music,Closed,STATEN ISLAND
60056305,2025-12-28,2025-11-10,DOT,Heat/Hot Water,Loud Music,Closed,STATEN ISLAND
66075182,2025-12-21,2025-12-02,NYPD,Street Condition,Pothole,Closed,QUEENS
66863536,2025-12-29,2025-12-16,DOT,Water System,No Heat,Closed,STATEN ISLAND
63563366,2026-01-01,2025-11-05,DEP,Water System,Leak,Closed,STATEN ISLAND
63071778,2025-09-03,,NYPD,Water System,Loud Music,Open,BROOKLYN
60373907,2025-09-05,,HPD,Street Condition,No Heat,Open,BRONX
61953493,2025-11-06,2025-12-07,DEP,Illegal Parking,No Heat,Closed,QUEENS
67740942,2025-10-12,2025-11-24,DSNY,Water System,Leak,Closed,BRONX
67155677,2025-11-29,2026-01-01,DSNY,Street Condition,Pothole,Closed,QUEENS
60681237,2025-11-16,2025-11-03,HPD,Street Condition,Blocked Driveway,Closed,BROOKLYN
60836260,2025-10-21,2025-11-08,DOT,Water System,Pothole,Closed,QUEENS
69257832,2025-11-11,2025-11-06,NYPD,Water System,Leak,Closed,STATEN ISLAND
68468646,2025-09-05,,DEP,Illegal Parking,Loud Music,Open,MANHATTAN
64053114,2025-11-24,2025-12-05,NYPD,Water System,Leak,Closed,BROOKLYN
64854854,2025-10-18,2025-12-26,DSNY,Heat/Hot Water,No Heat,Closed,MANHATTAN
64202821,2025-11-20,2025-12-22,DSNY,Heat/Hot Water,Loud Music,Closed,BROOKLYN
60553703,2025-09-16,2025-11-17,DOT,Street Condition,Loud Music,Closed,MANHATTAN
62163372,2025-12-04,,NYPD,Street Condition,Pothole,Open,BRONX
65813965,2025-12-23,,DOT,Water System,No Heat,Open,BRONX
62802011,2025-11-25,2025-12-16,HPD,Street Condition,No Heat,Closed,QUEENS
60673881,2025-09-14,2025-12-23,NYPD,Heat/Hot Water,Blocked Driveway,Closed,BRONX
67865321,2025-10-10,2025-12-12,DSNY,Street Condition,Pothole,Closed,BRONX
69117184,2025-12-22,2025-11-10,DSNY,Water System,Loud Music,Closed,QUEENS
63829717,2025-12-12,2025-12-18,DEP,Heat/Hot Water,Blocked Driveway,Closed,BRONX
67050739,2025-10-20,,HPD,Heat/Hot Water,Loud Music,Open,BRONX
62269864,2025-09-04,2025-11-04,DSNY,Heat/Hot Water,Pothole,Closed,BRONX
68162790,2025-10-29,,DEP,Water System,Leak,Open,BRONX
60260402,2025-09-27,2025-12-04,NYPD,Noise,No Heat,Closed,BROOKLYN
64651488,2025-11-29,2025-12-06,DSNY,Water System,No Heat,Closed,BROOKLYN
65485871,2025-10-09,2025-12-18,NYPD,Noise,Leak,Closed,STATEN ISLAND
66213004,2025-11-10,2025-12-04,HPD,Water System,Pothole,Closed,BROOKLYN
66240169,2025-12-02,,DSNY,Heat/Hot Water,Pothole,Open,QUEENS
60911714,2025-11-25,,DSNY,Noise,Loud Music,Open,BROOKLYN
64351977,2025-12-02,,DOT,Illegal Parking,Pothole,Open,BRONX
64706056,2025-10-19,2025-12-05,HPD,Water System,Pothole,Closed,BROOKLYN
61495116,2025-10-30,,DEP,Heat/Hot Water,Pothole,Open,BRONX
69548650,2025-12-16,,NYPD,Heat/Hot Water,Pothole,Open,MANHATTAN
68351876,2025-10-19,,DEP,Heat/Hot Water,Blocked Driveway,Open,QUEENS
68443526,2025-12-28,2025-11-20,DSNY,Street Condition,No Heat,Closed,QUEENS
60733758,2025-12-25,,DOT,Water System,Blocked Driveway,Open,MANHATTAN
67822631,2025-09-20,2025-12-16,DEP,Water System,Pothole,Closed,QUEENS
65204884,2025-11-25,2025-11-28,NYPD,Water System,Loud Music,Closed,QUEENS
68528441,2025-12-16,2025-12-12,DEP,Water System,Loud Music,Closed,BRONX
65209666,2025-12-15,2025-12-04,DOT,Illegal Parking,Pothole,Closed,STATEN ISLAND
67455421,2025-10-22,2025-11-08,HPD,Noise,Loud Music,Closed,BROOKLYN
60214597,2025-11-18,,DEP,Heat/Hot Water,Blocked Driveway,Open,MANHATTAN
67982606,2025-12-12,2025-12-13,DEP,Illegal Parking,Leak,Closed,QUEENS
66834407,2025-12-25,2025-11-11,DSNY,Noise,Blocked Driveway,Closed,MANHATTAN
61971709,2025-11-23,2025-12-01,DEP,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
61052196,2025-10-16,2025-11-19,DEP,Street Condition,Blocked Driveway,Closed,BROOKLYN
63795710,2025-11-15,2025-12-31,NYPD,Noise,Loud Music,Closed,STATEN ISLAND
65009111,2025-10-19,2025-11-28,HPD,Street Condition,Leak,Closed,STATEN ISLAND
67019058,2025-09-04,2025-12-31,NYPD,Water System,Blocked Driveway,Closed,BRONX
68712787,2025-10-27,,NYPD,Heat/Hot Water,No Heat,Open,MANHATTAN
66002899,2025-10-15,2025-12-13,DOT,Water System,Pothole,Closed,QUEENS
61729582,2025-09-10,2025-11-09,NYPD,Illegal Parking,Leak,Closed,QUEENS
61404088,2025-09-14,2025-11-15,HPD,Street Condition,Blocked Driveway,Closed,MANHATTAN
65403856,2025-11-27,2025-11-11,DEP,Water System,Pothole,Closed,BROOKLYN
68762541,2025-12-13,2025-12-28,NYPD,Street Condition,Blocked Driveway,Closed,BRONX
66332758,2025-10-25,2025-11-08,NYPD,Noise,Blocked Driveway,Closed,QUEENS
61860550,2025-11-22,2025-12-03,DEP,Heat/Hot Water,Blocked Driveway,Closed,BROOKLYN
68407217,2025-10-08,2025-12-24,DOT,Water System,Blocked Driveway,Closed,QUEENS
63318264,2025-11-30,2025-12-17,DOT,Illegal Parking,No Heat,Closed,BRONX
68644375,2025-11-01,,NYPD,Street Condition,No Heat,Open,BROOKLYN
61699712,2025-10-13,2025-12-07,DSNY,Illegal Parking,Loud Music,Closed,BRONX
60919260,2025-12-02,2025-12-21,DSNY,Street Condition,Loud Music,Closed,QUEENS
60109675,2025-11-14,,DEP,Noise,No Heat,Open,QUEENS
67180932,2025-12-07,2025-12-16,DOT,Illegal Parking,Leak,Closed,BRONX
65515823,2025-12-31,2025-12-04,DEP,Heat/Hot Water,Pothole,Closed,BRONX
69468945,2025-09-12,2025-12-30,HPD,Street Condition,Blocked Driveway,Closed,QUEENS
65259620,2025-11-15,2025-12-18,NYPD,Noise,Loud Music,Closed,BROOKLYN
60324397,2025-11-21,2025-12-09,DOT,Street Condition,No Heat,Closed,QUEENS
67058601,2025-10-01,2025-12-26,DEP,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
69064919,2025-12-10,2025-11-11,DOT,Heat/Hot Water,Pothole,Closed,MANHATTAN
63044372,2025-10-14,2025-11-29,DEP,Water System,Blocked Driveway,Closed,MANHATTAN
60489854,2025-09-27,2025-12-02,HPD,Street Condition,No Heat,Closed,QUEENS
60165262,2025-10-29,2025-12-23,DOT,Noise,Leak,Closed,BROOKLYN
62674663,2025-10-04,,DSNY,Noise,Loud Music,Open,QUEENS
66659334,2025-09-12,,HPD,Street Condition,Loud Music,Open,BRONX
60549282,2025-12-18,2025-12-28,HPD,Noise,Blocked Driveway,Closed,QUEENS
63504809,2025-12-11,2025-12-01,DOT,Noise,Pothole,Closed,QUEENS
61821654,2025-12-10,,DSNY,Street Condition,Pothole,Open,STATEN ISLAND
60982595,2025-12-08,2025-12-26,NYPD,Illegal Parking,Blocked Driveway,Closed,BROOKLYN
62409593,2025-12-26,2025-12-13,DSNY,Water System,Blocked Driveway,Closed,BRONX
69822702,2025-09-18,,NYPD,Noise,Pothole,Open,BRONX
65903606,2025-10-21,2025-12-30,DSNY,Street Condition,Pothole,Closed,BRONX
61394830,2025-11-14,2025-12-23,DOT,Street Condition,No Heat,Closed,BRONX
60317347,2025-10-29,,DOT,Illegal Parking,Loud Music,Open,QUEENS
66007661,2025-11-04,2025-12-07,DSNY,Illegal Parking,Loud Music,Closed,MANHATTAN
61288727,2025-12-17,,NYPD,Noise,Pothole,Open,BRONX
60503695,2025-10-06,,DOT,Noise,Loud Music,Open,BRONX
62435468,2025-09-08,2025-11-29,DSNY,Illegal Parking,Loud Music,Closed,STATEN ISLAND
61013867,2025-09-09,,HPD,Heat/Hot Water,Leak,Open,BRONX
66229468,2025-11-19,2025-12-30,DSNY,Illegal Parking,Loud Music,Closed,BRONX
62120857,2025-11-04,2025-11-18,DEP,Street Condition,Loud Music,Closed,STATEN ISLAND
64177584,2025-12-16,,NYPD,Street Condition,Leak,Open,MANHATTAN
66674395,2025-09-08,2025-12-04,HPD,Water System,Pothole,Closed,BRONX
66296975,2025-11-16,2025-12-18,HPD,Noise,Leak,Closed,BRONX
