school_name,major_name,notice_title,source_relative_url,published_date,province,school_type,school_attribute,notice_id,snapshot_year,freshness_status,official_verification_required,state,data_nature
陕西师范大学,化学、材料及其他交叉学科,2021年陕西师范大学化学化工学院化学、材料及其他交叉..,/tiaoji/schooldetail/id/28389.shtml,2021-03-02,陕西,师范（综合类）,,B022-TJ-0399,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
山东交通学院,交通运输,2021年山东交通学院交通运输工程(专硕)考研调剂信息,/tiaoji/schooldetail/id/28387.shtml,2021-03-02,山东,理工类,,B022-TJ-0400,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
北京建筑大学,机械工程学硕，机械专硕，..,2021年北京建筑大学机电学院考研调剂信息,/tiaoji/schooldetail/id/28385.shtml,2021-03-02,北京,理工,国家建设行业技能型紧缺人才培养培训工程,B022-TJ-0401,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安工程大学,化学工程与技术,2021年西安工程大学化学工程与技术考研调剂信息,/tiaoji/schooldetail/id/28383.shtml,2021-03-02,陕西,理工,,B022-TJ-0402,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
四川轻化工大学,化学,2021年四川轻化工大学化学考研调剂信息,/tiaoji/schooldetail/id/28381.shtml,2021-03-02,四川,,,B022-TJ-0403,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
沈阳化工大学,化学工程与技术、 化学工..,2021年沈阳化工大学化学工程与技术、 化学工程、材料..,/tiaoji/schooldetail/id/28379.shtml,2021-03-02,辽宁,理工类,"（2010年）
（2011年）
（2018年）
辽宁省“双一流”重点建设高校（2017年）",B022-TJ-0404,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
哈尔滨商业大学,食品科学与工程,2021年哈尔滨商业大学食品科学与工程考研调剂信息,/tiaoji/schooldetail/id/28377.shtml,2021-03-02,黑龙江,财经,"省属重点本科高校
中西部高校基础能力建设工程",B022-TJ-0405,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
湖南工业大学,生物学,2021年湖南工业大学生物学考研调剂信息,/tiaoji/schooldetail/id/28375.shtml,2021-03-02,湖南,理工类,"国家工商行政管理总局与湖南省共建高校（2018年）
服务国家特殊需求博士人才培养项目（2013年）
湖南省2011计划（2014年）

湖南省国内一流学科建设高校（2018年）",B022-TJ-0406,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广西师范大学,无机化学,2021年广西师范大学无机化学考研调剂信息,/tiaoji/schooldetail/id/28373.shtml,2021-03-02,广西,"省部共建大学(综合性)


广西重点支持的国内同类一流大学",,B022-TJ-0407,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
重庆理工大学,材料与化工、材料科学与工..,2021年重庆理工大学材料与化工、材料科学与工程考研调..,/tiaoji/schooldetail/id/28371.shtml,2021-03-02,重庆,理工类,"重庆市重点建设高校
（2018年）
（2018年）",B022-TJ-0408,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南京中医药大学,药学,2021年南京中医药大学第三临床医学院谭晓斌组招收药学..,/tiaoji/schooldetail/id/28369.shtml,2021-03-02,江苏,医药类,"、
世界一流学科建设高校
江苏省高水平大学建设高校
世界一流中医药大学建设联盟
长三角医学教育联盟",B022-TJ-0409,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
天津大学,环境科学与工程,2021年天津大学环境科学与工程(非全日制)考研调剂信息,/tiaoji/schooldetail/id/28367.shtml,2021-03-02,天津,,综合性,B022-TJ-0410,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
大连海事大学,动力工程及工程热物理,2021年大连海事大学动力工程及工程热物理考研调剂信息,/tiaoji/schooldetail/id/28365.shtml,2021-03-02,辽宁,理工,"（1997年）
（2006年）
（2011年）
（2012年）
（2017年）",B022-TJ-0411,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国农业科学院,生物学,2021年中国农业科学院国际竹藤中心生物学考研调剂信息,/tiaoji/schooldetail/id/28363.shtml,2021-03-02,北京,,,B022-TJ-0412,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国林业科学研究院,土壤生态学,2021年中国林业科学研究院土壤生态学方向考研调剂信息,/tiaoji/schooldetail/id/28361.shtml,2021-03-02,北京,,,B022-TJ-0413,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
大连医科大学,细胞生物学,2021年大连医科大学细胞生物学考研调剂信息,/tiaoji/schooldetail/id/28359.shtml,2021-03-02,辽宁,,,B022-TJ-0414,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西华大学,材料类,2021年西华大学材料科学与工程考研调剂信息,/tiaoji/schooldetail/id/28357.shtml,2021-03-02,四川,综合,"（2013年） 
（2013年）
（2013年）
（2016年）
（2018年）",B022-TJ-0415,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南京工业大学,有机化学,2021年南京工业大学有机化学考研调剂信息,/tiaoji/schooldetail/id/28355.shtml,2021-03-02,江苏,理工,"省部共建高校（2012年）
卓越工程师教育培养计划（2010年）
高等学校创新能力提升计划（2013年）
高等学校学科创新引智计划（2016年）
江苏省综合评价录取改革试点高校（2017  年）",B022-TJ-0416,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中科院地球化学研究所,资源勘查工程、地质学、地..,2021年中国科学院地球化学研究所地质资源与地质工程考..,/tiaoji/schooldetail/id/28353.shtml,2021-03-02,北京,,,B022-TJ-0417,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
上海第二工业大学,环境工程,2021年上海第二工业大学环境工程考研调剂信息(专硕),/tiaoji/schooldetail/id/28351.shtml,2021-03-02,上海,理工类,"市属全日制普通本科高校
教育部卓越工程师教育培养计划高校",B022-TJ-0418,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南华大学,基础医学,2021年南华大学基础医学考研调剂信息,/tiaoji/schooldetail/id/28349.shtml,2021-03-02,湖南,,,B022-TJ-0419,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
济南大学,化学、材料、物理等专业,2021年济南大学材料科学与工程考研调剂信息,/tiaoji/schooldetail/id/28347.shtml,2021-03-02,山东,,山东省,B022-TJ-0420,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国计量大学,光学工程,2021年中国计量大学光学工程考研调剂信息,/tiaoji/schooldetail/id/28345.shtml,2021-03-02,山东,理工,"（2017年）
（2011年）",B022-TJ-0421,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
浙江农林大学,食品科学与工程、食品加工..,2021年浙江农林大学食品科学与工程、食品加工与安全考..,/tiaoji/schooldetail/id/28343.shtml,2021-03-02,浙江,农林类,"浙江省第二批重点建设高校 


（国家林业局和浙江省人民政府）",B022-TJ-0422,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
吉林大学,医学生物学相关专业,2021年吉林大学病理生理学考研调剂信息,/tiaoji/schooldetail/id/28341.shtml,2021-03-02,吉林,综合,（世界一流大学A类建设高校）,B022-TJ-0423,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
哈尔滨师范大学,云计算、三支决策、粒计算..,2021年哈尔滨师范大学计算机科学与技术考研调剂信息,/tiaoji/schooldetail/id/28339.shtml,2021-03-02,黑龙江,师范类,,B022-TJ-0424,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中北大学,生物工程相关专业,2021年中北大学生物医学工程考研调剂信息,/tiaoji/schooldetail/id/28337.shtml,2021-03-02,山西,,,B022-TJ-0425,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
桂林理工大学,材料(无机非金属材料工程..,2021年桂林理工大学材料科学与工程学院考研调剂信息,/tiaoji/schooldetail/id/28335.shtml,2021-03-02,广西,理工类,,B022-TJ-0426,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
安徽农业大学,控制科学与工程,2021年安徽农业大学控制科学与工程考研调剂信息,/tiaoji/schooldetail/id/28333.shtml,2021-03-02,安徽,,,B022-TJ-0427,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
浙江科技学院,机械工程,2021年浙江科技学院机械工程硕士调剂信息,/tiaoji/schooldetail/id/28331.shtml,2021-03-02,浙江,理工类,"省属普通高校
（2010年）",B022-TJ-0428,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
浙江科技学院,化学工程与技术,2021年浙江科技学院化学工程与技术考研调剂信息,/tiaoji/schooldetail/id/28329.shtml,2021-03-02,浙江,理工类,"省属普通高校
（2010年）",B022-TJ-0429,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
曲阜师范大学,物理学、材料、化学化工等,2021年曲阜师范大学物理学硕士调剂信息,/tiaoji/schooldetail/id/28327.shtml,2021-03-02,山东,师范类,（2012年）,B022-TJ-0430,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安建筑科技大学,MBA、MEM,2021年西安建筑科技大学MBA/MEM硕士调剂信息,/tiaoji/schooldetail/id/28325.shtml,2021-03-02,陕西,理工,,B022-TJ-0431,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
重庆师范大学,植物学、动物学、水生生物..,2021年重庆师范大学生命科学学院硕士调剂信息,/tiaoji/schooldetail/id/28323.shtml,2021-03-02,重庆,综合类,"（2014年） 
（2014年）",B022-TJ-0432,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广东财经大学,旅游管理硕士(MTA),2021年广东财经大学旅游管理硕士(MTA)考研调剂信息,/tiaoji/schooldetail/id/28321.shtml,2021-03-02,广东,,,B022-TJ-0433,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
延安大学,文艺学、中国古典文献学、..,2021年延安大学文学院硕士调剂信息,/tiaoji/schooldetail/id/28319.shtml,2021-03-02,陕西,综合,"（2005年）
（2011年）
（1998年）",B022-TJ-0434,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
内蒙古大学,草学、学工商管理、旅游管..,2021年内蒙古大学硕士预调剂信息,/tiaoji/schooldetail/id/28317.shtml,2021-03-02,内蒙古,综合,"全国重点大学（1978年） 
211工程（1997年）
“国家中西部高校提升综合实力计划”高校（2012年）
中西部“一省一校”重点支持建设高校（2016年）
世界一流学科建设高校（2017年）",B022-TJ-0435,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
安徽财经大学,财政学、劳动经济学、税务,2021年安徽财经大学财政与公共管理学院考研调剂信息,/tiaoji/schooldetail/id/28315.shtml,2021-03-02,安徽,财经,,B022-TJ-0436,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国航天科工集团第三研究院,信息与通信工程、控制科学..,中国航天科工集团第三研究院2021年硕士招生调剂需求,/tiaoji/schooldetail/id/28313.shtml,2021-03-02,北京,,,B022-TJ-0437,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
北京第二外国语学院,MTA、MBA,2021年北京第二外国语学院MTA/MBA硕士调剂通知,/tiaoji/schooldetail/id/28311.shtml,2021-03-02,北京,公办高校,语言,B022-TJ-0438,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
河南师范大学,生物与医药、光学工程、计..,2021年河南师范大学硕士招生预调剂信息收集的通知,/tiaoji/schooldetail/id/28309.shtml,2021-03-01,河南,师范（综合型）,"（2012年） 
（2014年） 
（2014年）
（2015年）

（2017年）",B022-TJ-0439,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
上海工程技术大学,机械工程,2021年上海工程技术大学机械与汽车工程学院调剂信息,/tiaoji/schooldetail/id/28307.shtml,2021-03-01,上海,理工,"上海高水平地方应用型高校建设单位 
全国地方高校新工科建设牵头单位 
长三角高水平特色地方高校创新联盟",B022-TJ-0440,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
湖南科技大学,应用经济学、工商管理、金..,2021年湖南科技大学商学院考研调剂信息,/tiaoji/schooldetail/id/28305.shtml,2021-03-01,湖南,综合类,,B022-TJ-0441,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
东北石油大学,土木工程、动力工程及工程..,2021年东北石油大学土木学院考研调剂信息,/tiaoji/schooldetail/id/28303.shtml,2021-03-01,黑龙江,理工类,"（1978年）
（2010年）
实施高校（2011年）
实施高校 （2008年）
建设高校（2010年）",B022-TJ-0442,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
汕头大学,中国语言文学、新闻传播学..,汕头大学2021年硕士研究生调剂通知,/tiaoji/schooldetail/id/28301.shtml,2021-03-01,广东,,,B022-TJ-0443,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
五邑大学,信息与通信工程、企业管理..,五邑大学2021年研究生调剂公告,/tiaoji/schooldetail/id/28299.shtml,2021-03-01,广东,,,B022-TJ-0444,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南京航空航天大学,机械,2021年南京航空航天大学机电学院机械招生调剂信息(专..,/tiaoji/schooldetail/id/28297.shtml,2021-03-01,江苏,理工,"（2017年入选）

（2011年入选）
（2011年入选）",B022-TJ-0445,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
河南师范大学,,2021年河南师范大学预调剂信息收集的通知,/tiaoji/schooldetail/id/28295.shtml,2021-03-01,河南,师范（综合型）,"（2012年） 
（2014年） 
（2014年）
（2015年）

（2017年）",B022-TJ-0446,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中北大学,材料化学工程、生物药物与..,2021年中北大学化学、生物、环境、制药、食品相关专业..,/tiaoji/schooldetail/id/28293.shtml,2021-03-01,山西,,,B022-TJ-0447,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
齐齐哈尔大学,应用化学,2021年齐齐哈尔大学应用化学招生调剂信息,/tiaoji/schooldetail/id/28291.shtml,2021-03-01,黑龙江,综合类,"黑龙江省高教强省重点建设高校（2008年入选）
黑龙江省高水平大学（2018年入选）",B022-TJ-0448,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
安徽师范大学,动物学,2021年安徽师范大学生物学招生调剂信息,/tiaoji/schooldetail/id/28289.shtml,2021-03-01,安徽,师范（综合）,,B022-TJ-0449,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
陕西科技大学,材料科学与工程,2021年陕西科技大学材料科学与工程招生调剂信息,/tiaoji/schooldetail/id/28287.shtml,2021-03-01,陕西,理工,"（1998年）
（2011年）
（2011年）
 （2012年）
（2018年）",B022-TJ-0450,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
江南大学,材料、化学、化工及相关专..,2021年江南大学材料科学与工程招生调剂信息,/tiaoji/schooldetail/id/28285.shtml,2021-03-01,江苏,,"211工程（1996年）
世界一流学科建设高校（2017年）
985工程优势学科创新平台（2011年）
高等学校学科创新引智计划（2006年）",B022-TJ-0451,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
太原科技大学,力学,2021年太原科技大学力学招生调剂信息,/tiaoji/schooldetail/id/28283.shtml,2021-03-01,山西,理工,"全日制普通本科院校
国家（2016年）
教育部（2016年）
教育部实施高校（2018年）",B022-TJ-0452,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中科院长春应用化学研究所,材料科学与工程、生物医学..,2021年中科院长春应用化学研究所材料科学与工程、生物..,/tiaoji/schooldetail/id/28281.shtml,2021-03-01,吉林,,,B022-TJ-0453,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国地震局地震研究所,地球物理、空间物理、地球..,中国地震局地震研究所2021年硕士研究生招生调剂公告,/tiaoji/schooldetail/id/28279.shtml,2021-03-01,湖北,,,B022-TJ-0454,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
燕山大学,电子信息、仪器科学与技术,2021年度燕山大学韩立强老师招收电子信息类仪器类调剂..,/tiaoji/schooldetail/id/28277.shtml,2021-03-01,河北,,河北省“双一流”建设高校,B022-TJ-0455,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
淮北师范大学,理论经济学、管理科学与工..,淮北师范大学经济与管理学院2021考研调剂信息,/tiaoji/schooldetail/id/28275.shtml,2021-03-01,安徽,师范,"省属重点大学
高校（1998年）
中西部高校基础能力建设工程（2016年）",B022-TJ-0456,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
北京石油化工学院,材料科学与工程,北京石油化工学院航天材料团队2021年硕士研究生调剂信..,/tiaoji/schooldetail/id/28273.shtml,2021-03-01,北京,理工,"全日制普通高等本科院校
教育部CDIO工程教育改革试点高校（2007年）
教育部首批“卓越工程师教育培养计划”试点高校（2010年）
高水平运动员招生资格高校（2015年）
北京市深化创新创业教育改革示范高校（2017年）",B022-TJ-0457,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国地震局地震研究所,固体地球物理学、防灾减灾..,中国地震局地震研究所2021年硕士研究生招生调剂公告,/tiaoji/schooldetail/id/28271.shtml,2021-03-01,湖北,,,B022-TJ-0458,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
机械科学研究院哈尔滨焊接研究所,材料加工工程,机械科学研究院哈尔滨焊接研究所2021年硕士研究生调剂..,/tiaoji/schooldetail/id/28269.shtml,2021-03-01,黑龙江,,,B022-TJ-0459,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
杭州应用声学研究所,水声工程、光学工程,2021年杭州应用声学研究所硕士研究生调剂说明,/tiaoji/schooldetail/id/28267.shtml,2021-03-01,浙江,,,B022-TJ-0460,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安近代化学研究所（204所）,应用化学、工程力学、材料..,西安近代化学研究所(兵器204所)2021年招生需求政策,/tiaoji/schooldetail/id/28265.shtml,2021-03-01,陕西,,,B022-TJ-0461,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
武汉船舶通信研究所,通信与信息系统、信号与信..,武汉船舶通信研究所2021级硕士研究生预调剂意向征集信..,/tiaoji/schooldetail/id/28263.shtml,2021-03-01,湖北,,,B022-TJ-0462,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
武汉第二船舶设计研究所,船舶与海洋工程、机械工程..,2021年武汉第二船舶设计研究所招收研究生预调剂征求意..,/tiaoji/schooldetail/id/28261.shtml,2021-03-01,湖北,,,B022-TJ-0463,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
上海空间电子设备研究所（539）,信息与通信工程,上海空间电子设备研究所（539）接收2021年考研调剂生..,/tiaoji/schooldetail/id/28259.shtml,2021-03-01,上海,,,B022-TJ-0464,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
郑州轻工业大学,环境工程（环境生态学、湿..,2021年郑州轻工业大学资源与环境招生调剂信息,/tiaoji/schooldetail/id/28257.shtml,2021-03-01,河南,,,B022-TJ-0465,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
福建农林大学,生物技术、生物学,2021年中科院海西研究院-福建农林大学联合培养生物技..,/tiaoji/schooldetail/id/28255.shtml,2021-03-01,福建,农林,"福建省重点建设高校（2003年）
农业部与福建省人民政府共建大学（2011）
国家林业局与福建省人民政府共建大学（2012）
福建省高水平大学建设高校（2014）
福建省一流大学建设高校（2018）",B022-TJ-0466,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
太原理工大学,物理相关,2021年太原理工大学“氧化物半导体磁电特性与应用”课..,/tiaoji/schooldetail/id/28253.shtml,2021-03-01,山西,公办大学,理工,B022-TJ-0467,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
武汉理工大学,化学工程与技术,2021年武汉理工大学化学工程与技术招生调剂信息,/tiaoji/schooldetail/id/28251.shtml,2021-03-01,湖北,理工,"（2017年）
（1978年）
（1996年）

（2010年）",B022-TJ-0468,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安交通大学,生物物理学、生物化学与分..,2021年西安交通大学医学部基础医学院生物物理学、生物..,/tiaoji/schooldetail/id/28247.shtml,2021-03-01,陕西,公立大学,综合类,B022-TJ-0469,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南京医科大学,生物信息学、细胞生物学,2021年南京医科大学生殖医学国家重点实验室生物信息学..,/tiaoji/schooldetail/id/28245.shtml,2021-03-01,江苏,医药类,（2015年）,B022-TJ-0470,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
长江大学,农业昆虫与害虫防冶,2021年长江大学昆虫分子生物学实验室团队农业昆虫与害..,/tiaoji/schooldetail/id/28243.shtml,2021-03-01,湖北,综合类,"省属重点本科高校
省部共建高校（2012年）
中西部高校基础能力建设工程（2012年）
卓越工程师教育培养计划（2012年）
卓越农林人才教育培养计划（2014年）",B022-TJ-0471,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中山大学,船舶与海洋结构物设计制造..,2021年中山大学海上新能源装备与技术团队船舶与海洋结..,/tiaoji/schooldetail/id/28241.shtml,2021-03-01,广东,,,B022-TJ-0472,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广东工业大学,化学工程与技术,2021年广东工业大学轻工化工学院解晓伟课题组招生调剂..,/tiaoji/schooldetail/id/28237.shtml,2021-03-01,广东,,,B022-TJ-0473,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
福州大学,资源与环境、矿物加工工程,2021年福州大学矿业工程招生调剂信息,/tiaoji/schooldetail/id/28235.shtml,2021-03-01,福建,理工类,"（2017年）
（1997年） 
福建省重点建设高校（2003年） 
（2010年） 
教育部、福建省人民政府共建高校（2012年）",B022-TJ-0474,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
北京工业大学,材料/化学/物理专业，有光..,2021年北京工业大学材料科学与工程招生调剂信息,/tiaoji/schooldetail/id/28233.shtml,2021-03-01,北京,理工,"（2017年）
（1996年）
（2010年）
（2011年）
（2017年）",B022-TJ-0475,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安工业大学,化学工程与技术、环境科学..,2021年西安工业大学化学工程与技术、环境科学与工程、..,/tiaoji/schooldetail/id/28231.shtml,2021-03-01,陕西,理工,国家二级保密资格单位,B022-TJ-0476,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
江南大学,环境科学与工程,2021年江南大学环境与土木工程学院环境与催化课题组环..,/tiaoji/schooldetail/id/28229.shtml,2021-03-01,江苏,,"211工程（1996年）
世界一流学科建设高校（2017年）
985工程优势学科创新平台（2011年）
高等学校学科创新引智计划（2006年）",B022-TJ-0477,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
长春理工大学,环境工程、化工、微生物、..,2021年长春理工大学环境科学与工程招生调剂信息,/tiaoji/schooldetail/id/28227.shtml,2021-03-01,吉林,,,B022-TJ-0478,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
黑龙江八一农垦大学,园艺学,2021年黑龙江八一农垦大学园艺学招生调剂信息,/tiaoji/schooldetail/id/28225.shtml,2021-03-01,黑龙江,农林,,B022-TJ-0479,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
江苏大学,环境科学与工程、资源与环..,2021年江苏大学环境科学与工程、资源与环境考研调剂信..,/tiaoji/schooldetail/id/28223.shtml,2021-03-01,江苏,,,B022-TJ-0480,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
江南大学,生化与分子生物学、微生物..,2021年江南大学生化与分子生物学、微生物、生物工程、..,/tiaoji/schooldetail/id/28221.shtml,2021-03-01,江苏,,"211工程（1996年）
世界一流学科建设高校（2017年）
985工程优势学科创新平台（2011年）
高等学校学科创新引智计划（2006年）",B022-TJ-0481,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
黑龙江八一农垦大学,作物学,2021年黑龙江八一农垦大学作物学研究生调剂信息,/tiaoji/schooldetail/id/28219.shtml,2021-03-01,黑龙江,农林,,B022-TJ-0482,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
华东交通大学,光学工程、材料科学与工程..,2021年华东交通大学光学工程、材料科学与工程、物理学..,/tiaoji/schooldetail/id/28217.shtml,2021-03-01,江西,理工类,"省属重点本科高校
 
（2011年入选）
（2016年入选）",B022-TJ-0483,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
青岛大学,物理科学等,2021年青岛大学物理科学学院考研调剂信息,/tiaoji/schooldetail/id/28215.shtml,2021-03-01,山东,综合类,"（2011年） 
（2012年）
（2013年）",B022-TJ-0484,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西南大学,高分子化学与物理,2021年西南大学高分子化学与物理硕士研究生调剂信息,/tiaoji/schooldetail/id/28213.shtml,2021-03-01,重庆,,,B022-TJ-0485,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
上海工程技术大学,交通运输工程,2021年上海工程技术大学交通运输工程硕士研究生调剂信..,/tiaoji/schooldetail/id/28211.shtml,2021-03-01,上海,理工,"上海高水平地方应用型高校建设单位 
全国地方高校新工科建设牵头单位 
长三角高水平特色地方高校创新联盟",B022-TJ-0486,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
塔里木大学,化学工程与技术,2021年塔里木大学化学工程与技术研究生调剂信息,/tiaoji/schooldetail/id/28209.shtml,2021-03-01,新疆,综合,"省部共建

改革试点高校",B022-TJ-0487,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
武汉科技大学,材料科学与工程,2021年武汉科技大学先进材料与纳米技术研究院材料科学..,/tiaoji/schooldetail/id/28207.shtml,2021-03-01,湖北,理工,"全日制普通高等学校
（2013年）
国家（2016年）
湖北省“双一流”建设高校（2018年）
（2013年）",B022-TJ-0488,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
长江大学,查看正文,2021年长江大学电子信息学院研究生调剂信息,/tiaoji/schooldetail/id/28205.shtml,2021-03-01,湖北,综合类,"省属重点本科高校
省部共建高校（2012年）
中西部高校基础能力建设工程（2012年）
卓越工程师教育培养计划（2012年）
卓越农林人才教育培养计划（2014年）",B022-TJ-0489,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
昆明理工大学,生物学、药学、生物与医药,2021年昆明理工大学生物学、药学、生物与医药考研调剂..,/tiaoji/schooldetail/id/28203.shtml,2021-03-01,云南,综合类,"（2012年）
 
（1998年）
（2011年）
（2018年）",B022-TJ-0490,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
东北石油大学,控制科学与工程,2021年东北石油大学控制科学与工程硕士研究生调剂信息,/tiaoji/schooldetail/id/28201.shtml,2021-03-01,黑龙江,理工类,"（1978年）
（2010年）
实施高校（2011年）
实施高校 （2008年）
建设高校（2010年）",B022-TJ-0491,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
烟台大学,材料科学与工程,2021年烟台大学材料科学与工程考研调剂信息,/tiaoji/schooldetail/id/28199.shtml,2021-03-01,山东,综合类,"山东省属重点综合性大学



山东省地方立法研究服务基地",B022-TJ-0492,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南昌航空大学,环境科学与工程,2021年南昌航空大学环境科学与工程研究生调剂信息,/tiaoji/schooldetail/id/28197.shtml,2021-03-01,江西,,"江西省人民政府与国家国防科技工业局共建高校（2010） 
（2011）",B022-TJ-0493,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中南林业科技大学,林业工程,2021年中南林业科技大学林业工程研究生调剂信息,/tiaoji/schooldetail/id/28195.shtml,2021-03-01,湖南,农林类,"（2012年）
（2014年）
湖南省“双一流”建设高校（2018年）",B022-TJ-0494,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
