order_id,day_index,arrival_minute,item_count,item_ids_preview,is_observed_production_order,data_nature
D02-O3598,2,673.4016,9,I0600;I0682;I0824;I0832;I0849;I1073;I1115;I1138;I1140,False,public-benchmark-derived
D02-O3599,2,673.6483,3,I0011;I0268;I0704,False,public-benchmark-derived
D02-O3600,2,673.7981,9,I0094;I0227;I0275;I0320;I0517;I0586;I0685;I0942;I1121,False,public-benchmark-derived
D02-O3601,2,673.9806,9,I0090;I0123;I0275;I0310;I0487;I0570;I0674;I0814;I1005,False,public-benchmark-derived
D02-O3602,2,674.2973,8,I0003;I0294;I0469;I0558;I0581;I0720;I0807;I0882,False,public-benchmark-derived
D02-O3603,2,674.6241,3,I0278;I0587;I0965,False,public-benchmark-derived
D02-O3604,2,674.7963,9,I0387;I0424;I0737;I0773;I0778;I0849;I0971;I1072;I1163,False,public-benchmark-derived
D02-O3605,2,674.8405,1,I0210,False,public-benchmark-derived
D02-O3606,2,675.5532,5,I0024;I0203;I0381;I0452;I0800,False,public-benchmark-derived
D02-O3607,2,675.6913,3,I0064;I0101;I0664,False,public-benchmark-derived
D02-O3608,2,675.8749,8,I0026;I0088;I0429;I0561;I0613;I0795;I1009;I1074,False,public-benchmark-derived
D02-O3609,2,676.0109,7,I0240;I0395;I0492;I0574;I0673;I0921;I1001,False,public-benchmark-derived
D02-O3610,2,676.087,10,I0141;I0239;I0314;I0379;I0404;I0468;I0675;I0778;I1038;I1095,False,public-benchmark-derived
D02-O3611,2,676.1781,4,I0215;I0291;I0359;I0696,False,public-benchmark-derived
D02-O3612,2,676.2805,9,I0151;I0451;I0573;I0691;I0737;I0813;I0858;I0897;I0949,False,public-benchmark-derived
D02-O3613,2,676.3068,8,I0119;I0163;I0324;I0417;I0512;I0860;I0886;I0904,False,public-benchmark-derived
D02-O3614,2,676.4046,6,I0441;I0635;I0801;I0829;I0836;I1022,False,public-benchmark-derived
D02-O3615,2,676.4748,10,I0041;I0091;I0141;I0263;I0370;I0384;I0671;I0735;I1078;I1116,False,public-benchmark-derived
D02-O3616,2,677.0039,2,I0528;I0739,False,public-benchmark-derived
D02-O3617,2,677.2751,5,I0086;I0363;I0500;I0654;I0938,False,public-benchmark-derived
D02-O3618,2,677.5103,4,I0430;I0558;I0944;I1057,False,public-benchmark-derived
D02-O3619,2,677.8906,4,I0162;I0286;I0471;I1126,False,public-benchmark-derived
D02-O3620,2,677.945,1,I0828,False,public-benchmark-derived
D02-O3621,2,678.0668,10,I0211;I0275;I0315;I0409;I0419;I0825;I0857;I0939;I1131;I1191,False,public-benchmark-derived
D02-O3622,2,678.2449,4,I0212;I0294;I0615;I0749,False,public-benchmark-derived
D02-O3623,2,678.3065,8,I0054;I0138;I0406;I0692;I0824;I0869;I0951;I0959,False,public-benchmark-derived
D02-O3624,2,678.4207,4,I0469;I0694;I0890;I1166,False,public-benchmark-derived
D02-O3625,2,678.4446,5,I0203;I0231;I0762;I0781;I0944,False,public-benchmark-derived
D02-O3626,2,678.5956,4,I0107;I0181;I0523;I0672,False,public-benchmark-derived
D02-O3627,2,678.7233,3,I0110;I0601;I0632,False,public-benchmark-derived
D02-O3628,2,678.8275,3,I0699;I0803;I0815,False,public-benchmark-derived
D02-O3629,2,678.8645,4,I0258;I0566;I0619;I0991,False,public-benchmark-derived
D02-O3630,2,679.63,10,I0312;I0351;I0386;I0513;I0528;I0552;I0749;I0792;I1177;I1183,False,public-benchmark-derived
D02-O3631,2,679.6499,10,I0160;I0271;I0412;I0602;I0677;I0923;I0950;I0982;I1005;I1175,False,public-benchmark-derived
D02-O3632,2,679.7241,5,I0068;I0430;I0712;I0923;I1011,False,public-benchmark-derived
D02-O3633,2,679.9322,3,I0178;I0416;I1072,False,public-benchmark-derived
D02-O3634,2,679.9727,9,I0084;I0086;I0304;I0375;I0454;I0734;I1037;I1108;I1171,False,public-benchmark-derived
D02-O3635,2,680.0218,1,I0638,False,public-benchmark-derived
D02-O3636,2,680.175,1,I0001,False,public-benchmark-derived
D02-O3637,2,680.3781,2,I0928;I1059,False,public-benchmark-derived
D02-O3638,2,680.4613,7,I0089;I0125;I0189;I0339;I0524;I0688;I0902,False,public-benchmark-derived
D02-O3639,2,680.9869,10,I0291;I0361;I0375;I0804;I0845;I0849;I0871;I1012;I1120;I1172,False,public-benchmark-derived
D02-O3640,2,681.5111,5,I0399;I0672;I0794;I0998;I1051,False,public-benchmark-derived
D02-O3641,2,681.9052,10,I0013;I0294;I0313;I0394;I0453;I0530;I0532;I0764;I0840;I1167,False,public-benchmark-derived
D02-O3642,2,682.1247,1,I0139,False,public-benchmark-derived
D02-O3643,2,682.7202,5,I0191;I0442;I0585;I0718;I1067,False,public-benchmark-derived
D02-O3644,2,682.9039,4,I0235;I0433;I0467;I0723,False,public-benchmark-derived
D02-O3645,2,683.298,3,I0131;I0250;I0292,False,public-benchmark-derived
D02-O3646,2,683.3961,3,I0442;I0488;I0827,False,public-benchmark-derived
D02-O3647,2,683.5558,10,I0050;I0087;I0227;I0452;I0618;I0818;I0823;I1045;I1098;I1155,False,public-benchmark-derived
D02-O3648,2,683.6457,6,I0184;I0367;I0631;I0712;I0834;I0846,False,public-benchmark-derived
D02-O3649,2,683.6708,2,I0107;I0878,False,public-benchmark-derived
D02-O3650,2,684.1037,8,I0038;I0090;I0148;I0208;I0311;I0386;I0810;I0867,False,public-benchmark-derived
D02-O3651,2,684.2047,9,I0017;I0115;I0299;I0393;I0417;I0427;I0633;I0891;I1131,False,public-benchmark-derived
D02-O3652,2,684.3878,7,I0130;I0789;I0821;I0878;I0985;I1154;I1196,False,public-benchmark-derived
D02-O3653,2,684.5901,9,I0101;I0103;I0161;I0312;I0550;I0675;I0891;I0982;I1145,False,public-benchmark-derived
D02-O3654,2,685.1464,9,I0076;I0174;I0264;I0308;I0322;I0650;I0746;I1087;I1194,False,public-benchmark-derived
D02-O3655,2,685.3296,5,I0039;I0152;I0476;I0878;I1034,False,public-benchmark-derived
D02-O3656,2,685.6503,6,I0168;I0327;I0423;I0672;I0706;I0903,False,public-benchmark-derived
D02-O3657,2,685.8889,1,I0425,False,public-benchmark-derived
D02-O3658,2,686.265,1,I0887,False,public-benchmark-derived
D02-O3659,2,686.5456,7,I0010;I0362;I0447;I0464;I0551;I0742;I0864,False,public-benchmark-derived
D02-O3660,2,686.8164,6,I0029;I0057;I0470;I0895;I0956;I1030,False,public-benchmark-derived
D02-O3661,2,687.6502,10,I0005;I0091;I0393;I0394;I0429;I0544;I0641;I0891;I1013;I1095,False,public-benchmark-derived
D02-O3662,2,687.7477,8,I0198;I0227;I0229;I0445;I0489;I0893;I1017;I1181,False,public-benchmark-derived
D02-O3663,2,687.9206,5,I0085;I0163;I0362;I0441;I0485,False,public-benchmark-derived
D02-O3664,2,688.0487,9,I0291;I0485;I0522;I0611;I0689;I0695;I0708;I0970;I0996,False,public-benchmark-derived
D02-O3665,2,688.0841,10,I0048;I0183;I0342;I0344;I0466;I0507;I0554;I0626;I0655;I0679,False,public-benchmark-derived
D02-O3666,2,688.1192,3,I0128;I0526;I1023,False,public-benchmark-derived
D02-O3667,2,688.1596,1,I1109,False,public-benchmark-derived
D02-O3668,2,688.1938,2,I0296;I0697,False,public-benchmark-derived
D02-O3669,2,688.5691,8,I0020;I0495;I0592;I0602;I0773;I1056;I1085;I1196,False,public-benchmark-derived
D02-O3670,2,688.6021,2,I0471;I0629,False,public-benchmark-derived
D02-O3671,2,688.6295,2,I0790;I1049,False,public-benchmark-derived
D02-O3672,2,688.7807,6,I0254;I0336;I0362;I0398;I0447;I0535,False,public-benchmark-derived
D02-O3673,2,688.8308,2,I0542;I0825,False,public-benchmark-derived
D02-O3674,2,689.1699,5,I0688;I0721;I0754;I0924;I1073,False,public-benchmark-derived
D02-O3675,2,689.1819,7,I0048;I0103;I0118;I0174;I0400;I0512;I0595,False,public-benchmark-derived
D02-O3676,2,689.3293,6,I0027;I0737;I0893;I0907;I1130;I1145,False,public-benchmark-derived
D02-O3677,2,689.5381,5,I0021;I0439;I0630;I1058;I1069,False,public-benchmark-derived
D02-O3678,2,689.7247,5,I0050;I0413;I0471;I0697;I1155,False,public-benchmark-derived
D02-O3679,2,689.9078,5,I0072;I0471;I0630;I0893;I0921,False,public-benchmark-derived
D02-O3680,2,690.4574,6,I0108;I0115;I0445;I0723;I0806;I1059,False,public-benchmark-derived
D02-O3681,2,690.4702,10,I0195;I0370;I0497;I0819;I0857;I0870;I0918;I0971;I1014;I1179,False,public-benchmark-derived
D02-O3682,2,690.6591,3,I0902;I0920;I1184,False,public-benchmark-derived
D02-O3683,2,690.8047,3,I0144;I0839;I1185,False,public-benchmark-derived
D02-O3684,2,690.9324,7,I0205;I0449;I0482;I0622;I0935;I1056;I1069,False,public-benchmark-derived
D02-O3685,2,691.0688,1,I0007,False,public-benchmark-derived
D02-O3686,2,691.2246,6,I0115;I0275;I0746;I0962;I0982;I1141,False,public-benchmark-derived
D02-O3687,2,691.3077,10,I0027;I0156;I0257;I0737;I0787;I0816;I0931;I0998;I1034;I1079,False,public-benchmark-derived
D02-O3688,2,691.4137,7,I0200;I0336;I0608;I0823;I0837;I0847;I0948,False,public-benchmark-derived
D02-O3689,2,691.7457,6,I0268;I0271;I0795;I0899;I0946;I1014,False,public-benchmark-derived
D02-O3690,2,691.8565,7,I0617;I0630;I0660;I0717;I0775;I0870;I1098,False,public-benchmark-derived
D02-O3691,2,692.0564,6,I0003;I0300;I0508;I0726;I0816;I0846,False,public-benchmark-derived
D02-O3692,2,692.0703,10,I0062;I0240;I0392;I0445;I0457;I0522;I0563;I0679;I0800;I1157,False,public-benchmark-derived
D02-O3693,2,692.2578,7,I0001;I0273;I0653;I0759;I0785;I0906;I1053,False,public-benchmark-derived
D02-O3694,2,692.301,9,I0015;I0146;I0154;I0295;I0481;I0560;I0702;I0710;I0823,False,public-benchmark-derived
D02-O3695,2,692.3146,6,I0050;I0082;I0572;I0775;I0951;I1157,False,public-benchmark-derived
D02-O3696,2,692.3906,2,I0333;I1159,False,public-benchmark-derived
D02-O3697,2,692.4538,3,I0273;I0454;I1154,False,public-benchmark-derived
D02-O3698,2,692.6281,6,I0133;I0197;I0647;I0666;I0688;I1146,False,public-benchmark-derived
D02-O3699,2,692.6823,1,I1158,False,public-benchmark-derived
D02-O3700,2,692.7271,4,I0856;I0893;I0908;I1105,False,public-benchmark-derived
D02-O3701,2,692.8884,9,I0065;I0103;I0290;I0566;I0587;I0615;I0829;I1148;I1174,False,public-benchmark-derived
D02-O3702,2,692.9183,3,I0668;I0798;I0887,False,public-benchmark-derived
D02-O3703,2,692.9559,3,I0021;I0343;I0740,False,public-benchmark-derived
D02-O3704,2,693.199,10,I0037;I0244;I0854;I0930;I0985;I1051;I1110;I1118;I1176;I1182,False,public-benchmark-derived
D02-O3705,2,693.3131,9,I0207;I0226;I0428;I0489;I0546;I0547;I0596;I0912;I1091,False,public-benchmark-derived
D02-O3706,2,693.3883,5,I0471;I0685;I0827;I0969;I1152,False,public-benchmark-derived
D02-O3707,2,693.613,6,I0005;I0481;I0567;I0695;I0754;I1099,False,public-benchmark-derived
D02-O3708,2,694.0457,7,I0006;I0048;I0107;I0414;I0504;I0513;I1012,False,public-benchmark-derived
D02-O3709,2,694.2151,2,I0034;I1146,False,public-benchmark-derived
D02-O3710,2,694.6114,9,I0069;I0126;I0245;I0475;I0503;I0631;I0639;I0790;I1000,False,public-benchmark-derived
D02-O3711,2,694.9729,8,I0051;I0087;I0104;I0378;I0443;I0594;I0674;I0779,False,public-benchmark-derived
D02-O3712,2,695.0307,8,I0025;I0170;I0325;I0518;I0530;I0535;I0824;I0923,False,public-benchmark-derived
D02-O3713,2,695.0347,10,I0093;I0389;I0563;I0571;I0745;I0875;I1079;I1117;I1118;I1167,False,public-benchmark-derived
D02-O3714,2,695.0526,6,I0014;I0138;I0150;I0339;I1114;I1132,False,public-benchmark-derived
D02-O3715,2,695.1824,4,I0178;I0185;I0188;I1155,False,public-benchmark-derived
D02-O3716,2,695.4002,1,I0337,False,public-benchmark-derived
D02-O3717,2,695.4455,9,I0233;I0314;I0371;I0383;I0451;I0559;I0563;I0837;I1088,False,public-benchmark-derived
D02-O3718,2,695.6026,2,I0749;I1008,False,public-benchmark-derived
D02-O3719,2,695.7479,7,I0268;I0468;I0481;I0574;I0633;I0697;I0789,False,public-benchmark-derived
D02-O3720,2,695.8718,2,I0121;I0780,False,public-benchmark-derived
D02-O3721,2,695.9178,6,I0123;I0329;I0480;I0483;I0600;I0941,False,public-benchmark-derived
D02-O3722,2,695.9952,9,I0231;I0351;I0492;I0560;I0593;I0648;I0925;I1010;I1044,False,public-benchmark-derived
D02-O3723,2,696.5511,6,I0087;I0484;I0613;I1101;I1115;I1148,False,public-benchmark-derived
D02-O3724,2,696.7483,8,I0248;I0318;I0343;I0594;I0802;I0894;I1067;I1079,False,public-benchmark-derived
D02-O3725,2,697.1224,8,I0075;I0077;I0134;I0175;I0630;I0652;I0666;I0802,False,public-benchmark-derived
D02-O3726,2,697.2028,3,I0027;I0873;I0897,False,public-benchmark-derived
D02-O3727,2,697.4012,7,I0084;I0328;I0553;I0721;I0814;I0831;I0952,False,public-benchmark-derived
D02-O3728,2,697.6566,8,I0001;I0124;I0155;I0781;I0949;I0958;I0971;I1055,False,public-benchmark-derived
D02-O3729,2,697.6737,5,I0627;I0640;I1121;I1139;I1171,False,public-benchmark-derived
D02-O3730,2,698.202,4,I0473;I0651;I1001;I1154,False,public-benchmark-derived
D02-O3731,2,698.3631,3,I0383;I0761;I0897,False,public-benchmark-derived
D02-O3732,2,698.5098,4,I0013;I0295;I0311;I0391,False,public-benchmark-derived
D02-O3733,2,698.605,1,I1004,False,public-benchmark-derived
D02-O3734,2,698.7154,1,I0419,False,public-benchmark-derived
D02-O3735,2,698.9487,2,I0210;I0857,False,public-benchmark-derived
D02-O3736,2,698.9922,4,I0107;I0305;I0970;I1100,False,public-benchmark-derived
D02-O3737,2,699.1732,6,I0464;I0513;I0589;I1066;I1173;I1192,False,public-benchmark-derived
D02-O3738,2,699.3839,9,I0239;I0283;I0327;I0350;I0587;I0761;I0945;I0993;I1136,False,public-benchmark-derived
D02-O3739,2,699.4135,5,I0630;I0788;I0874;I0925;I1023,False,public-benchmark-derived
D02-O3740,2,699.8119,5,I0135;I0253;I0518;I0543;I0750,False,public-benchmark-derived
D02-O3741,2,699.9191,2,I0021;I1199,False,public-benchmark-derived
D02-O3742,2,700.1073,10,I0126;I0468;I0496;I0680;I0717;I0782;I0857;I0904;I1059;I1166,False,public-benchmark-derived
D02-O3743,2,700.2902,1,I0810,False,public-benchmark-derived
D02-O3744,2,700.3799,1,I0315,False,public-benchmark-derived
D02-O3745,2,700.9948,4,I0225;I0255;I0498;I1017,False,public-benchmark-derived
D02-O3746,2,701.2503,6,I0145;I0268;I0639;I0882;I1004;I1198,False,public-benchmark-derived
D02-O3747,2,701.863,4,I0026;I0105;I0386;I0705,False,public-benchmark-derived
D02-O3748,2,701.9086,3,I0293;I0864;I1075,False,public-benchmark-derived
D02-O3749,2,702.0745,9,I0145;I0183;I0215;I0254;I0257;I0271;I0507;I0862;I0982,False,public-benchmark-derived
D02-O3750,2,702.2784,9,I0092;I0351;I0506;I0515;I0570;I0759;I0761;I0852;I0874,False,public-benchmark-derived
D02-O3751,2,702.3661,7,I0071;I0158;I0295;I0329;I0610;I0736;I0758,False,public-benchmark-derived
D02-O3752,2,702.4517,3,I0149;I0420;I0439,False,public-benchmark-derived
D02-O3753,2,702.4748,1,I0776,False,public-benchmark-derived
D02-O3754,2,702.5002,7,I0285;I0346;I0562;I0598;I0672;I1106;I1123,False,public-benchmark-derived
D02-O3755,2,702.5839,6,I0224;I0429;I0549;I0933;I0962;I1072,False,public-benchmark-derived
D02-O3756,2,702.7138,5,I0215;I0752;I1054;I1076;I1149,False,public-benchmark-derived
D02-O3757,2,702.7431,2,I0225;I0828,False,public-benchmark-derived
D02-O3758,2,703.1616,6,I0138;I0227;I0515;I0590;I0842;I0930,False,public-benchmark-derived
D02-O3759,2,703.8875,8,I0009;I0134;I0170;I0312;I0330;I0410;I0610;I1143,False,public-benchmark-derived
D02-O3760,2,704.0076,1,I0615,False,public-benchmark-derived
D02-O3761,2,704.4488,5,I0173;I0221;I0336;I0985;I1115,False,public-benchmark-derived
D02-O3762,2,704.6235,8,I0085;I0214;I0344;I0564;I0958;I0970;I1015;I1092,False,public-benchmark-derived
D02-O3763,2,705.0644,1,I0868,False,public-benchmark-derived
D02-O3764,2,705.2343,8,I0043;I0768;I0774;I0790;I0816;I0995;I1161;I1170,False,public-benchmark-derived
D02-O3765,2,705.4745,8,I0017;I0021;I0235;I0387;I0521;I0700;I0860;I1130,False,public-benchmark-derived
D02-O3766,2,705.517,10,I0039;I0192;I0431;I0447;I0484;I0572;I0714;I0734;I1094;I1159,False,public-benchmark-derived
D02-O3767,2,705.6008,2,I0362;I0999,False,public-benchmark-derived
D02-O3768,2,705.6409,9,I0250;I0338;I0386;I0451;I0647;I0676;I0789;I1124;I1132,False,public-benchmark-derived
D02-O3769,2,705.7405,8,I0065;I0072;I0367;I0412;I0698;I0956;I1062;I1159,False,public-benchmark-derived
D02-O3770,2,706.0531,3,I0358;I0573;I0736,False,public-benchmark-derived
D02-O3771,2,706.3262,5,I0093;I0278;I0335;I0347;I0446,False,public-benchmark-derived
D02-O3772,2,706.329,9,I0105;I0410;I0502;I0673;I0754;I0763;I1029;I1044;I1178,False,public-benchmark-derived
D02-O3773,2,706.4867,7,I0018;I0110;I0499;I0720;I0727;I0814;I1149,False,public-benchmark-derived
D02-O3774,2,706.8573,9,I0015;I0016;I0530;I0694;I0718;I0732;I0879;I1087;I1199,False,public-benchmark-derived
D02-O3775,2,706.953,2,I0337;I0464,False,public-benchmark-derived
D02-O3776,2,707.2752,7,I0073;I0103;I0113;I0265;I0380;I0487;I0757,False,public-benchmark-derived
D02-O3777,2,707.3633,8,I0331;I0411;I0455;I0682;I0755;I0780;I0998;I1048,False,public-benchmark-derived
D02-O3778,2,707.4967,3,I0130;I0885;I1073,False,public-benchmark-derived
D02-O3779,2,707.5733,1,I0544,False,public-benchmark-derived
D02-O3780,2,707.6575,7,I0047;I0181;I0393;I0741;I0829;I1161;I1195,False,public-benchmark-derived
D02-O3781,2,707.7876,2,I0462;I0490,False,public-benchmark-derived
D02-O3782,2,707.8433,4,I0202;I0765;I0824;I0871,False,public-benchmark-derived
D02-O3783,2,707.8788,4,I0344;I0414;I0599;I1150,False,public-benchmark-derived
D02-O3784,2,708.6741,4,I0086;I0437;I0658;I0950,False,public-benchmark-derived
D02-O3785,2,708.7356,3,I0037;I0294;I0969,False,public-benchmark-derived
D02-O3786,2,709.0065,4,I0631;I0638;I0759;I1032,False,public-benchmark-derived
D02-O3787,2,709.0545,2,I0111;I0568,False,public-benchmark-derived
D02-O3788,2,709.0758,7,I0217;I0237;I0421;I0477;I0491;I0602;I0700,False,public-benchmark-derived
D02-O3789,2,709.0764,6,I0059;I0390;I0498;I0513;I0570;I0582,False,public-benchmark-derived
D02-O3790,2,709.1506,3,I0491;I0702;I1049,False,public-benchmark-derived
D02-O3791,2,709.4524,10,I0073;I0383;I0423;I0500;I0551;I0674;I0908;I1002;I1022;I1199,False,public-benchmark-derived
D02-O3792,2,709.5252,10,I0136;I0229;I0311;I0445;I0449;I0504;I0817;I0845;I0899;I1058,False,public-benchmark-derived
D02-O3793,2,709.9534,2,I0210;I1057,False,public-benchmark-derived
D02-O3794,2,710.0206,7,I0025;I0171;I0327;I0505;I0657;I0844;I0875,False,public-benchmark-derived
D02-O3795,2,710.1974,7,I0265;I0438;I0499;I0694;I0874;I0988;I1051,False,public-benchmark-derived
D02-O3796,2,710.709,3,I0229;I0235;I1083,False,public-benchmark-derived
D02-O3797,2,710.9547,5,I0043;I0174;I0252;I0323;I0892,False,public-benchmark-derived
D02-O3798,2,711.1474,3,I0197;I0725;I1117,False,public-benchmark-derived
D02-O3799,2,711.1598,4,I0981;I0986;I1135;I1173,False,public-benchmark-derived
D02-O3800,2,711.3741,7,I0005;I0138;I0591;I0837;I1020;I1151;I1164,False,public-benchmark-derived
D02-O3801,2,712.1757,10,I0014;I0309;I0393;I0459;I0507;I0530;I0585;I0759;I0930;I0998,False,public-benchmark-derived
D02-O3802,2,712.1884,2,I0049;I0937,False,public-benchmark-derived
D02-O3803,2,712.5946,5,I0006;I0084;I0157;I0234;I0422,False,public-benchmark-derived
D02-O3804,2,712.8179,3,I0299;I0818;I1052,False,public-benchmark-derived
D02-O3805,2,712.841,3,I0209;I0388;I0422,False,public-benchmark-derived
D02-O3806,2,713.0138,5,I0110;I0461;I0723;I0785;I0908,False,public-benchmark-derived
D02-O3807,2,713.2789,7,I0161;I0167;I0194;I0686;I0751;I0865;I0994,False,public-benchmark-derived
D02-O3808,2,713.4844,1,I0467,False,public-benchmark-derived
D02-O3809,2,713.5669,5,I0052;I0439;I0454;I0566;I0685,False,public-benchmark-derived
D02-O3810,2,713.6721,6,I0018;I0084;I0311;I0439;I0873;I1195,False,public-benchmark-derived
D02-O3811,2,713.8168,5,I0072;I0286;I0323;I0446;I0502,False,public-benchmark-derived
D02-O3812,2,713.9234,10,I0120;I0147;I0394;I0555;I0574;I0632;I0814;I0926;I1076;I1163,False,public-benchmark-derived
D02-O3813,2,713.9256,1,I0804,False,public-benchmark-derived
D02-O3814,2,713.9486,8,I0077;I0109;I0220;I0334;I0439;I0545;I0720;I0925,False,public-benchmark-derived
D02-O3815,2,715.0936,2,I0382;I0532,False,public-benchmark-derived
D02-O3816,2,715.8083,7,I0365;I0443;I0859;I0996;I1020;I1140;I1165,False,public-benchmark-derived
D02-O3817,2,715.9072,5,I0020;I0053;I0205;I0733;I0887,False,public-benchmark-derived
D02-O3818,2,715.9329,6,I0044;I0051;I0145;I0219;I0585;I0722,False,public-benchmark-derived
D02-O3819,2,716.2206,8,I0027;I0295;I0555;I0600;I0623;I0768;I0861;I1171,False,public-benchmark-derived
D02-O3820,2,716.2781,1,I0273,False,public-benchmark-derived
D02-O3821,2,716.3471,3,I0564;I0612;I0618,False,public-benchmark-derived
D02-O3822,2,716.6081,6,I0130;I0640;I0833;I0923;I0955;I1142,False,public-benchmark-derived
D02-O3823,2,716.7306,10,I0140;I0173;I0458;I0521;I0540;I0547;I0658;I1110;I1165;I1191,False,public-benchmark-derived
D02-O3824,2,716.8863,4,I0097;I0453;I0541;I0593,False,public-benchmark-derived
D02-O3825,2,716.9547,9,I0058;I0064;I0083;I0387;I0422;I0730;I0759;I0799;I1014,False,public-benchmark-derived
D02-O3826,2,717.0139,1,I0345,False,public-benchmark-derived
D02-O3827,2,717.0819,6,I0118;I0214;I0285;I0551;I0628;I0685,False,public-benchmark-derived
D02-O3828,2,717.1962,6,I0161;I0314;I0803;I1061;I1080;I1128,False,public-benchmark-derived
D02-O3829,2,717.2126,1,I0269,False,public-benchmark-derived
D02-O3830,2,717.421,1,I1003,False,public-benchmark-derived
D02-O3831,2,717.6898,6,I0225;I0367;I0888;I0955;I1034;I1170,False,public-benchmark-derived
D02-O3832,2,717.752,8,I0053;I0254;I0416;I0480;I0591;I0754;I0825;I0951,False,public-benchmark-derived
D02-O3833,2,717.8348,8,I0049;I0072;I0359;I0572;I0745;I0770;I0785;I1126,False,public-benchmark-derived
D02-O3834,2,717.9101,3,I0019;I0042;I0746,False,public-benchmark-derived
D02-O3835,2,718.0179,10,I0009;I0147;I0223;I0546;I0582;I0933;I0969;I1052;I1075;I1165,False,public-benchmark-derived
D02-O3836,2,718.3059,4,I0164;I0518;I0606;I1011,False,public-benchmark-derived
D02-O3837,2,718.4689,5,I0422;I0435;I0470;I0994;I0996,False,public-benchmark-derived
D02-O3838,2,718.5362,10,I0143;I0146;I0349;I0370;I0687;I0757;I0952;I1078;I1150;I1177,False,public-benchmark-derived
D02-O3839,2,718.7643,7,I0030;I0322;I0429;I0515;I0608;I0709;I1164,False,public-benchmark-derived
D02-O3840,2,718.9727,3,I0055;I0171;I0626,False,public-benchmark-derived
D02-O3841,2,719.0989,10,I0001;I0084;I0160;I0353;I0449;I0530;I0722;I0993;I1035;I1069,False,public-benchmark-derived
D02-O3842,2,719.1385,8,I0009;I0274;I0442;I0620;I0758;I0909;I0944;I1194,False,public-benchmark-derived
D02-O3843,2,719.5229,1,I1040,False,public-benchmark-derived
D02-O3844,2,719.5352,9,I0059;I0090;I0203;I0243;I0272;I0325;I0520;I0865;I1144,False,public-benchmark-derived
D02-O3845,2,719.5759,8,I0096;I0146;I0234;I0307;I0311;I0467;I0835;I0939,False,public-benchmark-derived
D02-O3846,2,719.5892,7,I0014;I0159;I0479;I0604;I0814;I0841;I0959,False,public-benchmark-derived
D02-O3847,2,719.7228,9,I0074;I0190;I0232;I0333;I0420;I0907;I0950;I1014;I1187,False,public-benchmark-derived
D02-O3848,2,719.7961,3,I0586;I0726;I1117,False,public-benchmark-derived
D02-O3849,2,719.9378,8,I0174;I0218;I0242;I0245;I0304;I0670;I0672;I0774,False,public-benchmark-derived
D02-O3850,2,719.955,2,I0069;I0210,False,public-benchmark-derived
D02-O3851,2,720.4934,3,I0168;I0584;I0688,False,public-benchmark-derived
D02-O3852,2,720.6116,5,I0156;I0248;I0847;I0925;I0998,False,public-benchmark-derived
D02-O3853,2,720.6169,9,I0226;I0516;I0591;I0625;I0695;I1014;I1033;I1062;I1169,False,public-benchmark-derived
D02-O3854,2,720.6833,4,I0340;I0794;I0959;I1167,False,public-benchmark-derived
D02-O3855,2,720.6908,6,I0084;I1029;I1038;I1095;I1176;I1191,False,public-benchmark-derived
D02-O3856,2,721.0712,5,I0112;I0725;I0928;I1069;I1125,False,public-benchmark-derived
D02-O3857,2,721.1623,2,I0241;I0535,False,public-benchmark-derived
D02-O3858,2,721.3425,7,I0044;I0194;I0414;I0444;I0764;I0866;I0989,False,public-benchmark-derived
D02-O3859,2,721.9166,1,I0803,False,public-benchmark-derived
D02-O3860,2,721.9487,10,I0041;I0065;I0083;I0140;I0195;I0198;I0355;I0624;I0907;I1009,False,public-benchmark-derived
D02-O3861,2,722.44,3,I0323;I0393;I0575,False,public-benchmark-derived
D02-O3862,2,722.6679,9,I0158;I0190;I0219;I0257;I0364;I0423;I0709;I0834;I0871,False,public-benchmark-derived
D02-O3863,2,722.822,4,I0273;I0324;I0665;I0802,False,public-benchmark-derived
D02-O3864,2,722.9291,5,I0119;I0156;I0622;I0628;I0834,False,public-benchmark-derived
D02-O3865,2,723.1107,3,I0203;I0851;I0985,False,public-benchmark-derived
D02-O3866,2,723.2223,9,I0105;I0151;I0325;I0335;I0412;I0452;I0716;I0772;I1163,False,public-benchmark-derived
D02-O3867,2,723.2562,7,I0441;I0476;I0588;I0779;I0815;I0949;I1003,False,public-benchmark-derived
D02-O3868,2,723.2693,4,I0089;I0478;I0772;I1182,False,public-benchmark-derived
D02-O3869,2,723.6156,3,I0095;I0593;I0655,False,public-benchmark-derived
D02-O3870,2,723.6762,7,I0374;I0596;I0619;I0693;I0711;I0782;I0827,False,public-benchmark-derived
D02-O3871,2,723.8471,1,I1003,False,public-benchmark-derived
D02-O3872,2,723.9853,7,I0031;I0070;I0107;I0560;I0615;I0942;I1092,False,public-benchmark-derived
D02-O3873,2,724.4597,9,I0072;I0240;I0325;I0504;I0718;I0871;I0952;I0992;I1102,False,public-benchmark-derived
D02-O3874,2,724.6694,3,I0422;I0691;I0797,False,public-benchmark-derived
D02-O3875,2,724.8019,9,I0053;I0085;I0252;I0338;I0472;I0489;I0550;I0832;I0989,False,public-benchmark-derived
D02-O3876,2,724.8635,4,I0198;I0314;I0537;I0886,False,public-benchmark-derived
D02-O3877,2,725.0497,4,I0095;I0158;I0679;I0908,False,public-benchmark-derived
