wafer_id,test_timestamp,quality_label,sensor_161,sensor_159,sensor_021,sensor_024,sensor_158,sensor_160,sensor_294,sensor_162,sensor_296,sensor_295,sensor_022,sensor_090,review_priority,causal_root_cause_allowed,automatic_scrap_allowed,allowed_action,data_nature
SECOM-0860,16/09/2008 07:48:00,pass,1645,663,-5416.5,-720.75,,332,296.5878,1789,771.799,142.8388,2603.75,9345.48,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0861,16/09/2008 08:50:00,pass,1224,484,-5502,7948.25,,431,200.8316,9812,591.3822,184.8466,2501.75,8996.4699,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0862,16/09/2008 08:52:00,pass,7720,736,-5543,-1620.75,,1204,305.9433,27513,3631.8814,557.7425,3085,7833.1499,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0863,16/09/2008 09:37:00,pass,6298,391,-5529.25,-406.25,974.8994,561,185.0898,710,2711.631,243.0657,2678.75,8271.1301,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0864,16/09/2008 17:07:00,pass,4122,533,-5572.25,-1570.75,,145,235.1714,2690,1884.4562,61.9704,2680.5,8892.2499,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0865,16/09/2008 18:09:00,pass,15081,571,-5257.75,-3884.5,,137,263.7617,4154,7458.3378,63.9759,2581.25,8555.5802,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0866,16/09/2008 18:23:00,pass,3041,276,-5348.75,1291.5,,1017,130.1086,12825,1284.5467,448.5302,2663,9227.9099,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0867,16/09/2008 19:34:00,pass,915,602,-5418.75,-2297.5,,762,281.9662,8776,422.7169,334.6785,2643.5,8168.4099,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0868,16/09/2008 19:45:00,pass,19497,850,-5704.5,-7536,,177,403.6389,24066,9439.7064,84.7835,2656.75,8646.7001,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0869,16/09/2008 21:21:00,pass,1965,470,-5710.5,-4119.3333,,420,214.0195,22924,833.7068,197.8373,2656.25,9245.0601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0870,16/09/2008 22:45:00,pass,5043,1929,-5344.25,-1551,,437,883.8146,2271,2105.0258,186.659,2554.75,9040.8799,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0871,17/09/2008 02:01:00,pass,2586,596,-5451.75,-43.25,,343,264.1671,782,1101.4265,167.9494,2461.5,8832.34,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0872,17/09/2008 04:23:00,fail,1185,500,-5249,-455.25,,387,210.9692,2433,530.8599,192.7475,2635.75,9342.5102,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0873,17/09/2008 07:14:00,pass,3900,270,-5603.75,271.25,,314,124.0709,873,2037.8682,143.8912,2603,8449.4602,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0874,17/09/2008 07:28:00,pass,457,3362,-5662,-957.75,,306,1583.1187,3122,202.2117,127.3116,2423.25,9248.9899,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0875,17/09/2008 21:52:00,pass,3240,674,-5477.5,-5499.25,1795.1006,187,278.3409,7961,1484.4592,78.2752,2709.5,9074.7701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0876,18/09/2008 00:57:00,pass,20032,195,-6521.5,1520.25,,220,86.8735,57,9739.8061,102.9446,2911.75,8947.57,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0877,18/09/2008 01:40:00,pass,2449,657,-5632.75,-1918,,295,278.7943,7141,1123.0644,126.2286,2600.5,8421.2,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0878,18/09/2008 01:43:00,pass,2126,878,-5619.25,6172.25,,609,426.9749,20806,925.1301,272.7697,2767,8257.01,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0879,18/09/2008 02:01:00,pass,4909,677,-5619,-4185.25,,270,293.3473,5178,2200.1013,127.8828,2612,8535.13,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0880,18/09/2008 03:58:00,pass,8907,1552,-5525.25,8777,,290,640.2095,0,4474.8949,121.9002,2653.5,9656.05,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0881,18/09/2008 03:58:00,pass,3483,772,-5207.25,2748.3333,,483,335.3619,34717,1833.7453,205.1,2658,9374.04,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0882,18/09/2008 05:44:00,pass,2847,425,-5391.75,-3132.3333,923.2002,323,197.5186,6146,1233.671,135.3252,2641.25,8578.38,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0883,18/09/2008 05:58:00,pass,3019,1112,-5621,-1527.25,,306,494.9492,4175,1238.8754,137.2819,2600.5,8487.1199,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0884,18/09/2008 08:04:00,pass,2354,908,-5561,321.75,1282.2002,965,405.1452,667,998.9117,435.2113,2899.25,8526.55,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0885,18/09/2008 10:48:00,pass,5347,545,-5652.5,-1438.25,,241,255.0693,5462,2363.4612,105.4467,2708.5,8359.0101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0886,18/09/2008 13:48:00,pass,966,398,-5627.5,-2169.3333,,734,178.1058,1143,520.0715,342.822,2710.25,8841.68,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0887,18/09/2008 17:22:00,pass,938,265,-5334,-637.25,,296,124.9293,1147,498.1847,130.8077,2467,8831.77,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0888,18/09/2008 18:12:00,pass,2129,579,-5639.75,-2272,,392,264.1179,3760,965.1813,171.2707,2697.5,8875.2099,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0889,18/09/2008 18:56:00,pass,16819,379,-5567.75,5201,,390,158.3885,25128,7339.3489,194.561,2652,8950.7599,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0890,18/09/2008 21:12:00,pass,5064,551,-5819.75,-329.75,,273,252.1658,1155,2431.6799,134.8406,2608,8692.18,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0891,18/09/2008 21:56:00,pass,6168,1030,-5767.25,3909,,566,444.5795,24861,2944.0604,243.4603,2894.75,8905.76,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0892,18/09/2008 23:00:00,pass,9789,856,-5476.5,-28.75,,282,358.5903,1862,4500.9438,125.4548,2656.75,8680.12,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0893,18/09/2008 23:05:00,pass,2020,886,-5345.25,-600.5,,542,367.2296,3059,888.5381,232.9326,2676.25,8962.4899,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0894,18/09/2008 23:44:00,pass,454,293,-5250.75,-2609.5,,484,130.1496,4696,185.3993,199.4749,2579.25,9096.1301,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0895,19/09/2008 00:30:00,pass,1364,497,-5777,1492.5,,594,232.733,5177,619.0667,305.8152,2859.75,8435.53,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0896,19/09/2008 01:57:00,pass,684,625,-5327.75,-210.75,,227,258.3504,603,340.3425,105.8064,2653.5,8670.6599,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0897,19/09/2008 02:44:00,pass,2866,735,-5213,9055.5,,338,340.6533,5773,1373.3575,165.2601,2570.25,8997.1301,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0898,19/09/2008 04:42:00,pass,17359,538,-5138.75,-11705.333,,407,243.6615,12074,8740.095,186.6429,2497.75,8692.35,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0899,19/09/2008 05:33:00,pass,1799,180,-5406.75,-159.75,2159.5,343,81.5777,701,849.0695,174.0479,2540,8765.58,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0900,19/09/2008 05:57:00,pass,4494,580,-5300.5,172,,266,261.4135,980,2078.5208,109.9166,2589.5,9072.73,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0901,19/09/2008 06:01:00,pass,3147,593,-5497.5,115.5,976.6006,239,252.7746,1816,1573.5363,103.7127,2684.5,9392.28,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0902,19/09/2008 06:44:00,pass,3170,225,-5398.75,673,,227,119.1928,302,1502.8352,104.9921,2711,8414.6299,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0903,19/09/2008 07:14:00,pass,274,352,-5217.25,-9440,,469,155.4014,16464,122.233,205.0876,2508.75,9268.23,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0904,19/09/2008 07:18:00,pass,1030,829,-5394.75,-2969.25,,410,389.4923,10583,553.6145,185.5254,2516.5,8164.9101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0905,19/09/2008 08:08:00,pass,331,361,-5397.5,117,,243,152.6226,869,147.4912,100.4224,2684,8536.28,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0906,19/09/2008 08:52:00,pass,1157,294,-5543,-6228.75,,161,136.0882,27425,475.7075,79.6764,2589.5,8708.38,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0907,19/09/2008 09:12:00,pass,4007,843,-5526,-1684.25,,3710,385.0342,2541,1697.2987,1828.6043,3397.75,8528.8199,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0908,19/09/2008 09:47:00,pass,1856,1116,-5445.5,9329,,391,496.1079,14280,761.7906,161.7063,2691.75,9791.0999,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0909,19/09/2008 10:45:00,pass,5737,2228,-4971.75,-4280.75,,238,955.6081,12306,2561.4587,102.6483,2557,8864.42,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0910,19/09/2008 11:13:00,pass,5051,2602,-5001,2649.5,,553,1188.8443,18410,2456.9666,247.5978,2672,8374.33,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0911,19/09/2008 11:54:00,pass,675,666,-5368.75,-2670,659.5,3608,287.5348,4658,280.9488,1791.9405,3656.25,8765.07,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0912,19/09/2008 13:59:00,pass,1966,479,-6471.25,1336.25,,520,200.0573,213,832.7242,213.6046,2985.25,8843.47,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0913,19/09/2008 15:31:00,pass,890,961,-5335,63,921.7998,627,396.1793,2745,382.5732,299.0255,2736.75,8562.85,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0914,19/09/2008 16:40:00,pass,2579,461,-5613,2211.3333,,256,211.6711,27952,1065.3448,115.5981,2487.75,9427.2601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0915,19/09/2008 16:58:00,fail,666,533,-5459,-3060.3333,,363,236.5009,8589,296.876,159.2532,2635.75,8511.4999,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0916,19/09/2008 17:47:00,pass,664,649,-5398.5,-373.75,,271,271.1562,2212,314.9999,126.3365,2648.75,8578.7599,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0917,19/09/2008 18:11:00,pass,2714,410,-5012.75,-1047.5,,378,174.9788,3311,1335.0299,176.1865,2543.5,8295.28,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0918,19/09/2008 18:33:00,pass,2134,1292,-5248.25,-254.25,,463,564.0705,1620,969.9261,195.211,2575,8272.7,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0919,19/09/2008 19:18:00,pass,1469,778,-5658.25,-186.75,,237,330.3376,1809,843.5467,110.2251,2626.75,7936.6601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0920,19/09/2008 19:29:00,pass,4593,403,-5604.5,370,,492,178.8081,1150,2222.7236,224.5952,2793.5,8278.6099,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0921,19/09/2008 20:05:00,pass,1401,470,-5494.75,2035.75,,375,192.377,25746,596.4084,168.4567,2694.5,8770.29,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0922,19/09/2008 20:07:00,pass,8212,541,-5549.25,-7980.25,,219,252.9063,8302,3631.1654,90.712,2627,8673.3899,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0923,19/09/2008 20:10:00,pass,5222,854,-5370.75,-1404,,479,370.2066,30363,2196.7883,207.6574,2483.25,8582.63,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0924,19/09/2008 20:17:00,pass,8230,689,-5573.75,5186,,436,304.3423,13661,3917.3238,202.1625,2686.5,9669.52,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0925,19/09/2008 20:19:00,fail,3559,886,-5370.25,-146.25,,359,383.0417,1049,1811.9281,151.6188,2601.75,8906.21,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0926,19/09/2008 21:08:00,pass,899,530,-5599.25,-2459.6667,,487,256.8247,2660,516.4594,203.7766,2676.75,9196.9899,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0927,19/09/2008 21:09:00,fail,263,2774,-4994.25,-1967.5,,541,1239.7909,3958,185.9691,263.473,2890,8815.3602,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0928,19/09/2008 21:13:00,pass,1574,863,-5515,-245.75,,550,375.5929,11386,697.4953,254.9915,2680,9127.52,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0929,19/09/2008 21:14:00,pass,3129,485,-5738.75,-1538,,568,248.5657,3581,1505.5026,258.0354,2759.25,8674.8,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0930,19/09/2008 21:59:00,fail,7932,863,-5508.75,1526,,245,370.7078,6579,3610.1569,136.0769,2608.75,8184.0899,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0931,19/09/2008 23:26:00,pass,4974,426,-5580.25,5098.6667,,558,190.6609,11627,2233.7674,242.7514,2713.25,8312.75,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0932,19/09/2008 23:33:00,pass,1251,3951,-5554.5,-1195,,270,1672.8201,3078,586.2294,113.3854,2551.75,8808.6001,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0933,20/09/2008 00:18:00,pass,2620,737,-5692.5,2692.75,,570,378.626,25350,1143.1137,270.1918,2647.75,8854.61,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0934,20/09/2008 00:33:00,pass,7270,1053,-5834.75,-1571.5,,352,437.0747,3347,3480.2778,165.7166,2546,8744.1601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0935,20/09/2008 03:58:00,pass,11553,1173,-5612.25,-459.5,,600,543.4074,791,5497.9604,278.5504,2586.5,8386.27,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0936,20/09/2008 04:13:00,pass,1384,466,-5588,2643.25,,530,239.0899,22174,616.8638,228.7961,2700.5,8373.53,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0937,20/09/2008 04:28:00,pass,2960,789,-5153.75,-194.75,842.5,306,359.1039,2201,1360.301,155.3906,2570.25,9303.0001,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0938,20/09/2008 05:22:00,pass,7174,122,-5365.75,-2410.5,,199,55.7038,4221,3407.4173,82.4965,2526.5,8952.9701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0939,20/09/2008 05:25:00,pass,1777,477,-5437,911.3333,,350,195.3407,15927,757.4283,165.4839,2602.75,9409.4801,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0940,20/09/2008 05:34:00,pass,1034,285,-5007.75,1434,,151,127.1675,16032,425.0545,64.3869,2425.5,8649.9899,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0941,20/09/2008 06:08:00,pass,2499,782,-5357.5,-6161.5,,472,339.0285,13326,1192.746,196.3133,2691.25,8650.6301,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0942,20/09/2008 07:21:00,pass,13779,1094,-5031.25,-6002.75,,532,487.0143,19031,6678.4353,235.3402,2675.5,8395.9299,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0943,20/09/2008 08:14:00,pass,12305,922,-5966.75,-7014.25,,637,434.9363,17940,5704.7471,289.3084,2555,8747.9801,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0944,20/09/2008 10:51:00,pass,8287,190,-5477.5,-4613.3333,,524,82.9518,9732,3675.7579,222.5704,2599.25,8434.72,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0945,20/09/2008 11:18:00,pass,5070,1137,-5759.75,8902.6667,,165,474.4663,4026,2308.2459,90.8277,2728.5,8502.3101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0946,20/09/2008 12:20:00,pass,3243,352,-5622,-678,,278,169.627,2739,1427.4295,125.0333,2875,8892.88,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0947,20/09/2008 12:26:00,pass,2657,284,-5215.5,-11532.25,,602,133.7672,14705,1260.3509,252.5132,2684.25,8875.7501,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0948,20/09/2008 12:27:00,pass,5787,978,-5540.5,-5245,,399,399.5276,10008,2817.7797,179.7171,2515.25,8698.4101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0949,20/09/2008 12:36:00,pass,3649,527,-6561.25,1332.75,1197.2002,465,223.1029,128,1994.4775,191.7262,3052.75,9093.5701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0950,20/09/2008 12:57:00,pass,789,935,-5526,-732,778.8003,330,385.1831,4261,358.0209,151.6784,2740.5,8493.19,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0951,20/09/2008 14:00:00,pass,3190,995,-5476.25,1431.25,,251,438.984,24422,1378.845,110.7682,2640.75,8911.7999,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0952,20/09/2008 14:06:00,pass,867,624,-5261.75,170,,218,290.3841,8021,401.446,89.8383,2645.75,8081.4499,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0953,20/09/2008 14:42:00,pass,640,471,-5444.75,-13.5,,276,202.3205,1160,304.7243,114.3343,2588.5,8684.6001,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0954,20/09/2008 14:50:00,pass,858,712,-5290,-2757,,448,295.074,2558,402.457,200.9052,2498.25,9328.55,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0955,20/09/2008 14:53:00,pass,1745,183,-6493,1537.75,,223,78.158,57,715.5066,102.4317,2909.75,8612.3401,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0956,20/09/2008 15:02:00,pass,8551,967,-5743.25,-1054.25,,165,477.5056,1680,4093.5995,71.239,2621.5,8748.45,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0957,20/09/2008 15:19:00,pass,3679,493,-5364,140,,231,207.6327,1144,1523.3942,121.7771,2582.5,8548.6299,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0958,20/09/2008 15:37:00,pass,2459,791,-5501,1713,,282,346.1531,9820,1235.2113,140.4739,2551.75,9620.38,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0959,20/09/2008 15:46:00,pass,4423,322,-5537,-65.25,,179,158.7766,966,2144.7158,76.4084,2722.75,8774.26,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0960,20/09/2008 16:43:00,pass,1233,469,-5423.25,-3261.75,,598,210.7817,8198,698.1578,256.0747,2659.25,8857.81,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0961,20/09/2008 16:44:00,pass,800,2099,-4682,-1496,,432,1011.3044,2020,389.7807,190.7695,2583.5,9361.5399,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0962,20/09/2008 17:26:00,pass,3862,377,-6469.5,1234.25,,709,163.8546,144,1628.4824,291.4961,2823,8958.7901,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0963,20/09/2008 17:29:00,pass,1918,300,-5305,-552.25,,301,129.463,13151,868.2643,123.4247,2587.5,9379.21,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0964,20/09/2008 18:03:00,pass,9970,355,-5671.25,-610.75,,642,153.4891,2045,4165.5181,313.5219,2510,8432.13,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0965,20/09/2008 18:21:00,pass,8893,837,-5614.75,-5112.6667,,92,343.9432,4716,3749.8226,37.8363,2631.25,8782.1801,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0966,20/09/2008 18:56:00,pass,1047,454,-5459.75,-419,,545,210.229,1274,429.2528,250.076,2803,8295.79,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0967,20/09/2008 19:14:00,pass,4315,865,-5504.75,-5562.6667,,505,371.509,9532,2058.3959,240.6967,2673.25,9014.81,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0968,20/09/2008 19:21:00,pass,1885,929,-5648.25,-2628.3333,,266,400.5824,3369,963.2582,110.6206,2767.75,7754.01,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0969,20/09/2008 23:34:00,pass,1693,371,-5300.25,-260.5,,160,154.6617,2826,733.445,66.1331,2498.75,9306.2801,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0970,21/09/2008 00:48:00,pass,1609,834,-5121.5,-2886.25,,162,372.202,3749,658.7903,77.5005,2532.5,8646.22,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0971,21/09/2008 01:06:00,pass,6432,4361,-5491.75,530.75,,616,1816.7802,908,2782.7028,290.1326,2649.75,8473.75,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0972,21/09/2008 02:07:00,pass,4844,726,-5409,-2671,,313,309.4264,5072,2245.5992,130.7628,2649.25,9117.7299,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0973,21/09/2008 03:04:00,pass,11040,1175,-5274.25,4499,,219,531.0156,31318,4849.767,96.4106,2537.5,8675.7199,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0974,21/09/2008 03:47:00,pass,5893,372,-5339,175.5,,232,160.1645,1428,2429.6933,106.2199,2529,8620.1801,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0975,21/09/2008 04:17:00,pass,7475,2779,-5966.75,1729,,356,1284.1135,8362,3551.0657,159.0482,2376.5,8887.8101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0976,21/09/2008 04:49:00,pass,900,297,-6351,1536.25,,558,135.206,223,385.4922,240.8656,3131.25,8889.93,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0977,21/09/2008 07:30:00,pass,3762,1273,-5623.5,-781.25,876.9995,499,543.1001,1716,1646.8231,208.9519,2785.25,8701.45,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0978,21/09/2008 07:55:00,pass,2277,1736,-5303,-2442.75,1131,242,735.6498,5855,1190.4865,121.4863,2712.25,9054.95,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0979,21/09/2008 08:22:00,pass,478,364,-5675,-190.25,,203,171.0614,1859,218.3048,84.429,2669.75,8415.4499,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0980,21/09/2008 08:49:00,pass,2086,1271,-5439.25,298.25,,364,519.9143,649,978.1232,163.502,2668.75,8910.68,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0981,21/09/2008 09:16:00,pass,1300,1257,-5949.25,117.25,,236,550.8432,905,600.4293,112.1736,2624.75,8731.8401,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0982,21/09/2008 09:31:00,pass,2515,2867,-6189.75,475.75,,477,1228.6994,684,1224.3767,198.1161,2875,8756.0101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0983,21/09/2008 10:07:00,pass,1526,662,-5125.75,-3745.5,,339,337.5731,5202,670.1012,161.2997,2624.25,8663.12,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0984,21/09/2008 10:49:00,pass,1007,384,-5387,-4456.5,,429,174.3464,7859,487.8787,186.0025,2606.75,9506.31,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0985,21/09/2008 11:33:00,pass,13775,1424,-5145.25,-754.25,,293,676.2925,3200,7059.995,125.5212,2601.25,7406.64,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0986,21/09/2008 12:04:00,pass,22817,484,-5548.25,-390.25,,419,230.5521,1796,11149.9276,182.5128,2700.25,8445.5301,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0987,21/09/2008 14:30:00,pass,6277,1054,-5648,-2705.3333,,627,470.9848,5916,2570.4188,273.9526,2452,8440.8101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0988,21/09/2008 14:31:00,pass,16410,541,-6445,1295.75,,385,254.2663,333,8014.2231,160.4273,2984.75,8701.97,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0989,21/09/2008 14:33:00,pass,1274,420,-5441.5,-1709.5,,644,191.2424,18114,653.6622,265.3388,2566,8925.1001,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0990,21/09/2008 15:15:00,pass,1461,549,-5482.5,280.75,,124,231.2149,511,610.8183,53.394,2668.75,8932.8501,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
