cycle_id,main_pressure_mean,return_pressure_mean,system_pressure_mean,motor_power_mean,main_flow_mean,tank_temperature_mean,system_vibration_mean,cooler_condition,cooler_state,cooler_severity,valve_condition,valve_state,valve_severity,pump_condition,pump_state,pump_severity,accumulator_condition,accumulator_state,accumulator_severity,stability_flag,stability_label,overall_severity,overall_severity_label,affected_component_count,automatic_maintenance_allowed,allowed_action,data_nature
887,158.30780000000001,107.33550666666667,1.7789173333333335,2447.422733333333,6.630603333333333,46.53038333333334,0.6075333333333333,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
888,158.30881666666664,107.35484299999999,1.7808321666666664,2447.874133333333,6.627035,46.51463333333334,0.6108000000000001,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
889,158.33844833333333,107.37722266666667,1.7843196666666665,2447.3881666666666,6.635831666666666,46.50585,0.6093500000000003,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
890,158.30042166666667,107.35074266666666,1.7845308333333332,2444.5725999999995,6.638915,46.51865,0.6136,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
891,158.324255,107.36033833333333,1.7759926666666668,2445.4567999999995,6.635586666666667,46.49808333333333,0.6005666666666667,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
892,158.323565,107.35878449999998,1.7926311666666668,2446.4088333333334,6.633171666666667,46.48743333333333,0.5963166666666665,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
893,158.31604833333333,107.3611505,1.7913795,2445.7997333333333,6.633871666666667,46.477399999999996,0.5947,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
894,158.33345833333334,107.35951583333333,1.7934945,2446.9870333333333,6.647621666666667,46.47405,0.5960666666666667,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
895,158.31311166666666,107.37122999999998,1.7883991666666668,2447.229833333333,6.634813333333333,46.49326666666666,0.5919499999999999,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
896,158.32975833333333,107.38300100000001,1.7872216666666667,2446.9797666666664,6.632825,46.514233333333344,0.59265,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
897,158.29908,107.36787866666667,1.7830675,2446.8698666666664,6.632178333333333,46.51756666666666,0.5922999999999999,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
898,158.32635499999998,107.37925316666669,1.7761829999999996,2446.2822666666666,6.635448333333334,46.48598333333333,0.59495,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
899,158.32249666666667,107.3773895,1.7841533333333337,2444.7234666666664,6.634996666666668,46.474066666666666,0.6061666666666665,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
900,158.32556000000002,107.37874700000002,1.7796305000000001,2444.2758999999996,6.636791666666666,46.447966666666666,0.6022833333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
901,158.3338216666667,107.37562516666665,1.7841571666666665,2445.2830666666664,6.641331666666666,46.46566666666666,0.6066333333333332,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
902,158.33408666666668,107.36300516666665,1.7937921666666667,2443.1875,6.6279449999999995,46.45998333333333,0.6099166666666666,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
903,158.33191,107.35577233333332,1.7968003333333333,2441.7545,6.630473333333333,46.450149999999994,0.6052666666666667,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
904,158.336765,107.38454649999997,1.7959120000000002,2441.738933333333,6.6405199999999995,46.46436666666668,0.6098999999999998,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
905,158.34873166666668,107.37246966666666,1.7854418333333333,2438.6557,6.638928333333333,46.47146666666667,0.6071833333333333,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
906,158.35635166666668,107.40152099999999,1.782909833333333,2438.816433333333,6.636621666666667,46.49924999999999,0.6064833333333333,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
907,158.34342833333335,107.38846483333333,1.7859996666666667,2438.4310666666665,6.633288333333334,46.49448333333333,0.6037,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
908,158.346915,107.39417466666667,1.7831111666666668,2439.9802,6.638441666666668,46.489616666666656,0.6098333333333333,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
909,158.34794333333332,107.39300233333333,1.785464,2442.755533333333,6.6422566666666665,46.471366666666654,0.59505,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
910,158.35427833333333,107.390352,1.7868051666666667,2443.0706999999998,6.635408333333333,46.491583333333324,0.6053666666666666,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
911,158.344555,107.38076483333332,1.7880325,2441.1265666666663,6.639176666666668,46.445233333333334,0.6015333333333331,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
912,158.34351666666666,107.39380133333333,1.7825266666666666,2439.483066666666,6.634695,46.45818333333333,0.6063500000000001,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
913,158.33547166666665,107.36000616666666,1.7872140000000003,2439.3196,6.630858333333333,46.44401666666666,0.6072666666666666,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
914,158.34706,107.373822,1.7836235,2442.228566666666,6.643118333333334,46.434349999999995,0.6173,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
915,158.36943999999997,107.423576,1.7890808333333335,2442.139933333333,6.6393683333333335,46.42615000000001,0.6161333333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
916,158.364835,107.38383633333332,1.77907,2443.442433333333,6.63276,46.45001666666667,0.6152666666666667,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
917,158.40546333333333,107.44225533333334,1.7857483333333333,2446.0553666666665,6.636613333333333,46.42156666666666,0.6145833333333335,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
918,158.369235,107.37385350000001,1.7786826666666666,2444.6424666666667,6.639148333333333,46.42566666666666,0.6159499999999999,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
919,158.35245333333333,107.39390533333334,1.782745833333333,2442.7693666666664,6.637715,46.43891666666666,0.6251833333333333,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
920,158.36513166666666,107.37786216666666,1.7789883333333334,2440.982033333333,6.640486666666667,46.44551666666667,0.6266500000000002,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
921,158.36896000000002,107.3849265,1.7796139999999998,2441.0675333333334,6.63909,46.44573333333333,0.6276833333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
922,158.40695666666667,107.4268825,1.7770615,2443.548133333333,6.63682,46.42231666666667,0.6250666666666668,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
923,158.3984,107.40299166666667,1.7877575000000003,2445.0582000000004,6.644091666666666,46.37948333333333,0.6245166666666668,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
924,158.38238833333335,107.41499233333332,1.7851035,2445.0035666666668,6.63936,46.372150000000005,0.6243,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
925,158.37679166666666,107.39909866666667,1.7903028333333333,2445.035533333333,6.642155,46.3914,0.6233666666666668,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
926,158.393765,107.396997,1.7820515000000001,2442.7471666666665,6.651726666666667,46.38161666666665,0.6152833333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
927,158.38807333333332,107.420545,1.7797915,2442.8976666666667,6.637628333333334,46.37003333333333,0.6219000000000001,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
928,158.39378499999998,107.40575266666666,1.778302333333333,2440.9251999999997,6.653295000000001,46.37288333333333,0.6286833333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
929,158.383705,107.38123116666667,1.7752921666666668,2437.2277,6.63379,46.379366666666655,0.6317833333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
930,158.38837166666667,107.40344683333335,1.7891015000000001,2438.622,6.643090000000001,46.39003333333334,0.6259000000000001,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
931,158.37523499999998,107.38837233333332,1.775884,2444.9182,6.641318333333333,46.4059,0.6241000000000001,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
932,158.37653,107.40456766666667,1.7761636666666667,2445.0732666666668,6.6361083333333335,46.394749999999995,0.6182666666666666,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,90.0,接近故障,critical,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
933,158.49522833333333,107.52807666666666,1.7821526666666665,2448.040033333333,6.670769999999999,46.334833333333336,0.6209500000000001,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
934,158.52659,107.57297466666668,1.7875415,2451.6381,6.655316666666666,46.341316666666664,0.6215500000000002,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
935,158.49608833333335,107.52936299999999,1.7864946666666668,2452.810266666667,6.656106666666667,46.326633333333334,0.6204333333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
936,158.49673166666668,107.55765716666666,1.7914839999999999,2451.6049,6.659878333333333,46.341916666666656,0.6226833333333331,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
937,158.5008,107.57433933333333,1.7953945,2449.4308,6.654155,46.345966666666655,0.6216,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
938,158.50944166666667,107.56999533333334,1.7909003333333333,2448.5225,6.650978333333333,46.34611666666665,0.6177,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
939,158.50549666666666,107.56554333333334,1.7833261666666664,2447.3775,6.651998333333333,46.34969999999999,0.6149000000000001,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
940,158.50264333333334,107.55180283333334,1.7872711666666667,2449.0095999999994,6.668386666666667,46.343599999999995,0.6202,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
941,158.48674833333334,107.56017066666666,1.7853286666666666,2445.3392666666664,6.6524833333333335,46.333099999999995,0.6175833333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
942,158.50388333333333,107.54715216666666,1.7838656666666666,2446.3654333333334,6.64218,46.28391666666667,0.6058833333333331,20.0,效率降低,degraded,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,1,退化,1,False,route_maintenance_review,public-derived-cycle-feature-table
943,157.88228833333332,107.10987116666666,1.7166394999999999,2473.657,6.366383333333333,46.2326,0.6092833333333335,20.0,效率降低,degraded,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
944,158.08734333333334,106.52943199999999,1.7102255,2476.9067333333332,6.32524,46.1653,0.6140000000000001,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
945,158.10058833333335,106.57409483333333,1.7046799999999998,2474.3159333333333,6.326834999999999,46.113200000000006,0.6169499999999999,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
946,158.111455,106.52912033333332,1.7047185000000002,2473.7603999999997,6.316425000000001,46.07790000000001,0.6189500000000001,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
947,158.10924666666665,106.580828,1.7085061666666668,2474.1574333333333,6.340103333333333,46.0731,0.6153166666666666,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
948,158.09281666666666,106.54300149999999,1.7020088333333334,2473.908433333333,6.316893333333334,46.04678333333334,0.6226333333333334,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
949,158.08480833333334,106.57475533333331,1.7040534999999999,2472.9755666666665,6.318910000000001,46.02591666666667,0.6217166666666666,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
950,158.08563,106.54201516666667,1.706153166666667,2473.6635,6.32294,46.02315,0.61955,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
951,158.12823500000002,106.57982116666668,1.7041128333333333,2472.176833333333,6.327001666666668,46.00163333333333,0.6217166666666668,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
952,158.12718666666666,106.58852750000001,1.6992658333333335,2470.8834333333334,6.337238333333333,45.999249999999996,0.62605,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
953,158.09180333333333,106.55946083333333,1.7055931666666668,2469.3799,6.318951666666667,45.99961666666666,0.6199833333333333,20.0,效率降低,degraded,73.0,接近故障,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
954,157.97158333333334,106.81550283333333,1.7097235,2468.4797666666664,6.353788333333333,45.99443333333334,0.62535,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
955,158.00055833333334,106.83386883333333,1.7095171666666664,2472.2112333333334,6.355245,45.987500000000004,0.6283999999999998,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
956,157.99564333333336,106.815353,1.7124791666666668,2473.0478333333335,6.352975,45.956316666666666,0.62825,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
957,158.00162833333334,106.82304800000001,1.719157166666667,2475.028733333333,6.3504700000000005,45.950700000000005,0.6283833333333333,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
958,158.02095666666668,106.82416283333333,1.7098921666666664,2474.6531666666665,6.350893333333333,45.93288333333332,0.6328666666666668,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
959,158.02208666666664,106.81821566666666,1.714533,2475.427133333333,6.354443333333333,45.9426,0.6339166666666667,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
960,157.99965500000002,106.797696,1.7023840000000001,2472.4423666666667,6.353458333333333,45.95266666666667,0.6291166666666667,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
961,158.01424333333333,106.81428533333334,1.709077,2470.8522999999996,6.350625,45.96728333333333,0.6320499999999998,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
962,158.00049333333334,106.82915483333333,1.7085790000000003,2471.4292333333333,6.349333333333333,45.983349999999994,0.6319666666666668,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
963,157.98169,106.80532283333334,1.70919,2474.2353666666663,6.352716666666667,45.98186666666666,0.6268500000000002,20.0,效率降低,degraded,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
964,157.92189833333333,107.02459700000001,1.7222489999999997,2472.439033333333,6.36662,45.98185,0.6266833333333331,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
965,157.91117500000001,107.01239149999999,1.7178050000000002,2470.8538666666664,6.364098333333333,45.99243333333334,0.6278333333333334,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
966,157.90956166666666,106.99323383333332,1.7179573333333331,2469.158633333333,6.364118333333334,46.0067,0.6246333333333335,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
967,157.88262666666668,106.98822866666666,1.7136719999999999,2467.589933333333,6.363693333333333,46.00658333333333,0.6294333333333334,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
968,157.90145333333334,107.00006166666667,1.7212399999999999,2467.5009666666665,6.362096666666668,46.01218333333335,0.6284666666666666,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
969,157.89245499999998,106.99374683333332,1.7187786666666665,2466.4571333333333,6.364668333333333,46.01355000000001,0.6288499999999999,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
970,157.89140333333333,107.01163833333332,1.7146811666666666,2467.4575999999997,6.369185,46.03978333333335,0.6261,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
971,157.90372666666667,107.00593983333333,1.7139943333333334,2466.1626666666666,6.364258333333334,46.027100000000004,0.6260333333333334,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
972,157.90082666666666,107.0039205,1.7154219999999998,2466.177266666666,6.361791666666666,46.00868333333333,0.6319166666666668,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
973,157.91075333333333,107.01060316666668,1.7164253333333332,2467.9092666666666,6.361486666666666,46.005750000000006,0.6239333333333333,20.0,效率降低,degraded,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
974,157.87322,107.16479483333333,1.7222498333333334,2465.7335666666663,6.353350000000001,45.99600000000001,0.6252333333333333,20.0,效率降低,degraded,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
975,157.84794833333333,107.14938033333334,1.7356821666666669,2465.4965999999995,6.35935,46.00053333333334,0.6266666666666667,20.0,效率降低,degraded,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
976,157.87248666666667,107.13252933333332,1.7365933333333332,2464.911666666667,6.366953333333334,46.0134,0.6283833333333333,20.0,效率降低,degraded,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
977,157.86318999999997,107.12183516666666,1.7259295000000001,2465.6341666666667,6.356505,46.014833333333335,0.6191000000000001,20.0,效率降低,degraded,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
978,157.85286333333335,107.13082483333334,1.7307321666666666,2466.149266666667,6.366635,46.00326666666667,0.62225,20.0,效率降低,degraded,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
979,157.85552499999997,107.1179885,1.7347748333333335,2466.0340333333334,6.371816666666666,45.997166666666665,0.6277333333333334,20.0,效率降低,degraded,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
