借款号,放款成功,借款金额,学历等级,历史成功次数,授信额度,有征信报告,描述字数,有效字符率,复杂词比例,主题1,主题2,主题3,主题4,信用画像,风险信号
778260,0,90600,2,1,90600,有,98,0.735,0,0.995,0.001,0.001,0.001,优质,
778261,0,30400,2,1,30400,有,92,0.75,0,0.003,0.003,0.834,0.095,成长,
778262,0,72900,2,1,72900,有,100,0.76,0,0.003,0.003,0.987,0.003,优质,
778263,0,60700,2,1,60700,有,103,0.757,0,0.003,0.003,0.987,0.003,优质,
778264,0,69800,2,1,69800,有,103,0.767,0,0.003,0.003,0.988,0.003,优质,
778265,0,81400,3,1,81400,有,89,0.753,0,0.003,0.003,0.988,0.003,优质,
778266,0,54700,2,1,54700,有,103,0.767,0,0.003,0.003,0.823,0.003,优质,
778267,0,43700,3,1,43700,有,94,0.734,0,0.003,0.003,0.987,0.003,成长,
778268,0,31600,2,1,31600,有,149,0.745,0.012,0.003,0.003,0.987,0.003,成长,
778270,0,33200,2,1,33200,有,95,0.758,0.019,0.003,0.003,0.003,0.003,成长,
778271,0,168500,2,1,168500,有,92,0.75,0,0.003,0.003,0.311,0.003,优质,
778272,0,62800,3,1,62800,有,91,0.758,0,0.003,0.003,0.003,0.105,优质,
778273,0,87000,3,1,87000,有,91,0.758,0,0.003,0.003,0.003,0.003,优质,
778274,0,42800,2,1,42800,有,89,0.753,0,0.003,0.003,0.003,0.003,成长,
778275,0,31600,2,1,31600,有,146,0.747,0,0.003,0.003,0.249,0.003,成长,
778276,0,36300,2,1,36300,有,99,0.758,0,0.003,0.003,0.889,0.003,成长,
778277,0,45600,3,1,45600,有,92,0.761,0,0.003,0.003,0.67,0.321,成长,
778278,0,102700,2,1,102700,有,93,0.763,0,0.003,0.003,0.988,0.003,优质,
778279,0,142500,3,1,142500,有,88,0.75,0,0.003,0.003,0.987,0.003,优质,
778280,0,68100,2,1,68100,有,102,0.765,0,0.974,0.002,0.021,0.002,优质,
778281,0,45600,2,1,45600,有,108,0.778,0,0.974,0.002,0.002,0.021,成长,
778282,0,48300,2,1,48300,有,100,0.74,0.018,0.013,0.947,0.013,0.013,成长,
778283,0,86600,1,1,86600,有,95,0.758,0,0.993,0.002,0.002,0.002,优质,
778284,0,31300,1,1,31300,有,91,0.758,0.02,0.006,0.976,0.006,0.006,成长,
778285,0,57700,3,1,57700,有,102,0.765,0,0.003,0.989,0.003,0.003,优质,
778286,0,65600,3,1,65600,有,91,0.758,0,0.004,0.984,0.004,0.004,优质,
778287,0,64400,1,1,64400,有,98,0.755,0,0.029,0.6,0.029,0.314,优质,
778288,0,80200,2,1,80200,有,89,0.753,0,0.007,0.97,0.007,0.007,优质,
778289,0,48300,2,1,48300,有,97,0.753,0,0.007,0.97,0.007,0.007,成长,
778290,0,92100,2,1,92100,有,93,0.763,0,0.011,0.958,0.011,0.011,优质,
778291,0,69900,2,1,69900,有,97,0.763,0,0.003,0.988,0.003,0.003,优质,
778297,0,97700,3,1,97700,有,100,0.76,0,0.012,0.482,0.012,0.129,优质,
778298,0,41900,2,1,41900,有,103,0.767,0,0.034,0.963,0.001,0.001,成长,
778299,0,55800,3,1,55800,有,99,0.758,0,0.003,0.924,0.003,0.035,优质,
778300,0,128900,3,1,128900,有,200,0.74,0,0.993,0.002,0.002,0.002,优质,
778301,0,65600,2,1,65600,有,106,0.755,0,0.993,0.002,0.002,0.002,优质,
778302,0,83500,2,1,83500,有,102,0.765,0,0.01,0.771,0.105,0.105,优质,
778303,0,79000,2,1,79000,有,97,0.763,0.019,0.993,0.002,0.002,0.002,优质,
778304,0,41100,1,1,41100,有,87,0.747,0,0.993,0.002,0.002,0.002,成长,
778305,0,121500,2,1,121500,有,94,0.766,0,0.005,0.795,0.005,0.005,优质,
778306,0,68300,2,1,68300,有,102,0.765,0,0.993,0.002,0.002,0.002,优质,
778307,0,47400,2,1,47400,有,92,0.761,0,0.012,0.718,0.012,0.012,成长,
778308,0,88100,2,1,88100,有,101,0.752,0,0.993,0.002,0.002,0.002,优质,
778309,0,43700,3,1,43700,有,98,0.755,0,0.006,0.974,0.006,0.006,成长,
778310,0,55800,3,1,55800,有,92,0.761,0,0.004,0.983,0.004,0.004,优质,
778311,0,27900,2,1,27900,有,100,0.76,0,0.009,0.878,0.009,0.009,成长,
778312,0,111700,3,1,111700,有,108,0.75,0.033,0.095,0.895,0.003,0.003,优质,
778313,0,186500,3,1,186500,有,103,0.767,0,0.007,0.97,0.007,0.007,优质,
778314,0,77400,2,1,77400,有,91,0.758,0,0.993,0.002,0.002,0.002,优质,
778315,0,79000,3,1,79000,有,95,0.747,0,0.993,0.002,0.002,0.002,优质,
778316,0,72900,2,1,72900,有,100,0.76,0,0.993,0.002,0.002,0.002,优质,
778317,0,43700,3,1,43700,有,108,0.759,0,0.993,0.002,0.002,0.002,成长,
778318,0,145000,1,1,145000,有,95,0.758,0,0.993,0.002,0.002,0.002,优质,
778319,0,41900,3,1,41900,有,103,0.767,0,0.993,0.002,0.002,0.002,成长,
778320,0,111700,3,1,111700,有,100,0.76,0,0.993,0.002,0.002,0.002,优质,
778321,0,45600,2,1,45600,有,93,0.753,0,0.993,0.002,0.002,0.002,成长,
778322,0,33200,2,1,33200,有,95,0.768,0.019,0.993,0.002,0.002,0.002,成长,
778323,0,190000,4,1,190000,有,103,0.767,0,0.018,0.927,0.018,0.018,优质,
778324,0,84200,3,1,84200,有,95,0.758,0,0.012,0.835,0.129,0.012,优质,
778325,0,31600,2,1,31600,有,103,0.757,0,0.008,0.968,0.008,0.008,成长,
778326,0,51600,2,1,51600,有,94,0.766,0,0.007,0.972,0.007,0.007,优质,
778327,0,74200,3,1,74200,有,106,0.736,0,0.008,0.968,0.008,0.008,优质,
778328,0,75400,2,1,75400,有,93,0.763,0,0.004,0.983,0.004,0.004,优质,
778329,0,86800,3,1,86800,有,103,0.767,0,0.007,0.972,0.007,0.007,优质,
778331,0,85000,2,1,85000,有,103,0.767,0,0.011,0.958,0.011,0.011,优质,
778332,0,88100,1,1,88100,有,103,0.767,0,0.007,0.97,0.007,0.007,优质,
778337,0,33200,2,1,33200,有,91,0.758,0,0.011,0.958,0.011,0.011,成长,
778338,0,94800,2,1,94800,有,92,0.761,0,0.993,0.002,0.002,0.002,优质,
778339,0,50100,2,1,50100,有,92,0.75,0,0.995,0.001,0.001,0.001,优质,
778340,0,71300,1,1,71300,有,95,0.758,0,0.003,0.003,0.66,0.003,优质,
778341,0,45600,2,1,45600,有,98,0.755,0,0.003,0.003,0.188,0.003,成长,
778342,0,66800,2,1,66800,有,91,0.758,0.02,0.003,0.003,0.957,0.003,优质,
778343,0,57100,1,1,57100,有,103,0.767,0,0.003,0.003,0.003,0.003,优质,
778344,0,60700,1,1,60700,有,103,0.767,0,0.003,0.003,0.194,0.225,优质,
778345,0,64100,2,1,64100,有,103,0.767,0,0.003,0.003,0.003,0.397,优质,
778346,0,224500,2,1,224500,有,98,0.755,0,0.003,0.003,0.003,0.157,优质,
778347,0,100100,2,1,100100,有,203,0.749,0.009,0.003,0.003,0.003,0.003,优质,
778348,0,88300,3,1,88300,有,96,0.75,0,0.003,0.003,0.987,0.003,优质,
778350,0,176000,3,1,176000,有,105,0.771,0,0.003,0.003,0.988,0.003,优质,
778351,0,80500,1,1,80500,有,100,0.74,0.018,0.003,0.003,0.757,0.003,优质,
778352,0,124000,3,1,124000,有,105,0.762,0,0.003,0.034,0.895,0.003,优质,
778353,0,48900,2,1,48900,有,103,0.767,0,0.003,0.003,0.67,0.003,成长,
778354,0,161000,2,1,161000,有,90,0.756,0,0.002,0.002,0.928,0.065,优质,
778355,0,45600,1,1,45600,有,90,0.756,0,0.003,0.003,0.987,0.003,成长,
778356,0,86600,4,1,86600,有,90,0.756,0,0.003,0.003,0.071,0.003,优质,
778357,0,64400,2,1,64400,有,93,0.753,0,0.003,0.003,0.285,0.707,优质,
778358,0,91100,2,1,91100,有,98,0.755,0,0.003,0.003,0.987,0.003,优质,
778359,0,60100,2,1,60100,有,96,0.75,0,0.003,0.003,0.003,0.003,优质,
778360,0,91100,2,1,91100,有,102,0.765,0,0.003,0.087,0.003,0.904,优质,
778362,0,171000,2,1,171000,有,92,0.761,0,0.003,0.003,0.742,0.249,优质,
778363,0,44200,2,1,44200,有,90,0.756,0,0.003,0.003,0.988,0.003,成长,
778364,0,45600,1,1,45600,有,95,0.758,0.019,0.003,0.003,0.988,0.003,成长,
778365,0,96600,4,1,96600,有,90,0.756,0.02,0.003,0.003,0.79,0.2,优质,
778367,0,51600,2,1,51600,有,103,0.757,0,0.003,0.003,0.988,0.003,优质,
778368,0,60700,1,1,60700,有,92,0.761,0,0.003,0.003,0.331,0.659,优质,
778369,0,114100,3,1,114100,有,100,0.76,0,0.003,0.003,0.003,0.989,优质,
778370,0,96600,3,1,96600,有,100,0.76,0,0.003,0.003,0.856,0.003,优质,
778371,0,91100,1,1,91100,有,94,0.755,0.019,0.003,0.003,0.003,0.003,优质,
778372,0,173000,2,1,173000,有,92,0.761,0,0.003,0.003,0.003,0.003,优质,
778374,0,31600,2,1,31600,有,93,0.763,0,0.003,0.988,0.003,0.003,成长,
778375,0,82000,3,1,82000,有,92,0.761,0,0.993,0.002,0.002,0.002,优质,
778376,0,31600,2,1,31600,有,206,0.723,0,0.003,0.033,0.928,0.003,成长,
778378,0,14000,1,1,14000,有,20,0.65,0,0.003,0.003,0.954,0.036,成长,
778384,0,84800,2,1,84800,有,101,0.762,0,0.003,0.003,0.986,0.003,优质,
778385,0,80500,3,1,80500,有,93,0.753,0,0.003,0.003,0.069,0.266,优质,
778386,0,63200,2,1,63200,有,93,0.763,0,0.006,0.976,0.006,0.006,优质,
778387,0,43700,2,1,43700,有,94,0.766,0.039,0.003,0.003,0.953,0.003,成长,
778388,0,43700,2,1,43700,有,103,0.767,0,0.003,0.003,0.003,0.403,成长,
778389,0,41100,3,1,41100,有,89,0.753,0,0.003,0.003,0.003,0.372,成长,
778390,0,111700,2,1,111700,有,98,0.755,0,0.003,0.003,0.987,0.003,优质,
778392,0,80500,2,1,80500,有,103,0.728,0.018,0.003,0.003,0.167,0.003,优质,
778393,0,59200,2,1,59200,有,92,0.761,0,0.003,0.003,0.003,0.036,优质,
778394,0,43700,3,1,43700,有,101,0.762,0,0.003,0.003,0.003,0.003,成长,
778395,0,47400,1,1,47400,有,98,0.755,0,0.003,0.003,0.003,0.987,成长,
778396,0,62800,3,1,62800,有,96,0.75,0,0.003,0.003,0.003,0.988,优质,
778397,0,37900,2,1,37900,有,93,0.753,0,0.002,0.002,0.992,0.002,成长,
778398,0,68500,2,1,68500,有,103,0.767,0,0.003,0.003,0.987,0.003,优质,
778399,0,80200,3,1,80200,有,91,0.758,0.02,0.003,0.003,0.035,0.003,优质,
778401,0,72800,1,1,72800,有,92,0.761,0,0.003,0.003,0.649,0.003,优质,
778402,0,61800,2,1,61800,有,100,0.75,0.018,0.003,0.003,0.003,0.67,优质,
778403,0,48300,2,1,48300,有,102,0.745,0.018,0.059,0.003,0.003,0.932,成长,
778404,0,55800,2,1,55800,有,101,0.762,0,0.003,0.003,0.003,0.003,优质,
778405,0,47100,1,1,47100,有,103,0.757,0,0.003,0.003,0.702,0.289,成长,
778406,0,57100,2,1,57100,有,94,0.766,0,0.003,0.003,0.321,0.416,优质,
778407,0,87400,1,1,87400,有,103,0.767,0,0.003,0.003,0.899,0.003,优质,
778408,0,57400,3,1,57400,有,91,0.758,0,0.003,0.003,0.003,0.865,优质,
778409,0,87000,2,1,87000,有,97,0.763,0,0.003,0.003,0.448,0.543,优质,
778418,0,7000,2,2,7000,有,28,0.75,0,0.003,0.003,0.856,0.134,优质,
778419,0,140000,2,1,140000,有,90,0.756,0,0.003,0.003,0.956,0.035,优质,
778420,0,41900,2,1,41900,有,103,0.767,0,0.003,0.003,0.003,0.003,成长,
778421,0,86600,2,1,86600,有,102,0.765,0,0.003,0.003,0.987,0.003,优质,
778422,0,30400,1,1,30400,有,90,0.756,0,0.003,0.003,0.988,0.003,成长,
778423,0,64400,1,1,64400,有,98,0.745,0.038,0.003,0.003,0.988,0.003,优质,
778424,0,71300,2,1,71300,有,102,0.765,0,0.003,0.003,0.957,0.003,优质,
778426,0,72900,1,1,72900,有,95,0.737,0,0.003,0.003,0.987,0.003,优质,
778428,0,65300,2,1,65300,有,90,0.756,0,0.003,0.003,0.51,0.003,优质,
778429,0,47400,3,1,47400,有,89,0.753,0,0.003,0.003,0.956,0.003,成长,
778430,0,68400,3,1,68400,有,93,0.763,0,0.003,0.003,0.987,0.003,优质,
778431,0,31600,3,1,31600,有,102,0.765,0,0.003,0.003,0.13,0.003,成长,
778432,0,87400,2,1,87400,有,104,0.769,0,0.003,0.003,0.425,0.003,优质,
778433,0,87400,3,1,87400,有,93,0.763,0,0.003,0.003,0.987,0.003,优质,
778434,0,82400,2,1,82400,有,102,0.765,0,0.003,0.003,0.987,0.003,优质,
778435,0,45600,1,1,45600,有,94,0.766,0,0.003,0.003,0.988,0.003,成长,
778436,0,49900,3,1,49900,有,103,0.767,0,0.003,0.003,0.479,0.162,成长,
778437,0,58000,1,1,58000,有,105,0.724,0.017,0.003,0.003,0.829,0.162,优质,
778438,0,33400,3,1,33400,有,102,0.765,0,0.003,0.003,0.003,0.003,成长,
778439,0,64400,2,1,64400,有,98,0.735,0,0.003,0.003,0.003,0.543,优质,
778440,0,139500,3,1,139500,有,102,0.765,0,0.003,0.003,0.67,0.003,优质,
778441,0,114500,2,1,114500,有,94,0.766,0,0.003,0.003,0.003,0.003,优质,
778442,0,139500,2,1,139500,有,103,0.767,0,0.003,0.003,0.003,0.036,优质,
778443,0,91100,2,1,91100,有,99,0.758,0,0.003,0.003,0.892,0.098,优质,
778444,0,61400,3,1,61400,有,91,0.758,0,0.003,0.003,0.797,0.003,优质,
778445,0,55800,3,1,55800,有,105,0.771,0.034,0.003,0.003,0.528,0.102,优质,
778446,0,31600,1,1,31600,有,90,0.756,0.02,0.003,0.003,0.926,0.003,成长,
778447,0,75900,3,1,75900,有,94,0.755,0,0.003,0.003,0.988,0.003,优质,
778448,0,128900,2,1,128900,有,89,0.753,0,0.003,0.003,0.988,0.003,优质,
778449,0,60700,3,1,60700,有,90,0.744,0,0.003,0.003,0.003,0.036,优质,
778450,0,171000,2,1,171000,有,105,0.771,0,0.003,0.003,0.593,0.003,优质,
778451,0,57100,3,1,57100,有,93,0.763,0,0.003,0.003,0.987,0.003,优质,
778452,0,47400,3,1,47400,有,90,0.756,0,0.003,0.003,0.003,0.989,成长,
778453,0,267000,3,1,267000,有,91,0.758,0,0.003,0.003,0.331,0.033,优质,
778454,0,60100,4,1,60100,有,103,0.767,0,0.003,0.003,0.003,0.003,优质,
778455,0,85000,2,1,85000,有,100,0.75,0,0.003,0.034,0.742,0.003,优质,
778456,0,71300,3,1,71300,有,88,0.75,0,0.003,0.003,0.003,0.003,优质,
778457,0,43700,2,1,43700,有,103,0.767,0,0.003,0.003,0.003,0.989,成长,
778458,0,74400,3,1,74400,有,92,0.761,0,0.003,0.003,0.834,0.003,优质,
778459,0,139500,1,1,139500,有,103,0.748,0,0.003,0.003,0.003,0.618,优质,
778460,0,55800,3,1,55800,有,90,0.756,0,0.003,0.003,0.986,0.003,优质,
778462,0,94200,3,1,94200,有,89,0.753,0,0.004,0.004,0.004,0.039,优质,
778463,0,47400,1,1,47400,有,92,0.761,0,0.003,0.003,0.003,0.003,成长,
778464,0,43700,2,1,43700,有,103,0.767,0,0.003,0.003,0.987,0.003,成长,
778465,0,97700,3,1,97700,有,103,0.767,0.018,0.003,0.003,0.465,0.003,优质,
778466,0,60100,3,1,60100,有,103,0.767,0,0.003,0.003,0.003,0.003,优质,
778467,0,64200,3,1,64200,有,103,0.767,0,0.003,0.003,0.481,0.003,优质,
778468,0,67100,2,1,67100,有,104,0.769,0,0.003,0.003,0.003,0.688,优质,
778469,0,120000,3,1,120000,有,89,0.753,0,0.003,0.003,0.298,0.692,优质,
778470,0,69900,2,1,69900,有,99,0.758,0.018,0.003,0.065,0.926,0.003,优质,
778471,0,71200,2,1,71200,有,93,0.763,0,0.003,0.003,0.298,0.003,优质,
778472,0,64400,2,1,64400,有,93,0.753,0,0.003,0.003,0.889,0.102,优质,
778473,0,58000,2,1,58000,有,100,0.76,0,0.003,0.003,0.865,0.034,优质,
778474,0,145500,3,1,145500,有,107,0.776,0,0.003,0.003,0.987,0.003,优质,
778475,0,31600,1,1,31600,有,94,0.766,0,0.003,0.003,0.954,0.003,成长,
778476,0,200000,2,1,200000,有,102,0.745,0.018,0.003,0.003,0.987,0.003,优质,
778477,0,103300,2,1,103300,有,101,0.762,0,0.003,0.003,0.003,0.035,优质,
778480,0,209500,3,1,209500,有,91,0.758,0,0.003,0.003,0.003,0.583,优质,
778481,0,57100,2,1,57100,有,98,0.755,0,0.993,0.002,0.002,0.002,优质,
778482,0,87000,3,1,87000,有,105,0.743,0,0.127,0.794,0.067,0.006,优质,
778483,0,43700,3,1,43700,有,92,0.761,0.04,0.015,0.785,0.015,0.015,成长,
778484,0,114100,3,1,114100,有,93,0.763,0,0.002,0.99,0.002,0.002,优质,
778485,0,45600,1,1,45600,有,101,0.752,0,0.003,0.003,0.987,0.003,成长,
778486,0,209500,3,1,209500,有,104,0.769,0.035,0.003,0.003,0.987,0.003,优质,
778487,0,81300,3,1,81300,有,92,0.761,0,0.003,0.067,0.829,0.035,优质,
778488,0,167500,3,1,167500,有,91,0.758,0,0.003,0.003,0.987,0.003,优质,
778489,0,55800,3,1,55800,有,101,0.762,0,0.003,0.003,0.031,0.932,优质,
778490,0,57100,2,1,57100,有,101,0.752,0,0.003,0.003,0.38,0.003,优质,
778491,0,60700,1,1,60700,有,92,0.761,0,0.003,0.003,0.889,0.003,优质,
778492,0,54800,1,1,54800,有,95,0.758,0,0.003,0.003,0.987,0.003,优质,
778493,0,125500,4,1,125500,有,91,0.758,0,0.003,0.003,0.987,0.003,优质,
778494,0,93400,3,1,93400,有,102,0.765,0,0.003,0.003,0.451,0.003,优质,
778495,0,81300,2,2,81300,有,93,0.763,0,0.003,0.003,0.266,0.003,优质,
778496,0,31600,2,1,31600,有,95,0.758,0,0.003,0.003,0.451,0.003,成长,
778497,0,151000,2,1,151000,有,101,0.762,0,0.003,0.003,0.987,0.003,优质,
778498,0,80500,1,1,80500,有,92,0.761,0,0.003,0.003,0.987,0.003,优质,
778499,0,91100,1,1,91100,有,90,0.756,0,0.003,0.036,0.397,0.003,优质,
778500,0,81400,3,1,81400,有,106,0.745,0,0.003,0.003,0.003,0.162,优质,
778501,0,64400,1,1,64400,有,102,0.745,0.018,0.003,0.003,0.987,0.003,优质,
778502,0,43700,2,1,43700,有,103,0.767,0,0.003,0.003,0.987,0.003,成长,
778503,0,31600,2,1,31600,有,101,0.762,0,0.993,0.002,0.002,0.002,成长,
778504,0,127000,3,1,127000,有,89,0.753,0,0.003,0.003,0.031,0.454,优质,
778505,0,78500,2,1,78500,有,93,0.763,0,0.003,0.003,0.954,0.003,优质,
778506,0,56200,3,1,56200,有,93,0.763,0,0.003,0.035,0.956,0.003,优质,
778507,0,31600,1,1,31600,有,89,0.753,0,0.003,0.003,0.988,0.003,成长,
778508,0,85200,2,1,85200,有,100,0.76,0,0.003,0.003,0.003,0.003,优质,
778509,0,171000,2,1,171000,有,103,0.767,0,0.002,0.002,0.928,0.044,优质,
778510,0,139500,3,1,139500,有,91,0.758,0,0.003,0.003,0.308,0.003,优质,
778511,0,48300,1,1,48300,有,93,0.753,0,0.003,0.003,0.987,0.003,成长,
778512,0,30400,2,1,30400,有,90,0.756,0,0.003,0.003,0.987,0.003,成长,
778513,0,42800,2,1,42800,有,103,0.767,0,0.003,0.003,0.543,0.003,成长,
778514,0,72800,3,1,72800,有,97,0.763,0.038,0.003,0.003,0.003,0.814,优质,
778515,0,31600,2,1,31600,有,93,0.763,0,0.003,0.003,0.987,0.003,成长,
778516,0,53400,3,1,53400,有,98,0.776,0,0.002,0.002,0.086,0.002,优质,
778517,0,64400,2,1,64400,有,96,0.771,0,0.003,0.003,0.003,0.069,优质,
778518,0,65300,1,1,65300,有,104,0.769,0,0.003,0.035,0.702,0.003,优质,
778519,0,41100,3,1,41100,有,105,0.771,0,0.003,0.003,0.003,0.003,成长,
778525,0,31600,2,1,31600,有,102,0.765,0,0.002,0.002,0.002,0.061,成长,
778526,0,41900,3,1,41900,有,105,0.771,0,0.003,0.003,0.987,0.003,成长,
778527,0,31600,2,1,31600,有,95,0.758,0.019,0.003,0.003,0.987,0.003,成长,
778529,0,74000,2,1,74000,有,103,0.767,0,0.003,0.003,0.987,0.003,优质,
778530,0,93400,2,1,93400,有,99,0.737,0.018,0.003,0.003,0.003,0.003,优质,
778531,0,125500,2,1,125500,有,101,0.762,0,0.003,0.003,0.797,0.194,优质,
778532,0,140000,1,1,140000,有,93,0.763,0.02,0.003,0.003,0.003,0.987,优质,
778533,0,55800,2,1,55800,有,103,0.767,0,0.003,0.003,0.003,0.989,优质,
778534,0,42800,2,1,42800,有,92,0.761,0,0.003,0.003,0.003,0.003,成长,
778535,0,99900,2,1,99900,有,92,0.761,0,0.003,0.003,0.003,0.003,优质,
778537,0,56100,3,1,56100,有,145,0.745,0,0.003,0.003,0.956,0.003,优质,
778538,0,58300,2,1,58300,有,101,0.762,0,0.003,0.003,0.003,0.003,优质,
778539,0,64400,2,2,64400,无,99,0.747,0.019,0.003,0.003,0.225,0.003,成长,
778540,0,66400,2,1,66400,有,90,0.756,0,0.003,0.003,0.003,0.921,优质,
778541,0,91100,3,1,91100,有,90,0.756,0,0.003,0.003,0.606,0.003,优质,
778542,0,91100,1,1,91100,有,92,0.761,0,0.003,0.003,0.526,0.003,优质,
778543,0,91100,1,1,91100,有,88,0.75,0.02,0.003,0.003,0.988,0.003,优质,
778544,0,108900,2,1,108900,有,101,0.762,0,0.003,0.003,0.79,0.2,优质,
778546,0,74200,2,1,74200,有,98,0.755,0,0.003,0.003,0.834,0.157,优质,
778547,0,79000,2,1,79000,有,108,0.778,0,0.003,0.003,0.003,0.003,优质,
778548,0,45600,1,1,45600,有,98,0.755,0,0.003,0.003,0.987,0.003,成长,
778550,0,114100,2,1,114100,有,90,0.756,0,0.003,0.003,0.003,0.003,优质,
778551,0,91100,3,1,91100,有,90,0.756,0,0.003,0.003,0.003,0.495,优质,
778552,0,69800,2,1,69800,有,104,0.769,0,0.993,0.002,0.002,0.002,优质,
778553,0,86600,3,1,86600,有,98,0.755,0,0.995,0.001,0.001,0.001,优质,
778554,0,186500,3,1,186500,有,102,0.765,0,0.995,0.001,0.001,0.001,优质,
778555,0,42800,3,1,42800,有,93,0.763,0,0.995,0.001,0.001,0.001,成长,
778556,0,71300,1,1,71300,有,100,0.76,0,0.983,0.001,0.001,0.001,优质,
778557,0,54700,1,1,54700,有,95,0.758,0,0.003,0.003,0.987,0.003,优质,
778558,0,85600,2,1,85600,有,150,0.72,0,0.003,0.034,0.003,0.003,优质,
778560,0,128900,2,2,128900,无,102,0.745,0.018,0.003,0.003,0.958,0.033,成长,
778561,0,142500,3,1,142500,有,103,0.767,0,0.003,0.003,0.003,0.003,优质,
778562,0,139500,2,1,139500,有,103,0.767,0,0.002,0.052,0.943,0.002,优质,
778563,0,133500,3,1,133500,有,105,0.771,0,0.003,0.003,0.033,0.003,优质,
778564,0,60100,2,1,60100,有,101,0.762,0,0.003,0.003,0.899,0.093,优质,
778565,0,87000,3,1,87000,有,102,0.765,0,0.003,0.003,0.987,0.003,优质,
778566,0,60700,2,1,60700,有,102,0.765,0,0.003,0.003,0.528,0.003,优质,
778567,0,64400,1,1,64400,有,115,0.757,0.016,0.003,0.003,0.003,0.989,优质,
778568,0,111700,3,1,111700,有,98,0.776,0,0.002,0.093,0.902,0.002,优质,
778569,0,48300,2,1,48300,有,96,0.771,0,0.003,0.003,0.988,0.003,成长,
778570,0,171000,4,1,171000,有,91,0.758,0,0.002,0.002,0.971,0.002,优质,
778571,0,48600,2,1,48600,有,96,0.771,0,0.003,0.003,0.036,0.954,成长,
778581,0,30400,1,1,30400,有,92,0.761,0,0.002,0.002,0.992,0.002,成长,
778582,0,28800,2,1,28800,有,91,0.758,0,0.003,0.003,0.061,0.93,成长,
778583,0,186500,3,1,186500,有,89,0.753,0,0.003,0.003,0.003,0.989,优质,
778584,0,128900,2,1,128900,有,98,0.745,0.019,0.003,0.003,0.003,0.786,优质,
778585,0,85600,3,1,85600,有,89,0.753,0,0.003,0.003,0.575,0.003,优质,
778587,0,45600,2,1,45600,有,98,0.755,0,0.003,0.003,0.003,0.003,成长,
778588,0,45600,3,1,45600,有,93,0.763,0,0.003,0.003,0.293,0.003,成长,
778589,0,111000,3,1,111000,有,99,0.747,0,0.003,0.003,0.003,0.988,优质,
778590,0,45600,3,1,45600,有,90,0.756,0,0.003,0.003,0.003,0.451,成长,
778591,0,64400,3,1,64400,有,91,0.758,0,0.003,0.003,0.102,0.003,优质,
778592,0,58000,2,1,58000,有,102,0.745,0.018,0.003,0.003,0.003,0.987,优质,
778593,0,91100,1,1,91100,有,98,0.755,0,0.003,0.003,0.86,0.003,优质,
778594,0,161000,1,1,161000,有,97,0.763,0,0.003,0.003,0.988,0.003,优质,
778595,0,53400,2,1,53400,有,104,0.75,0,0.003,0.003,0.638,0.003,优质,
778602,0,100500,3,1,100500,有,102,0.765,0,0.003,0.003,0.986,0.003,优质,
778603,0,30400,2,1,30400,有,91,0.758,0,0.003,0.003,0.987,0.003,成长,
778604,0,53200,2,1,53200,有,99,0.758,0,0.003,0.003,0.481,0.033,优质,
778605,0,67000,3,1,67000,有,96,0.74,0,0.993,0.002,0.002,0.002,优质,
778606,0,75900,2,1,75900,有,91,0.758,0,0.003,0.003,0.987,0.003,优质,
778607,0,64400,2,1,64400,有,101,0.752,0,0.003,0.003,0.003,0.003,优质,
778608,0,71300,3,1,71300,有,91,0.758,0,0.003,0.003,0.987,0.003,优质,
778609,0,91100,1,1,91100,有,101,0.762,0,0.003,0.003,0.003,0.989,优质,
778610,0,85600,1,1,85600,有,91,0.758,0,0.003,0.003,0.593,0.036,优质,
778611,0,64400,2,1,64400,有,90,0.756,0,0.003,0.003,0.988,0.003,优质,
778612,0,45600,1,1,45600,有,90,0.756,0,0.003,0.003,0.003,0.036,成长,
778613,0,96600,2,1,96600,有,95,0.758,0,0.003,0.003,0.003,0.003,优质,
778614,0,60700,3,1,60700,有,92,0.761,0,0.003,0.003,0.031,0.961,优质,
778615,0,198500,2,1,198500,有,105,0.771,0,0.003,0.059,0.454,0.003,优质,
778617,0,56200,3,1,56200,有,95,0.758,0,0.003,0.003,0.987,0.003,优质,
778619,0,161000,3,1,161000,有,92,0.761,0,0.003,0.003,0.986,0.003,优质,
778620,0,79900,3,1,79900,有,106,0.745,0,0.003,0.003,0.003,0.988,优质,
778621,0,45600,2,1,45600,有,92,0.761,0,0.003,0.003,0.987,0.003,成长,
778622,0,111700,2,1,111700,有,104,0.769,0.035,0.003,0.003,0.003,0.003,优质,
778623,0,58500,2,1,58500,有,106,0.745,0,0.001,0.995,0.001,0.001,优质,
778624,0,43700,2,1,43700,有,105,0.771,0,0.003,0.003,0.987,0.003,成长,
778625,0,106800,3,1,106800,有,103,0.767,0,0.003,0.003,0.829,0.003,优质,
778626,0,33200,1,1,33200,有,94,0.766,0,0.003,0.003,0.988,0.003,成长,
778627,0,45600,2,1,45600,有,93,0.753,0,0.003,0.003,0.987,0.003,成长,
778628,0,49900,2,1,49900,有,90,0.756,0,0.003,0.003,0.561,0.003,成长,
778632,0,13000,4,1,13000,有,20,0.8,0,0.003,0.003,0.988,0.003,成长,
778633,0,42800,2,1,42800,有,102,0.765,0,0.003,0.003,0.988,0.003,成长,
